run_accession	object	attempted_source	expected_bytes	observed_bytes	expected_md5	observed_md5	observed_sha256	integrity_result	fate
ERR8666067	ERR8666067_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8666067/ERR8666067_2.fastq.gz	7285664262	7285664262	702fec3de3037c6496c70ebc17827fc8	b6c541690d92239860788ec725d84e16	00e7ba268c00ebe222ba0a47cd54ac1e29ab3e60e56faa2b7f6bf6c9f394ff67	publisher_MD5_failed_and_gzip_CRC_failed_after_repeated_range_retrieval	excluded_not_used_for_analysis;official_normalized_SRA_transfer_selected
