seed	coverage	substitution_rate	read_length	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome
5201	20	0	5000	0.75	f3	0.75	False	0.7714	consistent	False	TN
5201	20	0	5000	0.5	f1	0.5	True	0.4574	possible_collapse	True	TP
5201	20	0	5000	0.5	f2	0.5	True	0.5496	possible_collapse	True	TP
5201	20	0	5000	0.5	f3	0.5	True	0.5143	possible_collapse	True	TP
5201	20	0	5000	0.25	f1	0.25	True	0.2287	possible_collapse	True	TP
5201	20	0	5000	0.25	f2	0.25	True	0.2749	possible_collapse	True	TP
5201	20	0	5000	0.25	f3	0.25	True	0.2571	possible_collapse	True	TP
5201	20	0	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5201	20	0	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5201	20	0	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5201	20	0.001	5000	1	f1	1.0	False	0.9429	consistent	False	TN
5201	20	0.001	5000	1	f2	1.0	False	1.1247	consistent	False	TN
5201	20	0.001	5000	1	f3	1.0	False	1.0513	consistent	False	TN
5201	20	0.001	5000	0.75	f1	0.75	False	0.7072	consistent	False	TN
5201	20	0.001	5000	0.75	f2	0.75	False	0.8435	consistent	False	TN
5201	20	0.001	5000	0.75	f3	0.75	False	0.7885	consistent	False	TN
5201	20	0.001	5000	0.5	f1	0.5	True	0.4715	possible_collapse	True	TP
5201	20	0.001	5000	0.5	f2	0.5	True	0.5624	possible_collapse	True	TP
5201	20	0.001	5000	0.5	f3	0.5	True	0.5256	possible_collapse	True	TP
5201	20	0.001	5000	0.25	f1	0.25	True	0.2357	possible_collapse	True	TP
5201	20	0.001	5000	0.25	f2	0.25	True	0.2812	possible_collapse	True	TP
5201	20	0.001	5000	0.25	f3	0.25	True	0.2628	possible_collapse	True	TP
5201	20	0.001	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5201	20	0.001	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5201	20	0.001	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5201	20	0.01	5000	1	f1	1.0	False	1.1588	consistent	False	TN
5201	20	0.01	5000	1	f2	1.0	False	1.36	consistent	False	TN
5201	20	0.01	5000	1	f3	1.0	False	1.266	consistent	False	TN
5201	20	0.01	5000	0.75	f1	0.75	False	0.8691	consistent	False	TN
5201	20	0.01	5000	0.75	f2	0.75	False	1.02	consistent	False	TN
5201	20	0.01	5000	0.75	f3	0.75	False	0.9495	consistent	False	TN
5201	20	0.01	5000	0.5	f1	0.5	True	0.5794	possible_collapse	True	TP
5201	20	0.01	5000	0.5	f2	0.5	True	0.68	consistent	False	FN
5201	20	0.01	5000	0.5	f3	0.5	True	0.633	consistent	False	FN
5201	20	0.01	5000	0.25	f1	0.25	True	0.2897	possible_collapse	True	TP
5201	20	0.01	5000	0.25	f2	0.25	True	0.3401	possible_collapse	True	TP
5201	20	0.01	5000	0.25	f3	0.25	True	0.3165	possible_collapse	True	TP
5201	20	0.01	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5201	20	0.01	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5201	20	0.01	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5202	1	0	5000	1	f1	1.0	False	0.3365	possible_collapse	True	FP
5202	1	0	5000	1	f2	1.0	False	0.5699	possible_collapse	True	FP
5202	1	0	5000	1	f3	1.0	False	0.9706	consistent	False	TN
5202	1	0	5000	0.75	f1	0.75	False	0.2528	possible_collapse	True	FP
5202	1	0	5000	0.75	f2	0.75	False	0.4275	possible_collapse	True	FP
5202	1	0	5000	0.75	f3	0.75	False	0.7279	consistent	False	TN
5202	1	0	5000	0.5	f1	0.5	True	0.1691	possible_collapse	True	TP
5202	1	0	5000	0.5	f2	0.5	True	0.285	possible_collapse	True	TP
