coverage	substitution_rate	family_observations	mean_signed_relative_error	median_absolute_relative_error	mean_absolute_relative_error	interval_empirical_coverage	mean_interval_relative_width	mean_oracle_relative_error	mean_estimator_minus_oracle
1	0	9	0.06629111111111109	0.46491875	0.5607452777777778	0.1111111111111111	0.03733124999999998	0.06996977829597525	-0.00367866718486415
1	0.001	9	0.04389236111111112	0.4773625	0.5466423611111111	0	0.05475250000000003	0.06996977829597525	-0.026077417184864123
1	0.01	9	-0.15105972222222225	0.40614375	0.5389638888888889	0	0.09623166666666669	0.06996977829597525	-0.22102950051819745
5	0	9	-0.09910311111111113	0.08354399999999998	0.25118066666666666	0	0.02295591666666668	-0.09501288848946116	-0.004090222621649965
5	0.001	9	-0.11961336111111112	0.09204375000000002	0.25946258333333333	0	0.027791666666666666	-0.09501288848946116	-0.024600472621649973
5	0.01	9	-0.2753581666666667	0.2496225	0.3355003888888889	0	0.042910611111111115	-0.09501288848946116	-0.1803452781772055
20	0	9	0.027849972222222227	0.02926249999999996	0.06225391666666665	0.1111111111111111	0.025582277777777784	0.031862136420661456	-0.00401216419843923
20	0.001	9	0.0042131944444444465	0.04902249999999995	0.06129430555555556	0.1111111111111111	0.02847255555555557	0.031862136420661456	-0.02764894197621701
20	0.01	9	-0.17469669444444444	0.19647124999999993	0.17469669444444444	0	0.029167055555555557	0.031862136420661456	-0.20655883086510587
