seed	coverage	substitution_rate	read_length	family_id	truth_copies	estimate	signed_relative_error	absolute_relative_error	interval_low	interval_high	interval_contains_truth	interval_relative_width	sampling_oracle_copy_estimate	oracle_relative_error	estimator_minus_sampling_oracle	interval_kind
5203	1	0.001	5000	f1	20	0.0	-1.0	1.0	0.0	0.0	False	0.0	0.0	-1.0	0.0	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	1	0.001	5000	f2	80	41.811	-0.4773625	0.4773625	39.82	43.802	False	0.04977499999999999	42.99861403508772	-0.4625173245614035	-0.014845175438596491	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	1	0.001	5000	f3	200	205.073	0.025365000000000037	0.025365000000000037	202.0865	208.0595	False	0.029865000000000065	210.88993586698336	0.054449679334916824	-0.029084679334916784	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	1	0.01	5000	f1	20	0.0	-1.0	1.0	0.0	0.0	False	0.0	0.0	-1.0	0.0	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	1	0.01	5000	f2	80	32.8515	-0.58935625	0.58935625	29.865	35.838	False	0.07466250000000003	42.99861403508772	-0.4625173245614035	-0.12683892543859648	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	1	0.01	5000	f3	200	169.235	-0.15382499999999993	0.15382499999999993	163.262	175.208	False	0.05972999999999999	210.88993586698336	0.054449679334916824	-0.20827467933491675	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	5	0	5000	f1	20	8.004	-0.5998	0.5998	7.6038	8.004	False	0.020009999999999993	8.004020100502514	-0.5997989949748743	-1.0050251256998878e-06	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	5	0	5000	f2	80	74.4374	-0.06953250000000004	0.06953250000000004	73.637	75.0377	False	0.017508750000000007	74.85982132886656	-0.06425223338916801	-0.0052802666108320295	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	5	0	5000	f3	200	216.7088	0.08354399999999998	0.08354399999999998	215.7083	217.9094	False	0.011005499999999984	217.71980329199445	0.08859901645997226	-0.005055016459972279	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	5	0.001	5000	f1	20	7.6038	-0.61981	0.61981	7.4037	8.004	False	0.030014999999999993	8.004020100502514	-0.5997989949748743	-0.020011005025125695	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	5	0.001	5000	f2	80	72.6365	-0.09204375000000002	0.09204375000000002	71.8361	73.637	False	0.022511249999999983	74.85982132886656	-0.06425223338916801	-0.027791516610832012	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	5	0.001	5000	f3	200	211.7063	0.05853149999999999	0.05853149999999999	210.3056	213.7073	False	0.017008500000000027	217.71980329199445	0.08859901645997226	-0.030067516459972268	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	5	0.01	5000	f1	20	6.4032	-0.67984	0.67984	5.8029	6.8034	False	0.050024999999999986	8.004020100502514	-0.5997989949748743	-0.08004100502512568	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	5	0.01	5000	f2	80	60.0302	-0.2496225	0.2496225	57.829	62.0312	False	0.05252749999999997	74.85982132886656	-0.06425223338916801	-0.18537026661083197	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	5	0.01	5000	f3	200	175.288	-0.12355999999999995	0.12355999999999995	171.8863	177.8893	False	0.03001499999999993	217.71980329199445	0.08859901645997226	-0.2121590164599722	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	20	0	5000	f1	20	20.0601	0.0030049999999999244	0.0030049999999999244	18.9595	20.0601	True	0.05503	20.099439410165584	0.0049719705082791775	-0.001966970508279253	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	20	0	5000	f2	80	79.3899	-0.007626250000000034	0.007626250000000034	78.3393	79.69	False	0.01688375000000004	79.73595462693585	-0.0033005671633018706	-0.004325682836698164	diagnostic_kmer_10_90_spread_not_sampling_CI
5203	20	0	5000	f3	200	204.1525	0.020762500000000017	0.020762500000000017	203.6523	204.9529	False	0.006503000000000014	205.06724889292067	0.025336244464603367	-0.004573744464603351	diagnostic_kmer_10_90_spread_not_sampling_CI
