seed	condition_id	family_id	estimated_copy_number	log_sampling_variance	sampling_interval_low	sampling_interval_high	minimum_effective_reads	positive_reads_by_k	fit_status	interval_status	warning	coverage	error_model	unit_substitution_rate	array_scope	period	truth_copies	truth_covered	relative_interval_width	signed_relative_error
6301	condition_001	f050	165.41583052489568	NA	NA	NA	4.7682738307423715	11,5,5,5	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	error_free	0.02	factorial	421	200.0	NA	NA	-0.1729208473755216
6301	condition_001	f051	41.613019475853534	NA	NA	NA	1.5278065854876057	5,2,2,2	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	error_free	0.0	factorial	421	200.0	NA	NA	-0.7919349026207323
6301	condition_001	f052	235.60493179448946	NA	NA	NA	7.969138261579922	13,9,9,9	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	error_free	0.02	factorial	421	200.0	NA	NA	0.1780246589724473
6301	condition_001	f053	230.63559104973874	NA	NA	NA	6.663002812675012	7,7,7,7	positive_slope_inconsistent_with_loss	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	error_free	0.0	factorial	421	200.0	NA	NA	0.15317795524869368
6301	condition_001	f054	272.3853505265514	NA	NA	NA	9.886801614680714	18,11,11,11	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	error_free	0.02	factorial	421	200.0	NA	NA	0.36192675263275703
6301	condition_001	megabase_171	4835.230834759201	0.015668578060877278	3783.282292927285	6179.675587283888	58.55088806118609	61,60,60,60	experimental_log_linear_extrapolation	approximate_95pct_joint_read_log_normal	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	error_free	0.01	megabase	171	6000.0	True	0.39939888239276705	-0.1941281942067999
6301	condition_002	f001	60.64717562202126	NA	NA	NA	2.998110659921281	10,3,3,3	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.0	factorial	61	20.0	NA	NA	2.032358781101063
6301	condition_002	f002	NA	NA	NA	NA	0.0	4,0,0,0	zero_support_at_one_or_more_k_not_absence	no_finite_extrapolation	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.02	factorial	61	20.0	NA	NA	NA
6301	condition_002	f003	108.13090372323572	NA	NA	NA	5.580036320100774	6,6,6,6	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.0	factorial	61	20.0	NA	NA	4.406545186161786
6301	condition_002	f004	NA	NA	NA	NA	0.0	0,0,0,0	zero_support_at_one_or_more_k_not_absence	no_finite_extrapolation	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.02	factorial	61	20.0	NA	NA	NA
