seed	coverage	substitution_rate	read_length	family_id	truth_copies	estimate	signed_relative_error	absolute_relative_error	interval_low	interval_high	interval_contains_truth	interval_relative_width	sampling_oracle_copy_estimate	oracle_relative_error	estimator_minus_sampling_oracle	interval_kind
5102	20	0.01	5000	f3	200	163.182	-0.18409000000000006	0.18409000000000006	161.7312	164.4826	False	0.013756999999999948	201.57844197233197	0.007892209861659864	-0.19198220986165992	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	1	0	5000	f1	20	0.0	-1.0	1.0	0.0	0.0	False	0.0	0.0	-1.0	0.0	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	1	0	5000	f2	80	189.145	1.3643125	1.3643125	188.1495	190.1405	False	0.024887500000000173	190.08228362573098	1.3760285453216372	-0.011716045321637125	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	1	0	5000	f3	200	213.037	0.06518500000000003	0.06518500000000003	212.0415	215.028	False	0.01493249999999989	214.10107363420428	0.07050536817102142	-0.005320368171021386	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	1	0.001	5000	f1	20	0.0	-1.0	1.0	0.0	0.0	False	0.0	0.0	-1.0	0.0	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	1	0.001	5000	f2	80	186.1585	1.32698125	1.32698125	183.172	187.154	False	0.04977499999999999	190.08228362573098	1.3760285453216372	-0.04904729532163721	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	1	0.001	5000	f3	200	209.055	0.04527500000000004	0.04527500000000004	206.0685	213.037	False	0.034842500000000026	214.10107363420428	0.07050536817102142	-0.02523036817102138	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	1	0.01	5000	f1	20	0.0	-1.0	1.0	0.0	0.0	False	0.0	0.0	-1.0	0.0	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	1	0.01	5000	f2	80	154.3025	0.9287812500000001	0.9287812500000001	147.334	159.28	False	0.14932499999999999	190.08228362573098	1.3760285453216372	-0.44724729532163715	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	1	0.01	5000	f3	200	172.2215	-0.13889250000000003	0.13889250000000003	164.2575	181.181	False	0.0846175000000001	214.10107363420428	0.07050536817102142	-0.20939786817102146	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	5	0	5000	f1	20	14.8074	-0.25963	0.25963	14.2071	15.0075	False	0.040019999999999986	14.948491638520471	-0.25257541807397643	-0.007054581926023573	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	5	0	5000	f2	80	83.0417	0.038021250000000076	0.038021250000000076	82.2413	83.4419	False	0.015007500000000108	83.47350436392489	0.04341880454906111	-0.005397554549061034	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	5	0	5000	f3	200	163.0819	-0.18459050000000005	0.18459050000000005	162.0814	163.8823	False	0.009004499999999922	163.82337459267836	-0.1808831270366082	-0.0037073729633918615	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	5	0.001	5000	f1	20	14.4072	-0.27964	0.27964	13.8069	14.6073	False	0.040019999999999986	14.948491638520471	-0.25257541807397643	-0.027064581926023568	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	5	0.001	5000	f2	80	81.2408	0.015509999999999913	0.015509999999999913	80.2403	81.8411	False	0.020009999999999906	83.47350436392489	0.04341880454906111	-0.027908804549061195	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	5	0.001	5000	f3	200	159.8803	-0.20059849999999999	0.20059849999999999	158.4796	161.0809	False	0.013006500000000046	163.82337459267836	-0.1808831270366082	-0.019715372963391785	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	5	0.01	5000	f1	20	11.8059	-0.40970500000000004	0.40970500000000004	11.2056	13.2066	False	0.10004999999999997	14.948491638520471	-0.25257541807397643	-0.15712958192602358	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	5	0.01	5000	f2	80	68.4344	-0.14457000000000003	0.14457000000000003	66.4334	69.8351	False	0.042521249999999886	83.47350436392489	0.04341880454906111	-0.18798880454906114	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	5	0.01	5000	f3	200	131.2659	-0.34367050000000005	0.34367050000000005	128.4645	136.2684	False	0.03901950000000014	163.82337459267836	-0.1808831270366082	-0.16278737296339188	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	20	0	5000	f1	20	20.1101	0.00550499999999996	0.00550499999999996	19.2597	20.3102	True	0.052524999999999974	20.288058736304475	0.014402936815223732	-0.008897936815223773	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	20	0	5000	f2	80	76.8886	-0.03889250000000004	0.03889250000000004	75.9381	77.0887	False	0.014382499999999965	77.2379163360663	-0.03452604579917118	-0.004366454200828862	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	20	0	5000	f3	200	199.5002	-0.002498999999999967	0.002498999999999967	199.1	199.9004	False	0.004001999999999981	200.31129722245433	0.0015564861122716422	-0.004055486112271609	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	20	0.001	5000	f1	20	19.6098	-0.019510000000000007	0.019510000000000007	18.8595	19.7099	False	0.04252000000000002	20.288058736304475	0.014402936815223732	-0.03391293681522374	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	20	0.001	5000	f2	80	75.3378	-0.05827749999999998	0.05827749999999998	74.1873	75.588	False	0.017508750000000007	77.2379163360663	-0.03452604579917118	-0.023751454200828803	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	20	0.001	5000	f3	200	195.198	-0.024009999999999962	0.024009999999999962	194.6478	196.0985	False	0.007253500000000059	200.31129722245433	0.0015564861122716422	-0.025566486112271605	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	20	0.01	5000	f1	20	16.5583	-0.17208500000000004	0.17208500000000004	15.8079	16.6584	False	0.042525000000000014	20.288058736304475	0.014402936815223732	-0.18648793681522377	diagnostic_kmer_10_90_spread_not_sampling_CI
5103	20	0.01	5000	f2	80	62.1812	-0.22273500000000004	0.22273500000000004	61.2808	63.2318	False	0.024387500000000006	77.2379163360663	-0.03452604579917118	-0.18820895420082887	diagnostic_kmer_10_90_spread_not_sampling_CI
