family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	10260	9717.0	0.05292397660818714	0
truth_f2	4104	3928.0	0.042884990253411304	0
truth_f3	6156	5945.0	0.034275503573749186	0
