family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	41040	32661.0	0.20416666666666666	0
truth_f2	47196	37449.0	0.20652173913043478	0
truth_f3	55404	45657.0	0.17592592592592593	0
