material	tool	prediction_unit	source_rows	nonempty_consensus_rows	distinct_canonical_consensus_count	length_compatible_consensus_count	selected_query_count	recovered_query_count	selected_query_recall	homologous_consensus_fraction	threshold	warning
Morex	tandemx	family_catalog	4380	4380	4380	182	1	0	0.0	0.0	0.9	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
Morex	tandemx_candidates	family_catalog	7094	7094	6136	227	1	1	1.0	0.013215859030837005	0.9	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
Morex	tidehunter	array_consensus	12740	12740	10853	549	1	1	1.0	0.0018214936247723133	0.9	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
Morex	trf	array_consensus	9217	9217	8039	463	1	1	1.0	0.0021598272138228943	0.9	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
