seed	unit_substitution_rate	array_fragments	fragment_gap_bp	coverage	substitution_rate	read_length	family_id	truth_copies	estimate	signed_relative_error	absolute_relative_error	interval_low	interval_high	interval_contains_truth	interval_relative_width	sampling_oracle_copy_estimate	oracle_relative_error	estimator_minus_sampling_oracle	interval_kind
5401	0.03	3	500	5	0.001	5000	f3	200	102.6508	-0.48674599999999996	0.48674599999999996	93.6463	110.0545	False	0.08204100000000004	197.18592954069754	-0.014070352296512283	-0.4726756477034877	diagnostic_kmer_10_90_spread_not_sampling_CI
5401	0.03	3	500	5	0.01	5000	f1	20	3.4017	-0.8299150000000001	0.8299150000000001	1.8009	5.2026	False	0.17008500000000001	7.8694676188930375	-0.6065266190553482	-0.22338838094465188	diagnostic_kmer_10_90_spread_not_sampling_CI
5401	0.03	3	500	5	0.01	5000	f2	80	32.0158	-0.5998025	0.5998025	29.0144	36.2179	False	0.09004375000000002	79.5551537258989	-0.005560578426263696	-0.5942419215737363	diagnostic_kmer_10_90_spread_not_sampling_CI
5401	0.03	3	500	5	0.01	5000	f3	200	85.2422	-0.573789	0.573789	75.6374	91.4452	False	0.079039	197.18592954069754	-0.014070352296512283	-0.5597186477034878	diagnostic_kmer_10_90_spread_not_sampling_CI
5401	0.03	3	500	20	0	5000	f1	20	10.2551	-0.487245	0.487245	7.4037	13.8068	False	0.3201550000000001	18.397627820159066	-0.0801186089920467	-0.4071263910079533	diagnostic_kmer_10_90_spread_not_sampling_CI
5401	0.03	3	500	20	0	5000	f2	80	37.4185	-0.53226875	0.53226875	32.9663	41.5205	False	0.10692750000000002	75.22611111111111	-0.059673611111111136	-0.4725951388888888	diagnostic_kmer_10_90_spread_not_sampling_CI
5401	0.03	3	500	20	0	5000	f3	200	109.6042	-0.45197899999999996	0.45197899999999996	99.3992	117.4081	False	0.09004450000000006	207.13039880294443	0.03565199401472213	-0.4876309940147221	diagnostic_kmer_10_90_spread_not_sampling_CI
5401	0.03	3	500	20	0.001	5000	f1	20	10.155	-0.49225	0.49225	7.3036	13.5067	False	0.310155	18.397627820159066	-0.0801186089920467	-0.4121313910079533	diagnostic_kmer_10_90_spread_not_sampling_CI
5401	0.03	3	500	20	0.001	5000	f2	80	36.5181	-0.5435237500000001	0.5435237500000001	32.366	40.6701	False	0.10380124999999998	75.22611111111111	-0.059673611111111136	-0.4838501388888889	diagnostic_kmer_10_90_spread_not_sampling_CI
5401	0.03	3	500	20	0.001	5000	f3	200	107.203	-0.463985	0.463985	97.3982	115.0069	False	0.0880435	207.13039880294443	0.03565199401472213	-0.4996369940147221	diagnostic_kmer_10_90_spread_not_sampling_CI
5401	0.03	3	500	20	0.01	5000	f1	20	8.7043	-0.564785	0.564785	5.9529	11.4056	False	0.272635	18.397627820159066	-0.0801186089920467	-0.4846663910079533	diagnostic_kmer_10_90_spread_not_sampling_CI
