family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	4104	4104.0	0.0	0.0
truth_f2	10260	10089.0	0.016666666666666666	0
truth_f3	6156	6156.0	0.0	0.0
