dataset_id	scenario	seed	read_id	read_length	truth_array_count	screen_status	candidate_period_count	best_period	periodicity_score	repeat_start	repeat_end	repeat_span	repeat_span_fraction	unit_span_residual_fraction	shifted_identity	valid_pair_fraction	composition_adjusted_identity	maximum_truth_iou	minimum_truth_period_error_bp
clean_729_s1201	clean_729	1201	r0000049	5000	1	accepted	1	729	1.0	312	4687	4375	0.875	0.0013717421124828531	1.0	1.0	1.0	0.9997714285714285	0
clean_729_s1201	clean_729	1201	r0000050	5000	1	accepted	1	729	0.999739921976593	311	4687	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
clean_729_s1201	clean_729	1201	r0000051	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000052	5000	1	accepted	1	729	1.0	311	4687	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
clean_729_s1201	clean_729	1201	r0000053	5000	1	accepted	1	729	1.0	312	4687	4375	0.875	0.0013717421124828531	1.0	1.0	1.0	0.9997714285714285	0
clean_729_s1201	clean_729	1201	r0000054	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000055	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000056	5000	1	accepted	1	729	1.0	312	4688	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
clean_729_s1201	clean_729	1201	r0000057	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000058	5000	1	accepted	1	729	0.9997808219178081	312	4691	4379	0.8758	0.006858710562414266	0.9997260273972602	1.0	0.9996343442777643	0.9988581868006394	0
clean_729_s1201	clean_729	1201	r0000059	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000060	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000061	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000062	5000	1	accepted	1	729	1.0	312	4687	4375	0.875	0.0013717421124828531	1.0	1.0	1.0	0.9997714285714285	0
clean_729_s1201	clean_729	1201	r0000063	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000064	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000065	5000	0	rejected_score	1	50	0.41600000000000004	2566	2666	100	0.02	0.0	0.52	1.0	0.35811714362128916	0.0	NA
clean_729_s1201	clean_729	1201	r0000066	5000	1	accepted	1	729	1.0	313	4689	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
clean_729_s1201	clean_729	1201	r0000067	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000068	5000	1	accepted	1	729	1.0	311	4687	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
clean_729_s1201	clean_729	1201	r0000069	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000070	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000071	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000072	5000	1	accepted	1	729	0.999739921976593	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000073	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000074	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000075	5000	1	accepted	1	729	0.999739921976593	312	4687	4375	0.875	0.0013717421124828531	1.0	1.0	1.0	0.9997714285714285	0
clean_729_s1201	clean_729	1201	r0000076	5000	1	accepted	1	729	1.0	312	4688	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
clean_729_s1201	clean_729	1201	r0000077	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000078	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000079	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000080	5000	1	accepted	1	729	1.0	313	4689	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
clean_729_s1201	clean_729	1201	r0000081	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000082	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000083	5000	1	accepted	1	729	1.0	312	4688	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
clean_729_s1201	clean_729	1201	r0000084	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000085	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000086	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000087	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000088	5000	1	accepted	1	729	1.0	313	4689	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
clean_729_s1201	clean_729	1201	r0000089	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000090	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000091	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000092	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000093	5000	1	accepted	1	729	1.0	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000094	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000095	5000	1	accepted	2	729	1.0	313	4688	4375	0.875	0.0013717421124828531	1.0	1.0	1.0	0.9997714285714285	0
clean_729_s1201	clean_729	1201	r0000096	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000097	5000	0	no_spacing_peak	0	0	0.0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	NA
clean_729_s1201	clean_729	1201	r0000098	5000	1	accepted	1	729	0.999739921976593	313	4687	4374	0.8748	0.0	1.0	1.0	1.0	1.0	0
clean_729_s1201	clean_729	1201	r0000099	5000	1	accepted	1	729	1.0	312	4688	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
clean_729_s1201	clean_729	1201	r0000100	5000	1	accepted	2	729	0.9994845360824742	313	4689	4376	0.8752	0.0027434842249657062	1.0	1.0	1.0	0.9995429616087751	0
dispersed_control_s1201	dispersed_control	1201	r0000001	5000	0	rejected_score	5	602	0.39468438538205985	3144	4348	1204	0.2408	0.0	0.49335548172757476	1.0	0.3231628983712191	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000002	5000	0	rejected_score	5	533	0.4239700374531835	269	1336	1067	0.2134	0.001876172607879925	0.5299625468164794	1.0	0.37313307838763676	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000003	5000	0	rejected_score	5	517	0.39922630560928435	3297	4331	1034	0.2068	0.0	0.4990328820116054	1.0	0.331834693918285	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000004	5000	0	rejected_score	5	548	0.39854014598540144	849	1945	1096	0.2192	0.0	0.4981751824817518	1.0	0.33017607879653926	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000005	5000	0	rejected_score	5	533	0.4172607879924954	1831	2897	1066	0.2132	0.0	0.5215759849906192	1.0	0.36173509999084275	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000006	5000	0	rejected_score	5	544	0.41323529411764715	1293	2381	1088	0.2176	0.0	0.5165441176470589	1.0	0.3549954804781452	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000007	5000	0	rejected_score	5	541	0.4014760147601476	3040	4123	1083	0.2166	0.0018484288354898336	0.5018450184501845	1.0	0.33576107728417875	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000008	5000	0	rejected_score	5	58	0.4275862068965517	4338	4454	116	0.0232	0.0	0.5344827586206896	1.0	0.3632852205732872	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000009	5000	0	rejected_score	5	538	0.3985130111524164	3626	4702	1076	0.2152	0.0	0.49814126394052044	1.0	0.33059136625998	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000010	5000	0	rejected_score	5	531	0.41280602636534836	595	1657	1062	0.2124	0.0	0.5160075329566854	1.0	0.3543003820721796	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000011	5000	0	rejected_score	5	525	0.40990476190476194	1509	2559	1050	0.21	0.0	0.5123809523809524	1.0	0.34972723863897526	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000012	5000	0	rejected_score	5	50	0.4	3690	3790	100	0.02	0.0	0.5	1.0	0.33208656158161903	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000013	5000	0	rejected_score	5	51	0.40784313725490196	1884	1986	102	0.0204	0.0	0.5098039215686274	1.0	0.3414256198347107	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000014	5000	0	rejected_score	5	39	0.4065573770491804	4632	4732	100	0.02	0.4358974358974359	0.5081967213114754	1.0	0.33558054757021805	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000015	5000	0	rejected_score	5	518	0.41926782273603086	2487	3524	1037	0.2074	0.0019305019305019305	0.5240847784200385	1.0	0.36514194071101597	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000016	5000	0	rejected_score	5	37	0.41250000000000003	1804	1905	101	0.0202	0.2702702702702703	0.515625	1.0	0.347449897649234	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000017	5000	0	rejected_score	5	530	0.4075471698113208	1941	3001	1060	0.212	0.0	0.5094339622641509	1.0	0.34482192992257205	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000018	5000	0	rejected_score	5	546	0.4234432234432235	2524	3616	1092	0.2184	0.0	0.5293040293040293	1.0	0.37201356023226934	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000019	5000	0	rejected_score	4	576	0.40555555555555556	1253	2405	1152	0.2304	0.0	0.5069444444444444	1.0	0.3423772012518567	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000020	5000	0	rejected_score	5	547	0.4109689213893967	1823	2917	1094	0.2188	0.0	0.5137111517367459	1.0	0.3512426542059408	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000021	5000	0	rejected_score	5	541	0.4036968576709796	247	1329	1082	0.2164	0.0	0.5046210720887245	1.0	0.3383516290446603	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000022	5000	0	rejected_score	5	542	0.3911439114391144	3290	4374	1084	0.2168	0.0	0.488929889298893	1.0	0.3176719749854567	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000023	5000	0	rejected_score	5	542	0.4309963099630997	1815	2899	1084	0.2168	0.0	0.5387453874538746	1.0	0.3841370988084985	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000024	5000	0	rejected_score	5	561	0.39786096256684494	261	1383	1122	0.2244	0.0	0.49732620320855614	1.0	0.3293811690747739	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000025	5000	0	rejected_score	5	522	0.4122605363984675	134	1178	1044	0.2088	0.0	0.5153256704980843	1.0	0.3537153804934266	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000026	5000	0	rejected_score	5	529	0.4158790170132325	3064	4122	1058	0.2116	0.0	0.5198487712665406	1.0	0.3585108338366128	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000027	5000	0	rejected_score	5	540	0.40888888888888886	3741	4821	1080	0.216	0.0	0.5111111111111111	1.0	0.348087040623378	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000028	5000	0	rejected_score	5	552	0.39855072463768115	2464	3568	1104	0.2208	0.0	0.49818840579710144	1.0	0.3300339794020414	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000029	5000	0	rejected_score	5	569	0.41195079086115993	2637	3775	1138	0.2276	0.0	0.5149384885764499	1.0	0.35185597900106474	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000030	5000	0	rejected_score	5	519	0.41001926782273607	3736	4774	1038	0.2076	0.0	0.51252408477842	1.0	0.3493968740012932	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000031	5000	0	rejected_score	5	45	0.4218181818181818	521	621	100	0.02	0.2222222222222222	0.5272727272727272	1.0	0.3582306913830128	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000032	5000	0	rejected_score	5	562	0.4185053380782918	3145	4269	1124	0.2248	0.0	0.5231316725978647	1.0	0.3627214741318214	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000033	5000	0	rejected_score	5	532	0.40675422138836775	1886	2951	1065	0.213	0.0018796992481203006	0.5084427767354597	1.0	0.3445558889036481	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000034	5000	0	rejected_score	5	556	0.4115107913669065	1640	2752	1112	0.2224	0.0	0.5143884892086331	1.0	0.3522427924497365	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000035	5000	0	rejected_score	5	534	0.4119850187265918	2442	3510	1068	0.2136	0.0	0.5149812734082397	1.0	0.35312839820866904	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000036	5000	0	rejected_score	5	552	0.4057971014492754	2746	3850	1104	0.2208	0.0	0.5072463768115942	1.0	0.3426615064007145	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000037	5000	0	rejected_score	5	564	0.4113475177304965	1359	2487	1128	0.2256	0.0	0.5141843971631206	1.0	0.35167926297440677	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000038	5000	0	rejected_score	5	611	0.4019639934533552	582	1804	1222	0.2444	0.0	0.502454991816694	1.0	0.3359491050664341	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000039	5000	0	rejected_score	5	528	0.41515151515151516	3047	4103	1056	0.2112	0.0	0.5189393939393939	1.0	0.35822520403597635	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000040	5000	0	rejected_score	5	518	0.42316602316602325	943	1979	1036	0.2072	0.0	0.528957528957529	1.0	0.3709102221116158	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000041	5000	0	rejected_score	5	531	0.4188323917137477	2805	3867	1062	0.2124	0.0	0.5235404896421846	1.0	0.36435018157300186	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000042	5000	0	rejected_score	5	48	0.41538461538461546	1980	2080	100	0.02	0.08333333333333333	0.5192307692307693	1.0	0.3317080473043776	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000043	5000	0	rejected_score	5	523	0.40688336520076485	2412	3458	1046	0.2092	0.0	0.5086042065009561	1.0	0.34468182615987675	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000044	5000	0	rejected_score	5	530	0.40905660377358494	2656	3716	1060	0.212	0.0	0.5113207547169811	1.0	0.347951035763653	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000045	5000	0	rejected_score	4	541	0.40221811460258783	3054	4136	1082	0.2164	0.0	0.5027726432532348	1.0	0.3364732487866264	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000046	5000	0	rejected_score	5	66	0.4298507462686567	520	653	133	0.0266	0.015151515151515152	0.5373134328358209	1.0	0.38211817253758384	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000047	5000	0	rejected_score	5	551	0.4254083484573503	639	1741	1102	0.2204	0.0	0.5317604355716878	1.0	0.3754851633905096	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000048	5000	0	rejected_score	5	582	0.39794168096054894	4	1169	1165	0.233	0.001718213058419244	0.4974271012006861	1.0	0.3297521813392106	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000049	5000	0	rejected_score	5	526	0.38783269961977185	78	1130	1052	0.2104	0.0	0.4847908745247148	1.0	0.3128773435974809	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000050	5000	0	rejected_score	5	549	0.4167577413479053	2837	3935	1098	0.2196	0.0	0.5209471766848816	1.0	0.3608833352145593	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000051	5000	0	rejected_score	5	543	0.4088235294117647	1415	2502	1087	0.2174	0.001841620626151013	0.5110294117647058	1.0	0.3476750244776474	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000052	5000	0	rejected_score	5	544	0.42647058823529416	71	1159	1088	0.2176	0.0	0.5330882352941176	1.0	0.3768304837844054	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000053	5000	0	rejected_score	5	521	0.4268714011516315	1278	2320	1042	0.2084	0.0	0.5335892514395394	1.0	0.3776520439664157	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000054	5000	0	rejected_score	5	594	0.3966386554621849	1708	2897	1189	0.2378	0.0016835016835016834	0.4957983193277311	1.0	0.32721029929900736	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000055	5000	0	rejected_score	5	571	0.3992994746059545	839	1981	1142	0.2284	0.0	0.4991243432574431	1.0	0.33190282059201953	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000056	5000	0	rejected_score	5	523	0.39847328244274816	277	1324	1047	0.2094	0.0019120458891013384	0.49809160305343514	1.0	0.3307328389316023	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000057	5000	0	rejected_score	5	38	0.39365079365079364	512	613	101	0.0202	0.34210526315789475	0.49206349206349204	1.0	0.3106093244464718	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000058	5000	0	rejected_score	5	558	0.40716845878136204	3594	4710	1116	0.2232	0.0	0.5089605734767025	1.0	0.34515317321797606	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000059	5000	0	rejected_score	4	536	0.3940298507462687	3628	4700	1072	0.2144	0.0	0.4925373134328358	1.0	0.32316320182728103	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000060	5000	0	rejected_score	5	517	0.425531914893617	2870	3904	1034	0.2068	0.0	0.5319148936170213	1.0	0.37532328769859097	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000061	5000	0	rejected_score	5	532	0.40075046904315204	3766	4831	1065	0.213	0.0018796992481203006	0.50093808630394	1.0	0.3343315555527824	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000062	5000	0	rejected_score	5	572	0.3958041958041958	3214	4358	1144	0.2288	0.0	0.49475524475524474	1.0	0.3259227845830139	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000063	5000	0	rejected_score	5	546	0.41243144424131634	1002	2095	1093	0.2186	0.0018315018315018315	0.5155393053016454	1.0	0.35361757138758937	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000064	5000	0	rejected_score	5	594	0.39260504201680674	1290	2479	1189	0.2378	0.0016835016835016834	0.4907563025210084	1.0	0.32086444688944127	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000065	5000	0	rejected_score	5	523	0.4267686424474188	2379	3425	1046	0.2092	0.0	0.5334608030592735	1.0	0.3777392016696086	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000066	5000	0	rejected_score	5	515	0.42252427184466024	576	1606	1030	0.206	0.0	0.5281553398058253	1.0	0.370382389120739	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000067	5000	0	rejected_score	5	530	0.4060377358490566	2728	3788	1060	0.212	0.0	0.5075471698113208	1.0	0.34325126941510764	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000068	5000	0	rejected_score	5	548	0.42773722627737226	2512	3608	1096	0.2192	0.0	0.5346715328467153	1.0	0.37887950289025046	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000069	5000	0	rejected_score	5	537	0.42309124767225326	1954	3028	1074	0.2148	0.0	0.5288640595903166	1.0	0.37136749467313523	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000070	5000	0	rejected_score	5	521	0.41765834932821494	2846	3888	1042	0.2084	0.0	0.5220729366602687	1.0	0.3620047359452341	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000071	5000	0	rejected_score	5	521	0.4268714011516315	1900	2942	1042	0.2084	0.0	0.5335892514395394	1.0	0.37763215785942	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000072	5000	0	rejected_score	4	564	0.4823848238482385	297	1599	1302	0.2604	0.30851063829787234	0.6029810298102981	1.0	0.47045686226044614	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000073	5000	0	rejected_score	5	559	0.42218246869409665	1811	2929	1118	0.2236	0.0	0.5277280858676208	1.0	0.3697736837722361	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000074	5000	0	rejected_score	5	522	0.4137931034482759	2112	3156	1044	0.2088	0.0	0.5172413793103449	1.0	0.35622575948515295	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000075	5000	0	rejected_score	5	525	0.41447619047619044	3856	4906	1050	0.21	0.0	0.518095238095238	1.0	0.3568964473763844	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000076	5000	0	rejected_score	4	583	0.3869639794168096	2365	3531	1166	0.2332	0.0	0.483704974271012	1.0	0.3108963534835502	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000077	5000	0	rejected_score	5	47	0.4075471698113208	2490	2590	100	0.02	0.1276595744680851	0.5094339622641509	1.0	0.3292780452066597	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000078	5000	0	rejected_score	5	554	0.4072202166064982	2644	3752	1108	0.2216	0.0	0.5090252707581228	1.0	0.3452688977960266	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000079	5000	0	rejected_score	5	516	0.4248062015503877	187	1219	1032	0.2064	0.0	0.5310077519379846	1.0	0.37392926170761615	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000080	5000	0	rejected_score	5	539	0.39777365491651206	3502	4580	1078	0.2156	0.0	0.4972170686456401	1.0	0.32936036968763416	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000081	5000	0	rejected_score	5	38	0.4129032258064516	4771	4871	100	0.02	0.3684210526315789	0.5161290322580645	1.0	0.3395154685477266	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000082	5000	0	rejected_score	5	650	0.43751522533495735	2012	3483	1471	0.2942	0.2630769230769231	0.5468940316686967	1.0	0.39549264403804935	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000083	5000	0	rejected_score	5	565	0.3992920353982301	3711	4841	1130	0.226	0.0	0.49911504424778763	1.0	0.3309790647221636	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000084	5000	0	rejected_score	5	41	0.39322033898305087	2103	2203	100	0.02	0.43902439024390244	0.4915254237288136	1.0	0.32076599482876517	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000085	5000	0	rejected_score	5	617	0.40194489465153976	299	1533	1234	0.2468	0.0	0.5024311183144247	1.0	0.33630692200286266	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000086	5000	0	rejected_score	5	518	0.41544401544401544	1562	2598	1036	0.2072	0.0	0.5193050193050193	1.0	0.3588089083316763	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000087	5000	0	rejected_score	4	545	0.4271559633027523	2519	3609	1090	0.218	0.0	0.5339449541284403	1.0	0.3783805022620878	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000088	5000	0	rejected_score	5	571	0.4063047285464098	502	1644	1142	0.2284	0.0	0.5078809106830122	1.0	0.34321607217414796	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000089	5000	0	rejected_score	5	545	0.41541284403669726	1407	2497	1090	0.218	0.0	0.5192660550458715	1.0	0.3586161668792784	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000090	5000	0	rejected_score	5	517	0.4085106382978723	87	1121	1034	0.2068	0.0	0.5106382978723404	1.0	0.3472759709070948	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000091	5000	0	rejected_score	5	60	0.4065573770491804	4359	4480	121	0.0242	0.016666666666666666	0.5081967213114754	1.0	0.3331643079015847	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000092	5000	0	rejected_score	5	523	0.4267686424474188	2933	3979	1046	0.2092	0.0	0.5334608030592735	1.0	0.37768609751756194	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000093	5000	0	rejected_score	5	523	0.43747609942638627	3365	4411	1046	0.2092	0.0	0.5468451242829828	1.0	0.39544797212108507	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000094	5000	0	rejected_score	5	515	0.4325581395348837	3113	4144	1031	0.2062	0.001941747572815534	0.5406976744186046	1.0	0.38719815024648413	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000095	5000	0	rejected_score	5	599	0.4006677796327212	2321	3519	1198	0.2396	0.0	0.5008347245409015	1.0	0.3333209254540819	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000096	5000	0	rejected_score	5	613	0.46224489795918366	1467	2864	1397	0.2794	0.27895595432300163	0.5778061224489796	1.0	0.4366542565752348	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000097	5000	0	rejected_score	5	543	0.4855944055944056	1114	2372	1258	0.2516	0.31675874769797424	0.606993006993007	1.0	0.47574642069411827	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000098	5000	0	rejected_score	5	604	0.40397350993377484	724	1932	1208	0.2416	0.0	0.5049668874172185	1.0	0.3399353443943517	0.0	NA
dispersed_control_s1201	dispersed_control	1201	r0000099	5000	0	rejected_score	5	530	0.40905660377358494	3154	4214	1060	0.212	0.0	0.5113207547169811	1.0	0.3483395166784162	0.0	NA
