tool	exit_code	runtime_seconds	peak_rss_mib	cpu_user_seconds	cpu_system_seconds	timed_out	observed_in_scope_calls	observed_positive_reads	observed_union_bp	observed_union_base_fraction	normalization	warning
tidehunter	0	6.455658708000556	257.640625	5.926407	0.467273	False	1595	402	601516	0.04795980509143375	ok	descriptive_real_input_pilot_no_accuracy_truth_no_resource_ranking
tandemx	0	22.14313541701995	127.8125	18.904636	1.7825389999999999	False	795	390	449530	0.03584172521221749	ok	descriptive_real_input_pilot_no_accuracy_truth_no_resource_ranking
trf	0	27.316014582989737	171.0	26.598123	0.342302	False	1088	335	418135	0.03333855309236438	ok	descriptive_real_input_pilot_no_accuracy_truth_no_resource_ranking
