source_run	scenario	seed	tool	original_status	truth_array_count	predicted_array_count	matched_array_count	array_recall	array_precision	array_f1	read_detection_recall	read_detection_precision	negative_read_count	false_positive_read_count	negative_read_call_rate	matched_period_mae_bp	matched_boundary_mae_bp	warning	base_union_recall	base_union_precision	base_union_f1	predicted_union_bp	truth_union_bp	duplicated_prediction_bp	duplicate_bp_fraction	array_recall_ci_low	array_recall_ci_high	array_precision_ci_low	array_precision_ci_high	negative_read_call_rate_ci_low	negative_read_call_rate_ci_high	truth_family_count	recovered_family_count	sequence_family_recall	family_criterion	cyclic_monomer_recall	distinct_consensus_count	homologous_consensus_fraction	unmatched_distinct_consensus_count	mean_best_cyclic_edit_similarity
challenge_v1_development_20260906	clean_729	1101	tidehunter	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.5642857142857143	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9998954863152394	0.9998465030454449	0.9998709940804246	306195	306180	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	clean_729	1101	trf	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.45714285714285713	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	1.0	0.999791016313789	0.9998954972372082	306244	306180	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	substitution_1pct	1101	tandemx	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.3357142857142857	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9999791144527986	0.9996937660511829	0.9998364198927332	143681	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	substitution_1pct	1101	tidehunter	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.42142857142857143	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9998607630186578	0.9997285237959335	0.9997946390345946	143659	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	substitution_1pct	1101	trf	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.4357142857142857	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9999443052074631	0.9996311375578523	0.9997876968589576	143685	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	substitution_5pct	1101	tandemx	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	1.5785714285714285	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9986772486772487	0.9997839435186541	0.9992302896688156	143481	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	substitution_5pct	1101	tidehunter	ok	70	77	70	1.0	0.9090909090909091	0.9523809523809523	1.0	1.0	30	0	0.0	0.0	7.664285714285715	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9996031746031746	0.9909178117171271	0.9952415444705915	144899	143640	6496	0.04290762574721754	0.9479769375897331	1.0	0.8240388171888766	0.9552642893982226	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	10	0.5	5	1.0
challenge_v1_development_20260906	substitution_5pct	1101	trf	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.8857142857142857	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9993664717348928	0.9997701661768188	0.99956827819596	143582	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	4	1.0	0	1.0
challenge_v1_development_20260906	indel_01pct	1101	tandemx	ok	70	70	49	0.7	0.7	0.7	1.0	1.0	30	0	0.0	0.0	104.26530612244898	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.720820628489481	0.9997006970861413	0.8376587654720492	103574	143646	0	0.0	0.5845568276122731	0.79463394742362	0.5845568276122731	0.79463394742362	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	10	0.3	7	1.0
challenge_v1_development_20260906	indel_01pct	1101	tidehunter	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.7142857142857143	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9997981148100191	0.9995058738377596	0.99965197296526	143688	143646	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	indel_01pct	1101	trf	ok	70	86	70	1.0	0.813953488372093	0.8974358974358975	1.0	1.0	30	0	0.0	0.0	0.38571428571428573	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9999930384417248	0.9996242145039284	0.9998085924585429	143699	143646	32863	0.1861272527497423	0.9479769375897331	1.0	0.7189498897582024	0.8821089165972619	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	12	0.25	9	1.0
challenge_v1_development_20260906	indel_1pct	1101	tandemx	ok	70	70	2	0.02857142857142857	0.02857142857142857	0.02857142857142857	1.0	1.0	30	0	0.0	0.0	390.5	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.24360456210224346	1.0	0.3917717408344718	34986	143618	0	0.0	0.007870611945441225	0.09832256118423902	0.007870611945441225	0.09832256118423902	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	indel_1pct	1101	tidehunter	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.02857142857142857	1.65	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9997423721260567	0.9986506694487916	0.9991962225941481	143775	143618	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	5	1.0	0	1.0
challenge_v1_development_20260906	indel_1pct	1101	trf	ok	70	130	70	1.0	0.5384615384615384	0.7	1.0	1.0	30	0	0.0	0.2	0.4357142857142857	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9999373337603922	0.9996032464187768	0.9997702621795853	143666	143618	123108	0.4614692586234041	0.9479769375897331	1.0	0.4528937288666052	0.6218215356568999	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	22	0.13636363636363635	19	1.0
challenge_v1_development_20260906	indel_4pct	1101	tandemx	ok	70	28	0	0.0	0.0	0.0	0.4	1.0	30	0	0.0	NA	NA	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.07178276433635591	1.0	0.13395021216039715	10307	143586	0	0.0	0.0	0.05202306241026692	0.0	0.12064330476584563	0.0	0.11351339317396876	3	1	0.3333333333333333	equal_length_circular_ungapped_identity_ge_0.9	0.6666666666666666	10	0.4	6	0.9299832268008522
challenge_v1_development_20260906	indel_4pct	1101	tidehunter	ok	70	71	70	1.0	0.9859154929577465	0.9929078014184397	1.0	1.0	30	0	0.0	0.04285714285714286	3.2857142857142856	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9994707004861199	0.9996726039134282	0.9995716420041582	143557	143586	329	0.0022865323937005686	0.9479769375897331	1.0	0.92443949479751	0.9975093967294558	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	7	1.0	0	1.0
challenge_v1_development_20260906	indel_4pct	1101	trf	ok	70	126	70	1.0	0.5555555555555556	0.7142857142857143	1.0	1.0	30	0	0.0	1.0	0.7357142857142858	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.999589096430014	0.9997144210409005	0.9996517548075249	143568	143586	114880	0.44449947378196003	0.9479769375897331	1.0	0.4684260632059607	0.6393977407404616	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	38	0.10526315789473684	34	1.0
challenge_v1_development_20260906	divergent_units	1101	tandemx	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	4.985714285714286	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9953564466722361	0.9997832228469133	0.9975649237381561	143004	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	divergent_units	1101	tidehunter	ok	70	137	67	0.9571428571428572	0.48905109489051096	0.6473429951690821	1.0	1.0	30	0	0.0	0.0	203.6044776119403	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9867724867724867	0.9994993336201	0.9930951371689012	141811	143640	38103	0.21178451927031805	0.8814033125147246	0.9853184589958887	0.406793178139353	0.5719062756640947	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	77	0.7012987012987013	23	1.0
challenge_v1_development_20260906	divergent_units	1101	trf	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	2.7	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9975633528265108	0.9998046302627723	0.9986827340586427	143318	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	24	1.0	0	1.0
challenge_v1_development_20260906	related_families	1101	tandemx	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.4	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	1.0	0.9996102883865939	0.9998051062171117	143696	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	related_families	1101	tidehunter	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.8571428571428571	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9998329156223893	0.9993319973279893	0.9995823937192015	143712	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	related_families	1101	trf	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.34285714285714286	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	1.0	0.9996659428762318	0.9998329435349148	143688	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	short_arrays	1101	tandemx	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.38571428571428573	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	1.0	0.9984984984984985	0.9992486851990984	35964	35910	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	short_arrays	1101	tidehunter	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.40714285714285714	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9993873572820942	0.9990256938451688	0.9992064928375538	35923	35910	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	short_arrays	1101	trf	ok	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	0.3	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	1.0	0.9988317757009346	0.9994155464640561	35952	35910	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	two_arrays	1101	tandemx	ok	140	70	70	0.5	1.0	0.6666666666666666	1.0	1.0	30	0	0.0	0.0	0.5285714285714286	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.5	0.9992278314585638	0.666494985279481	95834	191520	0	0.0	0.4182898409476934	0.5817101590523066	0.9479769375897331	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
challenge_v1_development_20260906	two_arrays	1101	tidehunter	ok	140	140	140	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	1.025	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9997859231411863	0.9987169122440996	0.9992511317825412	191725	191520	0	0.0	0.9732937996305869	1.0	0.9732937996305869	1.0	0.0	0.11351339317396876	3	3	1.0	equal_length_circular_ungapped_identity_ge_0.9	1.0	3	1.0	0	1.0
