seed	condition_id	coverage	error_model	unit_substitution_rate	period	requested_gc	founder_gc	array_scope	family_id	method	truth_copies	sampling_oracle_copy_estimate	estimate	signed_relative_error	absolute_relative_error	estimator_minus_sampling_oracle	status	warning
6301	condition_001	1	error_free	0.0	61	0.3	0.2786885245901639	factorial	f001	native_median_k21	20.0	59.95714263444491	59.9571	1.997855	1.997855	-2.13172224547975e-06	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.3	0.2786885245901639	factorial	f001	mean_k21_exposure	20.0	59.95714263444491	59.05945960056368	1.9529729800281839	1.9529729800281839	-0.04488415169406146	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.3	0.2786885245901639	factorial	f001	multik_loglinear	20.0	59.95714263444491	60.252339171890284	2.0126169585945144	2.0126169585945144	0.01475982687226889	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.3	0.29508196721311475	factorial	f002	native_median_k21	20.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.3	0.29508196721311475	factorial	f002	mean_k21_exposure	20.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.3	0.29508196721311475	factorial	f002	multik_loglinear	20.0	0.0	NA	NA	NA	NA	zero_support_at_one_or_more_k_not_absence	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.5	0.5409836065573771	factorial	f003	native_median_k21	20.0	107.33311435543251	106.9236	4.3461799999999995	4.3461799999999995	-0.020475717771626024	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.5	0.5409836065573771	factorial	f003	mean_k21_exposure	20.0	107.33311435543251	105.7000272795644	4.285001363978219	4.285001363978219	-0.08165435379340594	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.5	0.5409836065573771	factorial	f003	multik_loglinear	20.0	107.33311435543251	107.62630206950892	4.381315103475446	4.381315103475446	0.014659385703820504	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.5	0.4918032786885246	factorial	f004	native_median_k21	20.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.5	0.4918032786885246	factorial	f004	mean_k21_exposure	20.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.5	0.4918032786885246	factorial	f004	multik_loglinear	20.0	0.0	NA	NA	NA	NA	zero_support_at_one_or_more_k_not_absence	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.7	0.7540983606557377	factorial	f005	native_median_k21	20.0	19.985714211481636	19.9857	-0.0007149999999999324	0.0007149999999999324	-7.105740817081596e-07	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.7	0.7540983606557377	factorial	f005	mean_k21_exposure	20.0	19.985714211481636	19.702891938965827	-0.01485540305170865	0.01485540305170865	-0.014141113625790425	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.7	0.7540983606557377	factorial	f005	multik_loglinear	20.0	19.985714211481636	20.020372200772446	0.0010186100386222919	0.0010186100386222919	0.001732899464540516	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.7	0.6721311475409836	factorial	f006	native_median_k21	20.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.7	0.6721311475409836	factorial	f006	mean_k21_exposure	20.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.7	0.6721311475409836	factorial	f006	multik_loglinear	20.0	0.0	NA	NA	NA	NA	zero_support_at_one_or_more_k_not_absence	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.3	0.2786885245901639	factorial	f007	native_median_k21	80.0	68.73775150112864	67.9514	-0.15060749999999992	0.15060749999999992	-0.00982939376410794	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.3	0.2786885245901639	factorial	f007	mean_k21_exposure	80.0	68.73775150112864	68.50897313665386	-0.1436378357918267	0.1436378357918267	-0.0028597295559347202	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.3	0.2786885245901639	factorial	f007	multik_loglinear	80.0	68.73775150112864	68.90880797364018	-0.13863990032949775	0.13863990032949775	0.0021382059063942195	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.3	0.32786885245901637	factorial	f008	native_median_k21	80.0	107.07100662806883	63.9543	-0.20057124999999995	0.20057124999999995	-0.5389588328508603	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.3	0.32786885245901637	factorial	f008	mean_k21_exposure	80.0	107.07100662806883	65.49037853484728	-0.181370268314409	0.181370268314409	-0.5197578511652694	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.3	0.32786885245901637	factorial	f008	multik_loglinear	80.0	107.07100662806883	108.71460357596554	0.35893254469956926	0.35893254469956926	0.02054496184870889	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.5	0.36065573770491804	factorial	f009	native_median_k21	80.0	57.95857121329674	57.9586	-0.2755175	0.2755175	3.5983379067516805e-07	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.5	0.36065573770491804	factorial	f009	mean_k21_exposure	80.0	57.95857121329674	57.7142163541064	-0.27857229557367	0.27857229557367	-0.003054435739879313	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.5	0.36065573770491804	factorial	f009	multik_loglinear	80.0	57.95857121329674	57.97183854127999	-0.2753520182340001	0.2753520182340001	0.00016584159979062817	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.5	0.5901639344262295	factorial	f010	native_median_k21	80.0	187.53807892872277	116.9164	0.46145499999999995	0.46145499999999995	-0.8827709866090346	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.5	0.5901639344262295	factorial	f010	mean_k21_exposure	80.0	187.53807892872277	117.10178406356209	0.46377230079452614	0.46377230079452614	-0.8804536858145084	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.5	0.5901639344262295	factorial	f010	multik_loglinear	80.0	187.53807892872277	185.494751011465	1.3186843876433127	1.3186843876433127	-0.025541598965721946	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.7	0.7213114754098361	factorial	f011	native_median_k21	80.0	87.1999645473088	86.9379	0.08672374999999999	0.08672374999999999	-0.003275806841359952	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.7	0.7213114754098361	factorial	f011	mean_k21_exposure	80.0	87.1999645473088	86.66975696382721	0.08337196204784014	0.08337196204784014	-0.006627594793519797	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.7	0.7213114754098361	factorial	f011	multik_loglinear	80.0	87.1999645473088	87.28238243261204	0.09102978040765049	0.09102978040765049	0.0010302235662905447	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.7	0.6885245901639344	factorial	f012	native_median_k21	80.0	64.33106533482655	40.9707	-0.48786625	0.48786625	-0.2920045666853318	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.7	0.6885245901639344	factorial	f012	mean_k21_exposure	80.0	64.33106533482655	40.83305415161195	-0.4895868231048507	0.4895868231048507	-0.2937251397901825	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.7	0.6885245901639344	factorial	f012	multik_loglinear	80.0	64.33106533482655	66.31956348278419	-0.17100545646519763	0.17100545646519763	0.02485622684947053	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.3	0.3770491803278688	factorial	f013	native_median_k21	200.0	102.79537432544858	101.9271	-0.49036450000000004	0.49036450000000004	-0.004341371627242907	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.3	0.3770491803278688	factorial	f013	mean_k21_exposure	200.0	102.79537432544858	102.28770294708737	-0.48856148526456317	0.48856148526456317	-0.002538356891806046	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.3	0.3770491803278688	factorial	f013	multik_loglinear	200.0	102.79537432544858	102.92911114422112	-0.4853544442788944	0.4853544442788944	0.0006686840938627369	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.3	0.22950819672131148	factorial	f014	native_median_k21	200.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.3	0.22950819672131148	factorial	f014	mean_k21_exposure	200.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.3	0.22950819672131148	factorial	f014	multik_loglinear	200.0	0.0	NA	NA	NA	NA	zero_support_at_one_or_more_k_not_absence	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.5	0.5081967213114754	factorial	f015	native_median_k21	200.0	53.78122930843787	52.9621	-0.7351895	0.7351895	-0.004095646542189364	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.5	0.5081967213114754	factorial	f015	mean_k21_exposure	200.0	53.78122930843787	53.530837965733134	-0.7323458101713344	0.7323458101713344	-0.0012519567135236898	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.5	0.5081967213114754	factorial	f015	multik_loglinear	200.0	53.78122930843787	53.82137057017073	-0.7308931471491463	0.7308931471491463	0.00020070630866428018	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.5	0.6229508196721312	factorial	f016	native_median_k21	200.0	114.34449606241132	74.9464	-0.625268	0.625268	-0.19699048031205663	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.5	0.6229508196721312	factorial	f016	mean_k21_exposure	200.0	114.34449606241132	74.33289206948724	-0.6283355396525638	0.6283355396525638	-0.2000580199646204	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.5	0.6229508196721312	factorial	f016	multik_loglinear	200.0	114.34449606241132	113.01815281514081	-0.434909235924296	0.434909235924296	-0.006631716236352574	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.7	0.7704918032786885	factorial	f017	native_median_k21	200.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.7	0.7704918032786885	factorial	f017	mean_k21_exposure	200.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	61	0.7	0.7704918032786885	factorial	f017	multik_loglinear	200.0	0.0	NA	NA	NA	NA	zero_support_at_one_or_more_k_not_absence	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.7	0.639344262295082	factorial	f018	native_median_k21	200.0	238.27230590655768	161.8843	-0.1905785	0.1905785	-0.3819400295327884	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.7	0.639344262295082	factorial	f018	mean_k21_exposure	200.0	238.27230590655768	161.8885409273229	-0.19055729536338548	0.19055729536338548	-0.38191882489617385	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	61	0.7	0.639344262295082	factorial	f018	multik_loglinear	200.0	238.27230590655768	241.21956377873846	0.2060978188936923	0.2060978188936923	0.014736289360903924	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.3	0.2807017543859649	factorial	f019	native_median_k21	20.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.3	0.2807017543859649	factorial	f019	mean_k21_exposure	20.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.3	0.2807017543859649	factorial	f019	multik_loglinear	20.0	0.0	NA	NA	NA	NA	zero_support_at_one_or_more_k_not_absence	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.3	0.22807017543859648	factorial	f020	native_median_k21	20.0	39.97142842296327	23.9829	0.19914500000000004	0.19914500000000004	-0.7994264211481635	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.3	0.22807017543859648	factorial	f020	mean_k21_exposure	20.0	39.97142842296327	23.338655974837437	0.16693279874187184	0.16693279874187184	-0.8316386224062917	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.3	0.22807017543859648	factorial	f020	multik_loglinear	20.0	39.97142842296327	38.39169704317601	0.9195848521588005	0.9195848521588005	-0.0789865689893631	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.5	0.5146198830409356	factorial	f021	native_median_k21	20.0	38.9546113841335	38.9721	0.9486049999999999	0.9486049999999999	0.0008744307933248763	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.5	0.5146198830409356	factorial	f021	mean_k21_exposure	20.0	38.9546113841335	38.77681406451175	0.9388407032255873	0.9388407032255873	-0.008889865981087652	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.5	0.5146198830409356	factorial	f021	multik_loglinear	20.0	38.9546113841335	38.97374760595281	0.9486873802976404	0.9486873802976404	0.0009568110909654592	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.5	0.52046783625731	factorial	f022	native_median_k21	20.0	54.0607725644493	36.9736	0.8486799999999999	0.8486799999999999	-0.8543586282224652	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.5	0.52046783625731	factorial	f022	mean_k21_exposure	20.0	54.0607725644493	37.202566708134796	0.8601283354067398	0.8601283354067398	-0.8429102928157253	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.5	0.52046783625731	factorial	f022	multik_loglinear	20.0	54.0607725644493	54.57053180156944	1.7285265900784719	1.7285265900784719	0.02548796185600679	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.7	0.672514619883041	factorial	f023	native_median_k21	20.0	39.97142842296327	39.9714	0.9985700000000002	0.9985700000000002	-1.4211481634163192e-06	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.7	0.672514619883041	factorial	f023	mean_k21_exposure	20.0	39.97142842296327	39.79510045859944	0.9897550229299721	0.9897550229299721	-0.008816398218191423	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.7	0.672514619883041	factorial	f023	multik_loglinear	20.0	39.97142842296327	39.98102361981547	0.9990511809907734	0.9990511809907734	0.0004797598426097949	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.7	0.672514619883041	factorial	f024	native_median_k21	20.0	19.985714211481636	12.9907	-0.35046499999999997	0.35046499999999997	-0.34975071057408175	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.7	0.672514619883041	factorial	f024	mean_k21_exposure	20.0	19.985714211481636	13.483516390678398	-0.3258241804660801	0.3258241804660801	-0.32510989104016186	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.7	0.672514619883041	factorial	f024	multik_loglinear	20.0	19.985714211481636	19.72332989450425	-0.013833505274787505	0.013833505274787505	-0.01311921584886928	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.3	0.26900584795321636	factorial	f025	native_median_k21	80.0	93.24913499199194	92.9336	0.16166999999999998	0.16166999999999998	-0.003944187399899235	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.3	0.26900584795321636	factorial	f025	mean_k21_exposure	80.0	93.24913499199194	93.03275176328755	0.16290939704109436	0.16290939704109436	-0.002704790358804843	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.3	0.26900584795321636	factorial	f025	multik_loglinear	80.0	93.24913499199194	93.26062940614001	0.16575786757675015	0.16575786757675015	0.0001436801768509355	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.3	0.3216374269005848	factorial	f026	native_median_k21	80.0	50.67138243501674	33.9757	-0.57530375	0.57530375	-0.20869603043770918	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.3	0.3216374269005848	factorial	f026	mean_k21_exposure	80.0	50.67138243501674	34.393500793410134	-0.5700812400823734	0.5700812400823734	-0.20347352052008255	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.3	0.3216374269005848	factorial	f026	multik_loglinear	80.0	50.67138243501674	50.14052353561176	-0.37324345580485296	0.37324345580485296	-0.006635736242562196	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.5	0.4327485380116959	factorial	f027	native_median_k21	80.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.5	0.4327485380116959	factorial	f027	mean_k21_exposure	80.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.5	0.4327485380116959	factorial	f027	multik_loglinear	80.0	0.0	NA	NA	NA	NA	zero_support_at_one_or_more_k_not_absence	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.5	0.5029239766081871	factorial	f028	native_median_k21	80.0	34.15102744207563	22.9836	-0.712705	0.712705	-0.13959284302594538	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.5	0.5029239766081871	factorial	f028	mean_k21_exposure	80.0	34.15102744207563	23.789276965324518	-0.7026340379334435	0.7026340379334435	-0.1295218809593889	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.5	0.5029239766081871	factorial	f028	multik_loglinear	80.0	34.15102744207563	35.37585023268316	-0.5578018720914605	0.5578018720914605	0.015310284882594161	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.7	0.695906432748538	factorial	f029	native_median_k21	80.0	68.23192957112852	67.9514	-0.15060749999999992	0.15060749999999992	-0.0035066196391063897	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.7	0.695906432748538	factorial	f029	mean_k21_exposure	80.0	68.23192957112852	68.21348396256398	-0.1473314504679502	0.1473314504679502	-0.00023057010705667124	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.7	0.695906432748538	factorial	f029	multik_loglinear	80.0	68.23192957112852	68.23476875596484	-0.14706539055043955	0.14706539055043955	3.548981045398136e-05	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.7	0.7777777777777778	factorial	f030	native_median_k21	80.0	167.8741556003605	113.9186	0.4239825	0.4239825	-0.6744444450045062	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.7	0.7777777777777778	factorial	f030	mean_k21_exposure	80.0	167.8741556003605	112.45041989882179	0.4056302487352724	0.4056302487352724	-0.6927966962692338	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.7	0.7777777777777778	factorial	f030	multik_loglinear	80.0	167.8741556003605	164.61425724869014	1.0576782156086266	1.0576782156086266	-0.04074872939587948	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.3	0.30409356725146197	factorial	f031	native_median_k21	200.0	89.11174152365014	88.9364	-0.555318	0.555318	-0.0008767076182506628	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.3	0.30409356725146197	factorial	f031	mean_k21_exposure	200.0	89.11174152365014	89.00642395218219	-0.554967880239089	0.554967880239089	-0.0005265878573397487	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.3	0.30409356725146197	factorial	f031	multik_loglinear	200.0	89.11174152365014	89.18320851730591	-0.5540839574134704	0.5540839574134704	0.00035733496827887733	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.3	0.3567251461988304	factorial	f032	native_median_k21	200.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.3	0.3567251461988304	factorial	f032	mean_k21_exposure	200.0	0.0	0.0	-1.0	1.0	0.0	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.3	0.3567251461988304	factorial	f032	multik_loglinear	200.0	0.0	NA	NA	NA	NA	zero_support_at_one_or_more_k_not_absence	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.5	0.5614035087719298	factorial	f033	native_median_k21	200.0	130.36880068536368	129.9071	-0.35046449999999996	0.35046449999999996	-0.0023085034268183337	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.5	0.5614035087719298	factorial	f033	mean_k21_exposure	200.0	130.36880068536368	130.21190958879964	-0.34894045205600177	0.34894045205600177	-0.0007844554828201921	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.5	0.5614035087719298	factorial	f033	multik_loglinear	200.0	130.36880068536368	130.411442760677	-0.34794278619661495	0.34794278619661495	0.00021321037656662155	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.5	0.47953216374269003	factorial	f034	native_median_k21	200.0	182.25568854610796	120.9136	-0.395432	0.395432	-0.3067104427305398	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.5	0.47953216374269003	factorial	f034	mean_k21_exposure	200.0	182.25568854610796	120.9244354082412	-0.39537782295879403	0.39537782295879403	-0.30665626568933385	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.5	0.47953216374269003	factorial	f034	multik_loglinear	200.0	182.25568854610796	180.32316356573466	-0.0983841821713267	0.0983841821713267	-0.009662624901866508	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.7	0.7134502923976608	factorial	f035	native_median_k21	200.0	266.62812766463776	265.81	0.32905	0.32905	-0.0040906383231887845	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.7	0.7134502923976608	factorial	f035	mean_k21_exposure	200.0	266.62812766463776	266.4281975703232	0.3321409878516161	0.3321409878516161	-0.0009996504715726927	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	171	0.7	0.7134502923976608	factorial	f035	multik_loglinear	200.0	266.62812766463776	266.66680467181226	0.3333340233590613	0.3333340233590613	0.00019338503587249534	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.7	0.7309941520467836	factorial	f036	native_median_k21	200.0	184.9847319779097	116.9164	-0.415418	0.415418	-0.34034165988954845	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.7	0.7309941520467836	factorial	f036	mean_k21_exposure	200.0	184.9847319779097	117.83446290204408	-0.4108276854897796	0.4108276854897796	-0.33575134537932805	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	171	0.7	0.7309941520467836	factorial	f036	multik_loglinear	200.0	184.9847319779097	183.8616878658654	-0.08069156067067297	0.08069156067067297	-0.005615220560221417	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	421	0.3	0.2755344418052256	factorial	f037	native_median_k21	20.0	37.58596015900376	37.9729	0.8986450000000001	0.8986450000000001	0.01934699204981207	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	421	0.3	0.2755344418052256	factorial	f037	mean_k21_exposure	20.0	37.58596015900376	37.549946741829224	0.8774973370914612	0.8774973370914612	-0.0018006708587268605	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.0	421	0.3	0.2755344418052256	factorial	f037	multik_loglinear	20.0	37.58596015900376	37.600493271201415	0.8800246635600708	0.8800246635600708	0.0007266556098826982	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	421	0.3	0.30641330166270786	factorial	f038	native_median_k21	20.0	47.94197810492946	33.9757	0.6987850000000002	0.6987850000000002	-0.6983139052464729	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	421	0.3	0.30641330166270786	factorial	f038	mean_k21_exposure	20.0	47.94197810492946	34.31718561193824	0.7158592805969122	0.7158592805969122	-0.6812396246495609	single_k_baseline	development_only_no_confidence_interval_or_external_superiority
6301	condition_001	1	error_free	0.02	421	0.3	0.30641330166270786	factorial	f038	multik_loglinear	20.0	47.94197810492946	48.332473364394374	1.4166236682197186	1.4166236682197186	0.01952476297324566	experimental_log_linear_extrapolation	development_only_no_confidence_interval_or_external_superiority
