panel	sample_id	category	metric	value	count
F	morex_100mb	1205	period_bp	78	NA
F	morex_100mb	1206	period_bp	393	NA
F	morex_100mb	1207	period_bp	74	NA
F	morex_100mb	1208	period_bp	71	NA
F	morex_100mb	1209	period_bp	145	NA
F	morex_100mb	1210	period_bp	241	NA
F	morex_100mb	1211	period_bp	45	NA
F	morex_100mb	1212	period_bp	75	NA
F	morex_100mb	1213	period_bp	61	NA
F	morex_100mb	1214	period_bp	675	NA
F	morex_100mb	1215	period_bp	70	NA
F	morex_100mb	1216	period_bp	78	NA
F	morex_100mb	1217	period_bp	82	NA
F	morex_100mb	1218	period_bp	54	NA
F	morex_100mb	1219	period_bp	54	NA
F	morex_100mb	1220	period_bp	75	NA
F	morex_100mb	1221	period_bp	48	NA
F	morex_100mb	1222	period_bp	139	NA
F	morex_100mb	1223	period_bp	71	NA
F	morex_100mb	1224	period_bp	71	NA
F	morex_100mb	1225	period_bp	48	NA
F	morex_100mb	1226	period_bp	43	NA
F	morex_100mb	1227	period_bp	42	NA
F	morex_100mb	1228	period_bp	41	NA
F	morex_100mb	1229	period_bp	141	NA
F	morex_100mb	1230	period_bp	75	NA
F	morex_100mb	1231	period_bp	70	NA
F	morex_100mb	1232	period_bp	71	NA
F	morex_100mb	1233	period_bp	48	NA
F	morex_100mb	1234	period_bp	70	NA
F	morex_100mb	1235	period_bp	141	NA
F	morex_100mb	1236	period_bp	71	NA
F	morex_100mb	1237	period_bp	141	NA
F	morex_100mb	1238	period_bp	68	NA
F	morex_100mb	1239	period_bp	141	NA
F	morex_100mb	1240	period_bp	46	NA
F	morex_100mb	1241	period_bp	53	NA
F	morex_100mb	1242	period_bp	258	NA
F	morex_100mb	1243	period_bp	141	NA
F	morex_100mb	1244	period_bp	72	NA
F	morex_100mb	1245	period_bp	675	NA
F	morex_100mb	1246	period_bp	70	NA
F	morex_100mb	1247	period_bp	675	NA
F	morex_100mb	1248	period_bp	70	NA
F	morex_100mb	1249	period_bp	68	NA
F	morex_100mb	1250	period_bp	40	NA
F	morex_100mb	1251	period_bp	40	NA
F	morex_100mb	1252	period_bp	82	NA
F	morex_100mb	1253	period_bp	59	NA
F	morex_100mb	1254	period_bp	42	NA
F	morex_100mb	1255	period_bp	82	NA
F	morex_100mb	1256	period_bp	70	NA
F	morex_100mb	1257	period_bp	429	NA
F	morex_100mb	1258	period_bp	70	NA
F	morex_100mb	1259	period_bp	675	NA
F	morex_100mb	1260	period_bp	53	NA
F	morex_100mb	1261	period_bp	44	NA
F	morex_100mb	1262	period_bp	402	NA
F	morex_100mb	1263	period_bp	56	NA
F	morex_100mb	1264	period_bp	70	NA
F	morex_100mb	1265	period_bp	141	NA
F	morex_100mb	1266	period_bp	70	NA
F	morex_100mb	1267	period_bp	56	NA
F	morex_100mb	1268	period_bp	74	NA
F	morex_100mb	1269	period_bp	70	NA
F	morex_100mb	1270	period_bp	56	NA
F	morex_100mb	1271	period_bp	141	NA
F	morex_100mb	1272	period_bp	139	NA
F	morex_100mb	1273	period_bp	69	NA
F	morex_100mb	1274	period_bp	70	NA
F	morex_100mb	1275	period_bp	71	NA
F	morex_100mb	1276	period_bp	139	NA
F	morex_100mb	1277	period_bp	70	NA
F	morex_100mb	1278	period_bp	145	NA
F	morex_100mb	1279	period_bp	40	NA
F	morex_100mb	1280	period_bp	163	NA
F	morex_100mb	1281	period_bp	70	NA
F	morex_100mb	1282	period_bp	675	NA
F	morex_100mb	1283	period_bp	675	NA
F	morex_100mb	1284	period_bp	61	NA
F	morex_100mb	1285	period_bp	53	NA
F	morex_100mb	1286	period_bp	141	NA
F	morex_100mb	1287	period_bp	186	NA
F	morex_100mb	1288	period_bp	675	NA
F	morex_100mb	1289	period_bp	476	NA
F	morex_100mb	1290	period_bp	259	NA
F	morex_100mb	1291	period_bp	70	NA
F	morex_100mb	1292	period_bp	402	NA
F	morex_100mb	1293	period_bp	675	NA
F	morex_100mb	1294	period_bp	145	NA
F	morex_100mb	1295	period_bp	44	NA
F	morex_100mb	1296	period_bp	141	NA
F	morex_100mb	1297	period_bp	141	NA
F	morex_100mb	1298	period_bp	393	NA
F	morex_100mb	1299	period_bp	50	NA
F	morex_100mb	1300	period_bp	141	NA
F	morex_100mb	1301	period_bp	141	NA
F	morex_100mb	1302	period_bp	80	NA
F	morex_100mb	1303	period_bp	139	NA
F	morex_100mb	1304	period_bp	398	NA
F	morex_100mb	1305	period_bp	45	NA
F	morex_100mb	1306	period_bp	675	NA
F	morex_100mb	1307	period_bp	61	NA
F	morex_100mb	1308	period_bp	70	NA
F	morex_100mb	1309	period_bp	71	NA
F	morex_100mb	1310	period_bp	70	NA
F	morex_100mb	1311	period_bp	70	NA
F	morex_100mb	1312	period_bp	70	NA
F	morex_100mb	1313	period_bp	675	NA
F	morex_100mb	1314	period_bp	109	NA
F	morex_100mb	1315	period_bp	71	NA
F	morex_100mb	1316	period_bp	230	NA
F	morex_100mb	1317	period_bp	116	NA
F	morex_100mb	1318	period_bp	70	NA
F	morex_100mb	1319	period_bp	173	NA
F	morex_100mb	1320	period_bp	51	NA
F	morex_100mb	1321	period_bp	70	NA
F	morex_100mb	1322	period_bp	141	NA
F	morex_100mb	1323	period_bp	141	NA
F	morex_100mb	1324	period_bp	70	NA
F	morex_100mb	1325	period_bp	139	NA
F	morex_100mb	1326	period_bp	139	NA
F	morex_100mb	1327	period_bp	141	NA
F	morex_100mb	1328	period_bp	141	NA
F	morex_100mb	1329	period_bp	61	NA
F	morex_100mb	1330	period_bp	49	NA
F	morex_100mb	1331	period_bp	61	NA
F	morex_100mb	1332	period_bp	675	NA
F	morex_100mb	1333	period_bp	71	NA
F	morex_100mb	1334	period_bp	46	NA
F	morex_100mb	1335	period_bp	141	NA
F	morex_100mb	1336	period_bp	70	NA
F	morex_100mb	1337	period_bp	70	NA
F	morex_100mb	1338	period_bp	71	NA
F	morex_100mb	1339	period_bp	141	NA
F	morex_100mb	1340	period_bp	71	NA
F	morex_100mb	1341	period_bp	70	NA
F	morex_100mb	1342	period_bp	141	NA
F	morex_100mb	1343	period_bp	70	NA
F	morex_100mb	1344	period_bp	40	NA
F	morex_100mb	1345	period_bp	70	NA
F	morex_100mb	1346	period_bp	141	NA
F	morex_100mb	1347	period_bp	46	NA
F	morex_100mb	1348	period_bp	82	NA
F	morex_100mb	1349	period_bp	42	NA
F	morex_100mb	1350	period_bp	60	NA
F	morex_100mb	1351	period_bp	913	NA
F	morex_100mb	1352	period_bp	82	NA
F	morex_100mb	1353	period_bp	74	NA
F	morex_100mb	1354	period_bp	969	NA
F	morex_100mb	1355	period_bp	139	NA
F	morex_100mb	1356	period_bp	47	NA
F	morex_100mb	1357	period_bp	71	NA
F	morex_100mb	1358	period_bp	71	NA
F	morex_100mb	1359	period_bp	44	NA
F	morex_100mb	1360	period_bp	141	NA
F	morex_100mb	1361	period_bp	398	NA
F	morex_100mb	1362	period_bp	139	NA
F	morex_100mb	1363	period_bp	61	NA
F	morex_100mb	1364	period_bp	146	NA
F	morex_100mb	1365	period_bp	675	NA
F	morex_100mb	1366	period_bp	58	NA
F	morex_100mb	1367	period_bp	46	NA
F	morex_100mb	1368	period_bp	48	NA
F	morex_100mb	1369	period_bp	69	NA
F	morex_100mb	1370	period_bp	145	NA
F	morex_100mb	1371	period_bp	42	NA
F	morex_100mb	1372	period_bp	70	NA
