scenario	dataset_id	tool	seed	split	successful_runs	attempted_runs	deterministic	median_runtime_seconds	median_peak_rss_mib	array_recall	array_precision	array_f1	read_detection_recall	read_detection_precision	negative_read_call_rate	sequence_family_recall	matched_period_mae_bp	matched_boundary_mae_bp
clean_171	clean_171_s1101	ultra	1101	development	1	1	not_tested_single_run	166.57787445792928	425.5	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	13.285714285714286
indel_4pct	indel_4pct_s1101	ultra	1101	development	1	1	not_tested_single_run	176.80707966699265	427.96875	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.1428571428571428	27.857142857142858
