length_bp	read_count
8851	1
9079	1
11121	1
11180	1
11237	1
11480	1
11935	1
11941	1
11981	1
12009	1
12013	1
12031	1
12143	1
12188	1
12194	1
12226	1
12263	1
12310	1
12330	1
12363	1
12400	1
12418	1
12472	1
12476	1
12486	1
12490	1
12495	1
12515	1
12525	1
12530	1
12590	1
12595	1
12612	1
12613	1
12618	1
12645	1
12648	1
12671	1
12676	1
12710	1
12736	1
12744	1
12766	1
12771	1
12793	1
12838	1
12842	1
12848	1
12879	1
12885	1
12887	1
12890	1
12897	1
12899	1
12920	1
12962	1
12990	1
12993	1
12995	1
13017	1
13018	1
13035	1
13052	1
13055	1
13059	2
13060	1
13076	1
13104	1
13108	1
13113	1
13116	1
13136	1
13150	1
13159	1
13171	1
13180	1
13204	1
13225	1
13239	1
13243	1
13247	1
13248	1
13251	1
13272	1
13273	1
13287	1
13305	1
13308	1
13312	1
13330	1
13334	1
13347	1
13358	1
13362	1
13363	1
13368	1
13381	1
13403	1
13426	1
13438	1
13439	1
13440	1
13448	1
13457	1
13514	1
13535	1
13546	1
13555	1
13567	1
13580	1
13588	1
13605	1
13618	1
13620	1
13628	2
13655	1
13670	1
13674	1
13677	1
13698	1
13741	1
13748	1
13751	2
13785	1
13787	1
13821	1
13826	2
13831	1
13854	1
13855	1
13864	1
13865	1
13903	1
13905	1
13921	1
13930	1
13948	1
13950	1
13967	1
13982	1
13984	2
14006	1
14043	1
14061	1
14068	1
14069	1
14076	1
14077	1
14100	1
14105	1
14109	2
14118	1
14121	1
14170	1
14178	1
14188	1
14202	1
14215	1
14222	1
14225	1
14230	1
14235	1
14259	1
14267	1
14274	2
14280	1
14281	1
14283	1
14317	1
14335	1
14345	2
14354	1
14361	1
14374	1
14377	1
14383	1
14384	1
14399	1
14400	1
14418	1
14460	1
14469	1
14475	1
14494	1
14495	1
14532	1
14554	1
14564	1
14570	1
14586	1
14594	1
14605	1
14623	1
14624	1
14629	1
14639	1
14641	1
14648	1
14672	1
14674	1
14675	1
14684	1
14690	1
14693	1
14715	1
14716	1
14722	1
14744	1
14758	1
14777	1
14795	1
14809	1
14817	1
14822	1
14844	1
14857	1
14863	1
14866	1
14870	1
14875	1
14881	1
14884	1
14885	1
14892	1
14900	1
14908	1
14921	2
14931	1
14951	1
14966	1
14982	1
15006	1
15016	1
15017	1
15025	1
15030	1
15037	1
15047	1
15051	1
15065	1
15080	1
15122	1
15191	1
15218	1
15225	1
15226	1
15227	1
15292	1
15316	1
