family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	70.0000	5.0001	13.9996	853.9764	3.0000	13.1996	15.3996	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	26.0000	5.0001	5.1999	317.1913	3.0000	4.5999	6.5998	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	62.0000	5.0001	12.3997	756.3791	1.0000	11.7997	12.7996	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	21.0000	5.0001	4.1999	256.1929	1.0000	3.7999	4.5999	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	85.0000	5.0001	16.9995	1036.9714	3.0000	16.3995	18.9995	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	60.0000	5.0001	11.9997	731.9798	3.0000	10.3997	12.5997	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	221.0000	5.0001	44.1988	2696.1256	3.0000	42.9988	45.1988	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	233.0000	5.0001	46.5987	2842.5216	13.0000	42.5988	50.7986	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	404.0000	5.0001	80.7978	4928.6641	6.0000	76.3979	82.3977	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	182.0000	5.0001	36.3990	2220.3388	15.0000	31.7991	41.5989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	234.0000	5.0001	46.7987	2854.7213	7.0000	45.1988	48.7987	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	128.0000	5.0001	25.5993	1561.5569	4.0000	23.5993	26.7993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	638.0000	5.0001	127.5965	7783.3853	9.0000	123.7966	130.5964	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	658.0000	5.0001	131.5964	8027.3786	20.0000	119.3967	138.7962	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	787.0000	5.0001	157.3957	9601.1352	9.0000	154.5957	159.9956	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	336.0000	5.0001	67.1981	4099.0869	17.0000	62.9983	74.5979	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
