seed	condition_id	coverage	error_model	substitution_rate	insertion_rate	deletion_rate	unit_substitution_rate	period	requested_gc	founder_gc	array_scope	source_coverage	observed_coverage	read_count	total_bases	family_id	truth_copies	estimate	signed_relative_error	absolute_relative_error	interval_low	interval_high	interval_contains_truth	interval_relative_width	sampling_oracle_copy_estimate	oracle_relative_error	estimator_minus_sampling_oracle	interval_kind
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.0	61	0.7	0.7213114754098361	factorial	1.0007148	1.0007387	722	10007387	f011	80	81.9395	0.024243749999999942	0.024243749999999942	79.9409	83.938	True	0.04996375000000004	87.1999645473088	0.08999955684135993	-0.06575580684136	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.02	61	0.7	0.6885245901639344	factorial	1.0007148	1.0007387	722	10007387	f012	80	36.9727	-0.5378412499999999	0.5378412499999999	34.9742	39.9705	False	0.062453749999999975	64.33106533482655	-0.19586168331466816	-0.3419795666853318	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.0	61	0.3	0.3770491803278688	factorial	1.0007148	1.0007387	722	10007387	f013	200	93.9306	-0.530347	0.530347	91.9321	96.9284	False	0.024981499999999955	102.79537432544858	-0.48602312837275713	-0.0443238716272429	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.02	61	0.3	0.22950819672131148	factorial	1.0007148	1.0007387	722	10007387	f014	200	0.0	-1.0	1.0	0.0	0.0	False	0.0	0.0	-1.0	0.0	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.0	61	0.5	0.5081967213114754	factorial	1.0007148	1.0007387	722	10007387	f015	200	48.9638	-0.755181	0.755181	46.9653	51.9616	False	0.02498149999999999	53.78122930843787	-0.7310938534578106	-0.024087146542189367	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.02	61	0.5	0.6229508196721312	factorial	1.0007148	1.0007387	722	10007387	f016	200	71.9469	-0.6402655	0.6402655	67.9498	73.9454	False	0.02997800000000005	114.34449606241132	-0.42827751968794336	-0.21198798031205662	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.0	61	0.7	0.7704918032786885	factorial	1.0007148	1.0007387	722	10007387	f017	200	0.0	-1.0	1.0	0.0	0.0	False	0.0	0.0	-1.0	0.0	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.02	61	0.7	0.639344262295082	factorial	1.0007148	1.0007387	722	10007387	f018	200	152.8871	-0.23556449999999998	0.23556449999999998	142.8944	159.8819	False	0.08493750000000005	238.27230590655768	0.19136152953278837	-0.42692602953278835	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.0	171	0.3	0.2807017543859649	factorial	1.0007148	1.0007387	722	10007387	f019	20	0.0	-1.0	1.0	0.0	0.0	False	0.0	0.0	-1.0	0.0	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.02	171	0.3	0.22807017543859648	factorial	1.0007148	1.0007387	722	10007387	f020	20	21.9838	0.09918999999999993	0.09918999999999993	16.9875	25.9808	True	0.44966499999999987	39.97142842296327	0.9985714211481636	-0.8993814211481637	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.0	171	0.5	0.5146198830409356	factorial	1.0007148	1.0007387	722	10007387	f021	20	35.9734	0.7986699999999999	0.7986699999999999	33.9749	37.972	False	0.19985500000000017	38.9546113841335	0.947730569206675	-0.1490605692066751	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.02	171	0.5	0.52046783625731	factorial	1.0007148	1.0007387	722	10007387	f022	20	35.9734	0.7986699999999999	0.7986699999999999	28.9786	41.969	False	0.6495200000000001	54.0607725644493	1.703038628222465	-0.9043686282224652	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.0	171	0.7	0.672514619883041	factorial	1.0007148	1.0007387	722	10007387	f023	20	37.972	0.8986000000000001	0.8986000000000001	35.9734	38.9712	False	0.14989000000000025	39.97142842296327	0.9985714211481636	-0.09997142114816349	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.02	171	0.7	0.672514619883041	factorial	1.0007148	1.0007387	722	10007387	f024	20	12.9904	-0.35048	0.35048	9.9926	14.9889	False	0.24981499999999998	19.985714211481636	-0.0007142894259182242	-0.3497657105740818	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.0	171	0.3	0.26900584795321636	factorial	1.0007148	1.0007387	722	10007387	f025	80	87.935	0.09918750000000003	0.09918750000000003	84.9373	89.9336	False	0.062453750000000065	93.24913499199194	0.16561418739989922	-0.06642668739989918	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.02	171	0.3	0.3216374269005848	factorial	1.0007148	1.0007387	722	10007387	f026	80	32.9756	-0.587805	0.587805	29.9779	34.9742	False	0.062453750000000016	50.67138243501674	-0.36660771956229077	-0.22119728043770923	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.0	171	0.5	0.4327485380116959	factorial	1.0007148	1.0007387	722	10007387	f027	80	0.0	-1.0	1.0	0.0	0.0	False	0.0	0.0	-1.0	0.0	diagnostic_kmer_10_90_spread_not_sampling_CI
6301	condition_002	1	iid_low_indel	0.001	0.001	0.001	0.02	171	0.5	0.5029239766081871	factorial	1.0007148	1.0007387	722	10007387	f028	80	21.9838	-0.7252025	0.7252025	18.986	24.9815	False	0.07494375	34.15102744207563	-0.5731121569740546	-0.1520903430259454	diagnostic_kmer_10_90_spread_not_sampling_CI
