material	tool	prediction_unit	source_rows	nonempty_consensus_rows	distinct_canonical_consensus_count	length_compatible_consensus_count	selected_query_count	recovered_query_count	selected_query_recall	homologous_consensus_fraction	threshold	warning
Morex	tandemx	family_catalog	4380	4380	4380	94	1	0	0.0	0.0	0.95	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
Morex	tandemx_candidates	family_catalog	7094	7094	6136	124	1	0	0.0	0.0	0.95	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
Morex	tidehunter	array_consensus	12740	12740	10853	349	1	0	0.0	0.0	0.95	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
Morex	trf	array_consensus	9217	9217	8039	268	1	0	0.0	0.0	0.95	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
