length_bp	read_count
1921	1
2134	1
2209	1
2791	1
2897	1
3828	1
4137	1
4684	1
4903	1
5249	1
5545	1
5624	1
6032	1
6042	1
6417	1
6602	1
6700	1
6851	1
7219	1
7341	1
7357	1
7624	1
8264	1
8268	1
8336	1
8348	1
8372	1
8387	1
8421	1
8452	1
8456	1
8461	1
8519	1
8600	1
8607	1
8631	1
8732	1
8742	1
8788	1
8852	2
8892	1
8989	1
9025	1
9037	1
9055	1
9106	1
9140	1
9151	1
9162	1
9179	1
9194	1
9222	1
9244	1
9255	1
9274	1
9322	1
9336	1
9344	1
9366	1
9384	1
9399	1
9404	1
9408	2
9409	1
9419	1
9432	1
9459	1
9492	1
9505	1
9506	1
9510	1
9514	1
9521	1
9527	1
9541	1
9542	1
9545	1
9549	1
9581	1
9592	1
9593	1
9600	1
9601	1
9618	1
9646	1
9651	2
9661	1
9670	1
9679	1
9681	1
9693	1
9700	2
9716	1
9742	1
9746	1
9757	1
9790	1
9824	1
9827	1
9837	1
9843	2
9851	1
9856	1
9857	1
9871	1
9874	1
9876	1
9882	1
9893	1
9902	1
9910	1
9913	1
9925	1
9932	1
9937	1
9943	1
9945	2
9946	1
9960	1
9962	1
9964	1
9967	1
9969	1
9972	1
9973	1
9978	1
9999	1
10002	1
10013	1
10017	1
10028	1
10031	1
10058	1
10072	1
10079	1
10085	1
10089	1
10090	1
10095	1
10097	1
10113	1
10119	1
10121	2
10122	1
10128	1
10129	1
10131	1
10135	1
10138	1
10162	1
10165	1
10168	1
10173	1
10177	1
10186	1
10202	1
10205	1
10217	1
10222	2
10224	1
10229	1
10231	1
10233	1
10242	1
10244	1
10245	1
10248	1
10252	2
10261	1
10264	1
10265	1
10266	1
10268	1
10272	1
10278	1
10286	1
10290	1
10293	1
10299	1
10300	1
10302	1
10304	1
10312	2
10319	2
10320	1
10332	1
10338	1
10341	1
10342	1
10344	1
10350	1
10353	1
10355	1
10361	1
10367	1
10372	1
10378	1
10379	1
10390	1
10393	1
10410	1
10412	1
10413	1
10414	1
10419	1
10424	1
10425	1
10431	1
10441	3
10448	1
10454	1
10455	1
10457	1
10462	1
10474	1
10485	1
10486	1
10489	1
10490	1
10493	1
10502	1
10505	1
10510	1
10514	1
10515	1
10517	1
10523	1
10528	1
10529	1
10531	1
10535	1
10540	1
10548	1
10550	1
10554	1
10566	1
10570	1
10572	1
10573	1
10577	1
10582	1
10587	1
10589	1
10591	1
10598	1
10602	1
10603	1
10607	1
10617	1
10618	1
10619	1
10621	1
10623	1
10624	1
10627	1
10629	2
10630	1
10634	2
10636	1
10637	1
10641	1
10643	1
10648	1
10650	1
10656	1
10657	1
10660	1
10662	1
10666	1
10669	1
10670	2
10673	1
10676	1
10686	1
10700	1
10702	1
10703	1
10706	1
10708	1
10715	1
10716	1
10717	1
10720	1
10723	1
10724	1
10734	1
10738	1
10743	1
10744	1
10745	1
10748	1
10755	1
10757	1
10761	1
10766	1
10782	1
10788	2
10790	1
10791	1
10795	1
10799	1
10802	1
10813	1
10816	1
10818	1
10824	2
10826	1
10827	1
10828	1
10831	1
10835	3
10837	1
10838	1
10841	1
10850	1
10856	1
10860	1
10862	1
10865	1
10868	1
10885	1
10888	2
10892	1
10894	2
10900	1
10903	1
10904	2
10908	1
10915	1
10919	3
10922	1
10923	1
10926	1
10937	1
10940	1
10965	1
10967	1
10968	1
10969	1
10970	1
10971	2
10972	1
10973	1
10974	1
10976	1
10981	2
10982	2
10989	1
10991	2
10992	2
10994	1
10995	1
11000	1
11001	1
11002	1
11010	1
11013	1
11014	1
11018	1
11020	1
11021	2
11024	3
11025	1
11026	1
11027	1
11028	1
11030	1
11031	2
11033	1
11040	1
11045	1
11047	1
11049	1
11050	3
11051	1
11053	1
11056	1
11063	1
11069	1
11071	1
11074	2
11075	3
11081	1
11084	1
11087	1
11088	1
11090	1
11091	1
11093	1
11096	1
11097	1
11100	1
11101	1
11103	2
11106	1
11107	1
11108	1
11112	1
11117	1
11120	1
11121	2
11122	1
11126	1
11128	1
11130	1
11132	1
11135	1
11139	1
11141	1
11145	1
11146	1
11153	1
11155	1
11157	1
11158	1
11159	1
11172	1
11175	1
11178	1
11180	3
11186	1
11194	1
11197	1
11198	2
11199	1
11202	1
11205	2
11207	1
11211	2
11212	1
11220	3
11222	1
11224	2
11225	1
11228	1
11229	1
11230	2
11236	1
11238	1
11240	2
11241	1
11243	1
11245	1
11261	1
11262	1
11264	1
11265	3
11272	1
11273	1
11274	1
11276	1
11279	1
11280	1
11282	2
11289	1
11292	1
11295	1
11299	1
11302	2
11303	1
11305	1
11308	1
11311	1
11313	1
11315	1
11317	1
11322	1
11326	2
11331	1
11333	1
11336	1
11340	2
11342	1
11351	1
11352	1
11357	2
11358	1
11360	1
11361	1
11362	1
11366	2
11367	1
11372	1
11374	2
11382	1
11383	1
11384	1
11385	1
11389	1
11391	2
11392	1
11393	1
11414	1
11415	1
11421	1
11426	1
11427	1
11430	1
11431	1
11435	1
11439	2
11443	1
11448	1
11453	3
11454	2
11460	2
11462	1
11469	1
11470	1
11471	1
11473	1
11475	1
11477	2
11481	1
11488	1
11503	1
11504	2
11506	1
11508	2
11509	3
11511	1
11513	2
11514	2
11515	1
11516	1
11518	1
11521	1
11523	1
11524	1
11525	1
11527	1
11529	1
11531	2
11534	1
11535	1
11537	2
11538	2
11541	1
11545	1
11548	1
11552	1
11561	1
11562	1
11565	1
11566	2
11569	1
11570	1
11572	2
11573	1
11575	1
11578	2
11583	1
11584	2
11586	1
11587	2
11588	1
11593	1
11595	2
11598	2
11601	1
11604	1
11607	3
11608	1
11612	1
11618	1
11620	1
11623	1
11626	1
11628	1
11632	1
11634	1
11635	1
11636	1
11639	1
11645	1
11646	1
11648	1
11651	2
11654	1
11655	1
11657	1
11659	1
11661	1
11665	1
11669	1
11672	1
11673	1
11675	1
11677	2
11679	2
11680	2
11688	1
11690	1
11694	1
11695	1
11697	1
11698	1
11702	1
11703	1
11710	1
11711	1
11714	1
11715	1
11716	2
11717	2
11728	2
11733	1
11736	1
11737	2
11738	1
11741	1
11753	1
11756	1
11757	1
11758	2
11759	1
11760	1
11763	2
11769	2
11770	1
11775	1
11790	1
11791	1
11794	1
11801	1
11802	2
11805	1
11807	1
11811	1
11814	1
11817	1
11818	1
11819	1
11821	1
11824	1
11826	1
11828	1
11831	1
11833	1
11835	1
11838	1
11848	1
11850	1
11853	1
11854	1
11860	1
11862	1
11863	1
11864	1
11867	1
11872	1
11874	1
11878	1
11886	1
11892	1
11895	3
11896	1
11898	1
11900	1
