length_bp	read_count
1536	1
1612	1
1645	1
1829	1
1910	1
1957	1
2135	1
2200	1
2381	1
2494	1
2651	1
2669	1
2694	1
2814	1
2884	1
2926	1
3039	1
3127	1
3181	1
3595	1
3814	1
4132	1
4321	1
4441	1
4464	1
4556	1
4607	1
4743	1
5224	1
5305	1
5422	1
5513	1
5558	1
5635	1
5770	1
5844	1
5901	1
5985	1
6072	1
6153	1
6187	1
6212	1
6321	1
6469	1
6647	1
6653	1
6700	1
6721	1
6825	1
6835	1
6906	1
6935	1
6960	1
7013	1
7022	1
7063	1
7084	1
7120	1
7186	1
7240	1
7390	1
7430	1
7460	1
7469	1
7547	1
7683	1
7691	1
7752	1
7985	1
8143	1
8147	1
8157	1
8158	1
8455	1
8471	1
8522	1
8530	1
8631	1
8811	1
8829	1
8997	1
9120	1
9558	1
9649	1
9901	1
9926	1
10566	1
10580	1
11095	1
11670	1
11954	1
12704	1
13499	1
13793	1
13910	1
13936	1
13990	1
14113	1
14196	1
14378	1
14415	1
14603	1
15072	1
15244	1
15359	1
15382	1
15437	1
15439	1
15780	1
15792	1
15803	1
15877	1
15988	1
16079	1
16122	1
16270	1
16289	1
16315	1
16318	1
16446	1
16559	1
16592	1
16756	1
16760	1
16762	1
16841	1
16861	1
16863	1
16892	1
16910	1
16920	1
16994	1
17002	1
17028	1
17104	1
17123	1
17158	1
17255	1
17281	1
17298	1
17299	1
17317	1
17324	1
17328	1
17364	1
17377	1
17378	1
17396	1
17419	1
17438	1
17447	1
17452	1
17476	1
17483	1
17556	1
17568	1
17573	2
17575	1
17591	1
17593	1
17606	1
17645	1
17675	1
17688	1
17694	1
17708	1
17714	1
17720	1
17728	1
17729	1
17735	1
17737	1
17754	1
17767	1
17768	1
17775	1
17777	1
17802	1
17811	1
17839	1
17841	1
17856	1
17875	1
17879	1
17893	1
17898	1
17899	1
17902	1
17913	1
17921	1
17928	1
17933	1
17948	2
17952	1
17968	1
17978	1
17979	1
17980	1
17982	1
17997	1
18004	1
18005	1
18012	1
18024	1
18028	1
18031	1
18047	1
18049	1
18051	1
18062	1
18068	2
18071	1
18074	1
18075	1
18076	1
18078	1
18093	1
18096	1
18097	1
18102	1
18103	1
18119	1
18124	1
18130	1
18131	1
18137	1
18154	1
18163	1
18174	2
18181	1
18187	1
18194	1
18209	1
18210	1
18218	1
18219	1
18224	1
18226	1
18228	1
18233	2
