length_bin_kb	gc_bin_percent	mean_quality_bin_phred	read_count
1	43	90	1
1	45	45	1
1	48	20	1
1	48	85	1
1	52	90	1
1	54	35	1
2	38	90	1
2	40	30	1
2	42	55	1
2	47	90	2
2	52	90	1
2	56	80	1
2	58	90	1
2	59	40	1
2	59	90	1
3	33	20	1
3	41	90	1
3	43	90	1
3	55	35	1
3	58	90	1
4	39	25	1
4	40	70	1
4	42	25	1
4	44	25	1
4	46	65	1
4	47	45	1
4	48	75	1
5	39	40	1
5	40	60	1
5	41	25	1
5	41	50	1
5	42	25	1
5	42	35	1
5	42	65	1
5	44	30	1
5	45	20	1
5	45	50	1
6	32	45	1
6	33	25	1
6	38	20	1
6	38	30	1
6	39	60	1
6	40	40	1
6	42	35	1
6	43	25	1
6	43	45	1
6	45	35	1
6	46	65	1
6	47	30	1
6	49	25	1
6	49	40	1
6	55	50	1
7	35	25	1
7	38	30	1
7	38	40	1
7	39	30	1
7	42	20	1
7	42	40	1
7	42	55	1
7	43	25	1
7	43	35	1
7	45	30	1
7	45	35	1
7	45	40	1
7	45	55	1
7	50	25	1
7	50	35	1
7	55	30	1
8	38	25	1
8	40	25	1
8	40	45	1
8	41	40	1
8	42	30	1
8	42	60	1
8	43	50	1
8	45	25	1
8	45	35	1
8	46	45	1
8	47	40	1
8	49	35	1
9	40	55	1
9	42	35	1
9	45	55	1
9	47	50	1
9	50	40	1
10	40	35	1
10	44	45	1
11	42	35	1
11	44	20	1
11	46	20	1
12	45	35	1
13	40	25	1
13	41	40	1
13	42	25	1
13	44	35	1
13	55	20	1
14	41	30	1
14	42	30	1
14	43	25	1
14	45	25	1
14	46	35	1
15	40	35	1
15	42	25	1
15	42	40	1
15	43	30	1
15	45	20	1
15	45	35	1
15	47	20	1
15	47	35	1
15	48	20	1
15	48	25	1
15	53	25	1
16	38	25	1
16	40	20	1
16	41	25	1
16	41	35	1
16	42	30	3
16	43	30	2
16	43	35	1
16	44	20	1
16	44	30	1
16	45	20	1
16	46	20	2
16	46	35	1
16	48	20	1
16	51	25	1
16	55	20	1
17	40	20	2
17	40	30	1
17	40	40	1
17	41	20	2
17	41	25	2
17	41	30	1
17	42	20	2
17	42	25	1
17	42	30	4
17	43	20	1
17	43	25	1
17	43	30	6
17	43	35	3
17	44	20	5
17	44	25	4
17	44	30	6
17	44	35	4
17	45	20	3
17	45	25	1
17	45	30	4
17	46	20	1
17	46	25	1
17	46	30	1
17	47	20	2
17	47	30	1
17	47	35	1
17	48	20	1
17	48	30	1
17	48	35	1
17	49	25	1
17	50	25	1
17	50	30	1
17	51	25	1
17	52	35	1
17	53	25	1
18	34	20	1
18	36	30	1
18	36	35	1
18	38	20	1
18	38	30	2
18	38	35	1
18	39	30	2
18	40	20	4
18	40	25	2
18	40	30	5
18	40	35	3
18	41	20	7
18	41	25	10
18	41	30	6
18	41	35	7
18	42	20	12
18	42	25	13
18	42	30	12
18	42	35	9
18	43	20	14
18	43	25	18
18	43	30	23
18	43	35	2
18	43	40	1
18	44	20	15
18	44	25	17
18	44	30	17
18	44	35	4
18	45	20	6
18	45	25	15
18	45	30	10
18	45	35	5
18	46	20	4
18	46	25	5
18	46	30	8
18	46	35	4
18	47	20	5
18	47	25	8
18	47	30	5
18	48	20	4
18	48	25	7
18	48	30	1
18	48	35	1
18	49	20	3
18	49	25	3
18	49	30	1
18	49	35	2
18	50	20	1
18	50	25	2
18	50	30	4
18	51	20	2
18	51	25	1
18	52	25	1
18	52	30	1
18	55	20	1
19	34	30	1
19	35	25	3
19	35	30	3
19	36	25	1
19	36	35	1
19	37	20	1
19	37	25	1
19	37	30	1
19	38	20	2
19	38	25	2
19	38	30	2
19	39	20	7
19	39	25	4
19	39	30	12
19	39	35	1
19	40	20	3
19	40	25	9
19	40	30	10
19	40	35	3
19	40	40	2
19	41	20	19
19	41	25	18
19	41	30	26
19	41	35	13
19	42	20	29
19	42	25	33
19	42	30	35
19	42	35	14
19	42	40	1
19	43	20	23
19	43	25	46
19	43	30	53
19	43	35	18
19	44	20	27
19	44	25	39
19	44	30	42
19	44	35	11
19	45	20	22
19	45	25	27
19	45	30	29
19	45	35	7
19	46	20	18
19	46	25	30
19	46	30	24
19	46	35	6
19	47	20	8
19	47	25	13
19	47	30	14
19	47	35	2
19	48	20	9
19	48	25	6
19	48	30	5
19	48	35	4
19	49	20	3
19	49	25	4
19	49	30	8
19	49	35	3
19	49	40	1
19	50	20	3
19	50	25	3
19	50	30	1
19	50	35	2
19	51	20	1
19	51	25	4
19	51	30	2
19	52	20	1
19	52	25	1
19	53	20	1
19	53	25	1
19	53	35	1
19	54	20	1
19	55	20	3
20	34	30	1
20	35	25	2
20	35	30	1
20	35	35	1
20	36	20	1
20	36	25	3
20	36	30	3
20	36	35	1
