seed	condition_id	coverage	error_model	method	total_error_rate_supplied	exit_code	runtime_seconds	peak_rss_mib	cpu_user_seconds	cpu_system_seconds	timed_out	status
6302	condition_008	20	iid_low_indel	baseline_total_bases	NA	0	5.227782916976139	96.765625	5.115754	0.061577	False	ok
6302	condition_008	20	iid_low_indel	oracle_error_survival	0.003	0	6.092874791007489	90.015625	5.986451	0.060476999999999996	False	ok
6302	condition_008	20	iid_low_indel	empirical_controls	NA	0	5.983226540964097	82.140625	5.86767	0.06139	False	ok
6302	condition_008	20	iid_low_indel	empirical_controls_plus_oracle_error	0.003	0	9.401530249975622	97.5625	9.276674	0.067157	False	ok
6302	condition_009	20	iid_high_indel	baseline_total_bases	NA	0	5.295579958939925	80.953125	5.202002	0.060892999999999996	False	ok
6302	condition_009	20	iid_high_indel	oracle_error_survival	0.02	0	6.230473125120625	89.078125	6.104673	0.062855	False	ok
6302	condition_009	20	iid_high_indel	empirical_controls	NA	0	6.990567584056407	106.84375	6.876912	0.062559	False	ok
6302	condition_009	20	iid_high_indel	empirical_controls_plus_oracle_error	0.02	0	8.815668291179463	90.75	8.696013	0.066385	False	ok
6303	condition_001	1	error_free	baseline_total_bases	NA	0	0.48894408298656344	49.734375	0.444583	0.02063	False	ok
6303	condition_001	1	error_free	oracle_error_survival	0.0	0	0.4871872079093009	54.625	0.43521699999999996	0.020343999999999998	False	ok
6303	condition_001	1	error_free	empirical_controls	NA	0	0.5811730830464512	52.25	0.510208	0.021571	False	ok
6303	condition_001	1	error_free	empirical_controls_plus_oracle_error	0.0	0	0.6041512498632073	52.984375	0.539982	0.020068	False	ok
6303	condition_002	1	iid_low_indel	baseline_total_bases	NA	0	0.4786622920073569	50.859375	0.417548	0.01978	False	ok
6303	condition_002	1	iid_low_indel	oracle_error_survival	0.003	0	0.49367583403363824	53.34375	0.432565	0.020624999999999998	False	ok
6303	condition_002	1	iid_low_indel	empirical_controls	NA	0	0.4908985421061516	51.234375	0.444262	0.020661	False	ok
6303	condition_002	1	iid_low_indel	empirical_controls_plus_oracle_error	0.003	0	0.598487582989037	51.53125	0.552562	0.020668	False	ok
6303	condition_003	1	iid_high_indel	baseline_total_bases	NA	0	0.46326366695575416	52.421875	0.40160799999999997	0.019937999999999997	False	ok
6303	condition_003	1	iid_high_indel	oracle_error_survival	0.02	0	0.4852156250271946	54.640625	0.444214	0.020957	False	ok
6303	condition_003	1	iid_high_indel	empirical_controls	NA	0	0.5096258749254048	51.078125	0.45086299999999996	0.020779	False	ok
6303	condition_003	1	iid_high_indel	empirical_controls_plus_oracle_error	0.02	0	0.5540816248394549	52.5625	0.5000939999999999	0.020409	False	ok
6303	condition_004	5	error_free	baseline_total_bases	NA	0	1.456226124893874	70.328125	1.3904509999999999	0.029821	False	ok
6303	condition_004	5	error_free	oracle_error_survival	0.0	0	1.6343721251469105	82.296875	1.583121	0.028496999999999998	False	ok
6303	condition_004	5	error_free	empirical_controls	NA	0	1.6382113329600543	72.09375	1.5840969999999999	0.02974	False	ok
6303	condition_004	5	error_free	empirical_controls_plus_oracle_error	0.0	0	2.1340249171480536	73.28125	2.075115	0.030539	False	ok
6303	condition_005	5	iid_low_indel	baseline_total_bases	NA	0	1.6830319159198552	71.34375	1.626191	0.028265	False	ok
6303	condition_005	5	iid_low_indel	oracle_error_survival	0.003	0	1.9142559170722961	74.40625	1.83067	0.030817999999999998	False	ok
6303	condition_005	5	iid_low_indel	empirical_controls	NA	0	1.8147919168695807	77.796875	1.748624	0.030321999999999998	False	ok
6303	condition_005	5	iid_low_indel	empirical_controls_plus_oracle_error	0.003	0	2.173907082993537	71.625	2.109096	0.029824999999999997	False	ok
6303	condition_006	5	iid_high_indel	baseline_total_bases	NA	0	1.6260678749531507	71.375	1.552279	0.030638	False	ok
6303	condition_006	5	iid_high_indel	oracle_error_survival	0.02	0	1.6794900828972459	73.921875	1.6171119999999999	0.029037999999999998	False	ok
6303	condition_006	5	iid_high_indel	empirical_controls	NA	0	1.751069749938324	72.1875	1.681767	0.03092	False	ok
6303	condition_006	5	iid_high_indel	empirical_controls_plus_oracle_error	0.02	0	2.17849729093723	77.390625	2.119256	0.029705	False	ok
6303	condition_007	20	error_free	baseline_total_bases	NA	0	5.148973041912541	81.9375	5.057948	0.060335999999999994	False	ok
6303	condition_007	20	error_free	oracle_error_survival	0.0	0	8.14014529203996	81.453125	8.015014	0.06285	False	ok
6303	condition_007	20	error_free	empirical_controls	NA	0	6.851401207968593	90.109375	6.73856	0.061772	False	ok
6303	condition_007	20	error_free	empirical_controls_plus_oracle_error	0.0	0	9.561438416829333	90.4375	9.44699	0.065661	False	ok
6303	condition_008	20	iid_low_indel	baseline_total_bases	NA	0	5.140443499898538	81.5	5.03546	0.059713999999999996	False	ok
6303	condition_008	20	iid_low_indel	oracle_error_survival	0.003	0	7.171396166086197	90.4375	7.065494	0.062888	False	ok
6303	condition_008	20	iid_low_indel	empirical_controls	NA	0	6.606009874958545	81.1875	6.477416	0.064159	False	ok
6303	condition_008	20	iid_low_indel	empirical_controls_plus_oracle_error	0.003	0	7.8449146670755	81.65625	7.700912	0.074409	False	ok
6303	condition_009	20	iid_high_indel	baseline_total_bases	NA	0	5.293604457983747	89.234375	5.176468	0.063595	False	ok
6303	condition_009	20	iid_high_indel	oracle_error_survival	0.02	0	8.56514387507923	88.796875	8.443677	0.062448	False	ok
6303	condition_009	20	iid_high_indel	empirical_controls	NA	0	6.296547833131626	81.78125	6.19376	0.059646	False	ok
6303	condition_009	20	iid_high_indel	empirical_controls_plus_oracle_error	0.02	0	8.399167792173102	91.796875	8.239952	0.06948499999999999	False	ok
