family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	65.0000	5.0003	12.9991	792.9481	3.0000	11.7992	13.5991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	56.0000	5.0003	11.1993	683.1553	5.0000	8.3995	12.5992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	124.0000	5.0003	24.7984	1512.7010	2.0000	24.1984	25.7983	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	9.0000	5.0003	1.7999	109.7928	1.0000	1.1999	1.9999	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	73.0000	5.0003	14.5990	890.5417	3.0000	13.5991	15.7990	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	36.0000	5.0003	7.1995	439.1713	3.0000	6.3996	8.3995	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	272.0000	5.0003	54.3964	3318.1828	2.0000	53.5965	55.7963	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	207.0000	5.0003	41.3973	2525.2347	8.0000	37.1976	45.5970	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	216.0000	5.0003	43.1972	2635.0275	6.0000	40.3974	44.5971	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	210.0000	5.0003	41.9973	2561.8323	10.0000	38.9974	46.9969	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	102.0000	5.0003	20.3987	1244.3185	3.0000	18.3988	21.3986	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	210.0000	5.0003	41.9973	2561.8323	7.0000	40.5973	44.7971	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	434.0000	5.0003	86.7943	5294.4534	9.0000	81.3947	88.7942	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	307.0000	5.0003	61.3960	3745.1548	8.0000	57.3962	65.1957	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	473.0000	5.0003	94.5938	5770.2223	6.0000	91.9940	96.3937	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	544.0000	5.0003	108.7929	6636.3656	20.0000	102.7933	116.9923	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	563.0000	5.0003	112.5926	6868.1504	8.0000	110.3928	116.1924	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	394.0000	5.0003	78.7948	4806.4854	7.0000	75.7950	82.9946	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f019	171	171	47.0000	5.0003	9.3994	1607.2948	3.0000	8.3995	10.7993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f020	171	171	58.0000	5.0003	11.5992	1983.4702	7.0000	8.5994	14.3991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f021	171	171	43.0000	5.0003	8.5994	1470.5037	2.0000	7.7995	9.3994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f022	171	171	68.0000	5.0003	13.5991	2325.4478	7.0000	11.3993	18.1988	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f023	171	171	126.0000	5.0003	25.1984	4308.9179	4.0000	23.7984	27.1982	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f024	171	171	44.0000	5.0003	8.7994	1504.7015	3.0000	7.5995	10.3993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f025	171	171	338.0000	5.0003	67.5956	11558.8434	5.0000	65.5957	69.3955	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f026	171	171	156.0000	5.0003	31.1980	5334.8508	5.0000	29.3981	33.1978	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f027	171	171	242.0000	5.0003	48.3968	8275.8583	8.0000	45.9970	51.3966	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f028	171	171	128.0000	5.0003	25.5983	4377.3135	7.0000	22.5985	28.1982	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f029	171	171	206.0000	5.0003	41.1973	7044.7389	7.0000	39.1974	43.5971	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f030	171	171	113.0000	5.0003	22.5985	3864.3470	7.0000	19.3987	25.5983	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f031	171	171	687.0000	5.0003	137.3910	23493.8621	7.0000	134.9912	139.3909	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f032	171	171	507.0000	5.0003	101.3934	17338.2650	23.0000	91.9940	107.7929	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f033	171	171	915.0000	5.0003	182.9880	31290.9517	9.0000	179.9882	186.5878	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f034	171	171	385.0000	5.0003	76.9950	13166.1381	14.0000	70.3954	81.9946	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f035	171	171	872.0000	5.0003	174.3886	29820.4480	15.0000	168.9889	179.1883	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f036	171	171	584.0000	5.0003	116.7924	19971.4927	22.0000	109.9928	125.3918	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f037	421	421	100.0000	5.0003	19.9987	8419.4489	4.0000	18.3988	21.7986	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f038	421	421	60.0000	5.0003	11.9992	5051.6693	5.0000	10.1993	14.1991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f039	421	421	7.0000	5.0003	1.3999	589.3614	1.0000	1.1999	1.7999	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f040	421	421	13.0000	5.0003	2.5998	1094.5284	2.0000	1.7999	3.3998	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f041	421	421	75.0000	5.0003	14.9990	6314.5866	4.0000	13.5991	16.5989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f042	421	421	42.0000	5.0003	8.3995	3536.1685	6.0000	6.3996	10.3993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f043	421	421	188.0000	5.0003	37.5975	15828.5639	5.0000	35.1977	39.9974	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f044	421	421	137.0000	5.0003	27.3982	11534.6449	8.0000	24.1984	30.3980	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f045	421	421	230.0000	5.0003	45.9970	19364.7324	5.0000	44.1971	47.7969	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f046	421	421	150.0000	5.0003	29.9980	12629.1733	10.0000	26.5983	34.7977	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f047	421	421	277.0000	5.0003	55.3964	23321.8734	8.0000	52.7965	57.9962	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f048	421	421	252.0000	5.0003	50.3967	21217.0111	15.0000	45.3970	56.5963	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f049	421	421	865.0000	5.0003	172.9887	72828.2327	10.0000	168.9889	176.9884	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f050	421	421	508.0000	5.0003	101.5933	42770.8002	16.0000	96.1937	108.5929	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
