seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	assembly_fraction	family_id	true_assembly_bp	predicted_assembly_bp	overlap_bp	base_recall	base_precision	fragments	truth_fragments
5702	0.03	1	500	iid_base	0.9	0.5	f1	610	599	598	0.980327868852459	0.998330550918197	1	1
5702	0.03	1	500	iid_base	0.9	0.5	f2	6840	6812	6812	0.995906432748538	1.0	1	1
5702	0.03	1	500	iid_base	0.9	0.5	f3	42100	42059	42059	0.9990261282660332	1.0	1	1
5702	0.03	1	500	iid_base	0.9	0.25	f1	305	306	305	1.0	0.9967320261437909	1	1
5702	0.03	1	500	iid_base	0.9	0.25	f2	3420	3400	3400	0.9941520467836257	1.0	1	1
5702	0.03	1	500	iid_base	0.9	0.25	f3	21050	21009	21009	0.9980522565320665	1.0	1	1
5702	0.03	1	500	iid_base	0.9	0	f1	0	0	0	NA	NA	0	0
5702	0.03	1	500	iid_base	0.9	0	f2	0	0	0	NA	NA	0	0
5702	0.03	1	500	iid_base	0.9	0	f3	0	0	0	NA	NA	0	0
5702	0.03	3	500	iid_base	0.9	1	f1	1220	1221	1220	1.0	0.9991809991809992	3	3
5702	0.03	3	500	iid_base	0.9	1	f2	13680	13585	13584	0.9929824561403509	0.9999263894000736	3	3
5702	0.03	3	500	iid_base	0.9	1	f3	84200	84120	84119	0.9990380047505938	0.9999881122206372	3	3
5702	0.03	3	500	iid_base	0.9	0.75	f1	915	867	866	0.946448087431694	0.9988465974625144	3	3
5702	0.03	3	500	iid_base	0.9	0.75	f2	10260	10202	10201	0.9942495126705653	0.9999019800039208	3	3
5702	0.03	3	500	iid_base	0.9	0.75	f3	63150	63088	63087	0.9990023752969122	0.9999841491250318	3	3
5702	0.03	3	500	iid_base	0.9	0.5	f1	610	599	598	0.980327868852459	0.998330550918197	3	3
5702	0.03	3	500	iid_base	0.9	0.5	f2	6840	6719	6718	0.9821637426900585	0.9998511683286203	3	3
5702	0.03	3	500	iid_base	0.9	0.5	f3	42100	41993	41993	0.997458432304038	1.0	3	3
5702	0.03	3	500	iid_base	0.9	0.25	f1	305	306	305	1.0	0.9967320261437909	3	3
5702	0.03	3	500	iid_base	0.9	0.25	f2	3420	3316	3315	0.9692982456140351	0.9996984318455971	3	3
5702	0.03	3	500	iid_base	0.9	0.25	f3	21050	20969	20969	0.9961520190023753	1.0	3	3
5702	0.03	3	500	iid_base	0.9	0	f1	0	0	0	NA	NA	0	0
5702	0.03	3	500	iid_base	0.9	0	f2	0	0	0	NA	NA	0	0
5702	0.03	3	500	iid_base	0.9	0	f3	0	0	0	NA	NA	0	0
5702	0.05	1	500	iid_base	0.9	1	f1	1220	1039	1039	0.851639344262295	1.0	3	1
5702	0.05	1	500	iid_base	0.9	1	f2	13680	13609	13609	0.9948099415204679	1.0	1	1
5702	0.05	1	500	iid_base	0.9	1	f3	84200	84159	84159	0.9995130641330167	1.0	1	1
5702	0.05	1	500	iid_base	0.9	0.75	f1	915	786	786	0.8590163934426229	1.0	2	1
5702	0.05	1	500	iid_base	0.9	0.75	f2	10260	10195	10195	0.9936647173489279	1.0	1	1
5702	0.05	1	500	iid_base	0.9	0.75	f3	63150	63068	63068	0.9987015043547111	1.0	1	1
5702	0.05	1	500	iid_base	0.9	0.5	f1	610	467	467	0.7655737704918033	1.0	2	1
5702	0.05	1	500	iid_base	0.9	0.5	f2	6840	6828	6828	0.9982456140350877	1.0	1	1
5702	0.05	1	500	iid_base	0.9	0.5	f3	42100	42059	42059	0.9990261282660332	1.0	1	1
5702	0.05	1	500	iid_base	0.9	0.25	f1	305	283	283	0.9278688524590164	1.0	1	1
5702	0.05	1	500	iid_base	0.9	0.25	f2	3420	3397	3397	0.9932748538011696	1.0	1	1
5702	0.05	1	500	iid_base	0.9	0.25	f3	21050	20961	20961	0.995771971496437	1.0	1	1
5702	0.05	1	500	iid_base	0.9	0	f1	0	0	0	NA	NA	0	0
5702	0.05	1	500	iid_base	0.9	0	f2	0	0	0	NA	NA	0	0
5702	0.05	1	500	iid_base	0.9	0	f3	0	0	0	NA	NA	0	0
5702	0.05	3	500	iid_base	0.9	1	f1	1220	1017	1017	0.8336065573770491	1.0	4	3
5702	0.05	3	500	iid_base	0.9	1	f2	13680	13581	13579	0.9926169590643275	0.9998527354392166	3	3
5702	0.05	3	500	iid_base	0.9	1	f3	84200	84115	84115	0.9989904988123516	1.0	3	3
5702	0.05	3	500	iid_base	0.9	0.75	f1	915	692	692	0.7562841530054645	1.0	4	3
5702	0.05	3	500	iid_base	0.9	0.75	f2	10260	10161	10161	0.9903508771929824	1.0	3	3
5702	0.05	3	500	iid_base	0.9	0.75	f3	63150	62957	62957	0.9969437846397466	1.0	3	3
5702	0.05	3	500	iid_base	0.9	0.5	f1	610	442	442	0.7245901639344262	1.0	3	3
5702	0.05	3	500	iid_base	0.9	0.5	f2	6840	6826	6825	0.9978070175438597	0.9998535013184882	3	3
