family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	45150	45163.0	0.0002879291251384275	13.0
truth_f2	57442	57461.0	0.0003307684272831726	19.0
truth_f3	41030	41040.0	0.00024372410431391665	10.0
