family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	40.0000	1.0007	39.9703	2438.1879	0.0000	37.9718	39.9703	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	0.0000	1.0007	0.0000	0.0000	0.0000	0.0000	0.0000	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	20.0000	1.0007	19.9851	1219.0940	0.0000	18.9859	19.9851	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	23.0000	1.0007	22.9829	1401.9581	1.0000	21.9837	24.9814	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	0.0000	1.0007	0.0000	0.0000	0.0000	0.0000	0.0000	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	14.0000	1.0007	13.9896	853.3658	1.0000	11.9911	15.9881	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	58.0000	1.0007	57.9569	3535.3725	0.0000	56.9577	57.9569	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	40.0000	1.0007	39.9703	2438.1879	2.0000	36.9725	42.9681	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	266.0000	1.0007	265.8025	16213.9498	1.0000	263.8039	266.8017	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	33.0000	1.0007	32.9755	2011.5050	3.0000	28.9785	39.9703	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	118.0000	1.0007	117.9124	7192.6544	1.0000	116.9131	118.9116	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	82.0000	1.0007	81.9391	4998.2853	5.0000	75.9436	89.9332	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	285.0000	1.0007	284.7883	17372.0891	0.0000	284.7883	285.7876	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	28.0000	1.0007	27.9792	1706.7316	2.0000	23.9822	33.9747	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	19.0000	1.0007	18.9859	1158.1393	0.0000	18.9859	19.9851	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	321.0000	1.0007	320.7616	19566.4582	13.0000	300.7765	345.7430	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	59.0000	1.0007	58.9562	3596.3272	0.0000	57.9569	58.9562	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	72.0000	1.0007	71.9465	4388.7383	5.0000	61.9540	77.9421	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f019	171	171	20.0000	1.0007	19.9851	3417.4601	0.0000	18.9859	19.9851	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f020	171	171	47.0000	1.0007	46.9651	8031.0313	4.0000	38.9710	54.9592	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f021	171	171	17.0000	1.0007	16.9874	2904.8411	0.0000	16.9874	17.9866	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f022	171	171	39.0000	1.0007	38.9710	6664.0473	3.0000	32.9755	44.9666	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f023	171	171	42.0000	1.0007	41.9688	7176.6663	0.0000	38.9710	41.9688	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f024	171	171	24.0000	1.0007	23.9822	4100.9522	2.0000	17.9866	29.9777	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f025	171	171	52.0000	1.0007	51.9614	8885.3964	0.0000	51.9614	51.9614	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f026	171	171	73.0000	1.0007	72.9458	12473.7295	5.0000	63.9525	81.9391	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f027	171	171	0.0000	1.0007	0.0000	0.0000	0.0000	0.0000	0.0000	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f028	171	171	80.0000	1.0007	79.9406	13669.8406	6.0000	69.9480	87.9346	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f029	171	171	100.0000	1.0007	99.9257	17087.3007	0.0000	98.9265	100.9250	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f030	171	171	40.0000	1.0007	39.9703	6834.9203	3.0000	34.9740	44.9666	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f031	171	171	252.0000	1.0007	251.8129	43059.9978	0.0000	250.8136	252.8121	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f032	171	171	179.0000	1.0007	178.8671	30586.2683	7.0000	165.8767	191.8574	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f033	171	171	0.0000	1.0007	0.0000	0.0000	0.0000	0.0000	0.0000	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f034	171	171	195.0000	1.0007	194.8552	33320.2364	6.0000	182.8641	208.8448	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f035	171	171	144.0000	1.0007	143.8931	24605.7130	1.0000	142.8938	144.8923	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f036	171	171	118.0000	1.0007	117.9124	20163.0148	3.0000	109.9183	124.9072	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f037	421	421	15.0000	1.0007	14.9889	6310.3102	0.0000	14.9889	14.9889	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f038	421	421	28.0000	1.0007	27.9792	11779.2457	3.0000	23.9822	33.9747	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f039	421	421	46.0000	1.0007	45.9658	19351.6179	1.0000	44.9666	47.9644	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f040	421	421	9.0000	1.0007	8.9933	3786.1861	1.0000	6.9948	10.9918	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f041	421	421	13.0000	1.0007	12.9903	5468.9355	0.0000	10.9918	12.9903	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f042	421	421	21.0000	1.0007	20.9844	8834.4342	2.0000	15.9881	23.9822	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f043	421	421	55.0000	1.0007	54.9592	23137.8040	0.0000	53.9599	54.9592	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f044	421	421	35.0000	1.0007	34.9740	14724.0571	2.0000	30.9770	39.9703	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f045	421	421	124.0000	1.0007	123.9079	52165.2308	0.0000	122.9087	124.9072	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f046	421	421	89.0000	1.0007	88.9339	37441.1737	5.0000	76.9428	97.9272	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f047	421	421	25.0000	1.0007	24.9814	10517.1836	0.0000	23.9822	24.9814	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f048	421	421	130.0000	1.0007	129.9035	54689.3549	10.0000	113.9153	149.8886	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f049	421	421	303.0000	1.0007	302.7750	127468.2656	1.0000	300.7765	303.7742	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f050	421	421	64.0000	1.0007	63.9525	26923.9901	6.0000	53.9599	72.9458	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f051	421	421	137.0000	1.0007	136.8983	57634.1663	1.0000	135.8990	137.8975	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f052	421	421	160.0000	1.0007	159.8812	67309.9752	7.0000	144.8923	174.8700	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f053	421	421	253.0000	1.0007	252.8121	106433.8983	0.0000	251.8129	253.8114	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f054	421	421	169.0000	1.0007	168.8745	71096.1613	8.0000	157.8827	182.8641	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
megabase_171	171	171	5694.0000	1.0007	5689.7714	972950.9029	39.0000	5627.8174	5821.6733	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
