family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	43092	42750.0	0.007936507936507936	0
truth_f2	45144	44802.0	0.007575757575757576	0
truth_f3	55404	54891.0	0.009259259259259259	0
