family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	38988	25308.0	0.3508771929824561	0
truth_f2	43092	28215.0	0.34523809523809523	0
truth_f3	61560	40014.0	0.35	0
