family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	237.0000	20.0012	11.8493	722.8061	5.0000	11.2493	13.1492	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	141.0000	20.0012	7.0496	430.0239	14.0000	6.0996	8.3495	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	152.0000	20.0012	7.5995	463.5718	7.0000	7.1496	8.3495	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	162.0000	20.0012	8.0995	494.0700	5.0000	7.4995	8.6495	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	317.0000	20.0012	15.8490	966.7913	7.0000	14.8491	16.2490	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	140.0000	20.0012	6.9996	426.9741	14.0000	5.7996	7.7995	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	1003.0000	20.0012	50.1470	3058.9642	12.0000	49.2970	51.0469	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	728.0000	20.0012	36.3978	2220.2651	34.0000	33.8479	38.7976	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	1093.0000	20.0012	54.6467	3333.4475	29.0000	52.4468	56.8965	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	868.0000	20.0012	43.3974	2647.2392	68.0000	38.7476	50.1470	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	1149.0000	20.0012	57.4465	3504.2371	13.0000	56.1466	58.9464	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	636.0000	20.0012	31.7981	1939.6822	25.0000	29.2482	33.4980	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	2607.0000	20.0012	130.3421	7950.8670	21.0000	127.6422	131.9920	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	2127.0000	20.0012	106.3435	6486.9559	78.0000	98.3940	111.7932	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	2506.0000	20.0012	125.2924	7642.8357	10.0000	124.4424	126.7423	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	1750.0000	20.0012	87.4947	5337.1758	66.0000	83.6949	95.9942	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	3191.0000	20.0012	159.5403	9731.9588	32.0000	157.0405	162.8401	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	1640.0000	20.0012	81.9950	5001.6961	48.0000	78.0953	86.7447	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f019	171	171	153.0000	20.0012	7.6495	1308.0705	5.0000	6.8996	7.9995	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f020	171	171	144.0000	20.0012	7.1996	1231.1252	15.0000	5.6997	8.3995	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f021	171	171	276.0000	20.0012	13.7992	2359.6567	5.0000	13.1992	14.5991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f022	171	171	207.0000	20.0012	10.3494	1769.7425	15.0000	8.4995	11.3993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f023	171	171	269.0000	20.0012	13.4492	2299.8103	11.0000	12.5992	14.3491	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f024	171	171	196.0000	20.0012	9.7994	1675.6982	25.0000	7.4995	13.0992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f025	171	171	1211.0000	20.0012	60.5463	10353.4210	11.0000	59.4964	61.4463	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f026	171	171	763.0000	20.0012	38.1477	6523.2537	45.0000	33.6980	41.2975	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f027	171	171	738.0000	20.0012	36.8978	6309.5167	13.0000	35.7978	37.8477	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f028	171	171	760.0000	20.0012	37.9977	6497.6053	41.0000	33.9979	41.2975	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f029	171	171	858.0000	20.0012	42.8974	7335.4544	15.0000	41.8975	44.3973	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f030	171	171	700.0000	20.0012	34.9979	5984.6364	50.0000	30.2982	39.3976	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f031	171	171	2433.0000	20.0012	121.6426	20800.8863	15.0000	120.0927	123.5925	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f032	171	171	1720.0000	20.0012	85.9948	14705.1067	69.0000	79.6952	94.0943	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f033	171	171	2735.0000	20.0012	136.7417	23382.8295	24.0000	134.5918	138.5916	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f034	171	171	1861.0000	20.0012	93.0443	15910.5834	59.0000	87.0447	101.1939	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
