panel	run_accession	reported_species	reported_material	metric	bin_lower_bound	bin_label	value	read_count	library_read_count
E	SRR28726931	Glycine soja	YSD56	gc_histogram	34	34	0.1619977938482218	423985	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	36	36	0.09584648179160615	250852	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	38	38	0.0744750073264566	194918	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	40	40	0.05942587326204414	155531	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	42	42	0.03669494468764077	96039	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	44	44	0.026133766769179747	68398	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	46	46	0.01129516087064668	29562	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	48	48	0.002630646864028225	6885	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	50	50	0.0005341531323037704	1398	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	52	52	0.005784748514362721	15140	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	54	54	0.0003392904016350129	888	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	56	56	8.787927069375336e-06	23	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	58	58	4.96708921312519e-06	13	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	60	60	1.1462513568750438e-06	3	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	62	62	3.8208378562501456e-07	1	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	64	64	0.0	0	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	66	66	0.0	0	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	68	68	0.0	0	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	70	at_least_70	0.0	0	2617227
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	20	20	0.0	0	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	22	22	0.0	0	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	24	24	2.230397869523955e-06	2	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	26	26	4.46079573904791e-06	4	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	28	28	1.5612785086667686e-05	14	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	30	30	0.00010259830199810194	92	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	32	32	0.0005865946396848002	526	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	34	34	0.005183444648773672	4648	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	36	36	0.009075488931092973	8138	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	38	38	0.022425535379128607	20109	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	40	40	0.13074815350936378	117242	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	42	42	0.3269406413062994	293168	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	44	44	0.28655482708282914	256954	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	46	46	0.13186669804093004	118245	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	48	48	0.05314703563395156	47657	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	50	50	0.018143171469642613	16269	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	52	52	0.005697551357698943	5109	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	54	54	0.007730559015770028	6932	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	56	56	0.001092894956066738	980	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	58	58	0.0004761899451433644	427	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	60	60	8.140952223762435e-05	73	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	62	62	5.910554354238481e-05	53	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	64	64	4.46079573904791e-05	40	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	66	66	1.784318295619164e-05	16	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	68	68	1.1151989347619776e-06	1	896701
E	ERR4659246	Hordeum vulgare	Morex	gc_histogram	70	at_least_70	2.230397869523955e-06	2	896701
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	20	20	5.599464691175523e-07	1	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	22	22	1.1198929382351047e-06	2	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	24	24	4.479571752940419e-06	8	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	26	26	1.1198929382351047e-05	20	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	28	28	5.039518222057971e-05	90	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	30	30	0.00025085601816466344	448	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	32	32	0.001577369203504145	2817	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	34	34	0.006268040775301881	11194	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	36	36	0.04133412845731948	73818	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	38	38	0.11388359272853515	203383	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	40	40	0.2158649633095076	385510	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	42	42	0.2407355456818328	429926	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	44	44	0.17497655224160572	312488	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	46	46	0.09693625289422331	173117	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	48	48	0.049335203554540186	88107	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	50	50	0.024584449726606138	43905	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	52	52	0.01207692544592737	21568	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	54	54	0.005930393054423997	10591	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	56	56	0.003292485238411208	5880	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	58	58	0.0017319144289805895	3093	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	60	60	0.006960694557600293	12431	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	62	62	0.004060171847571372	7251	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	64	64	7.783255920733977e-05	139	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	66	66	2.6317484048524962e-05	47	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	68	68	1.623844760440902e-05	29	1785885
E	SRR25241090	Oryza sativa	Nipponbare	gc_histogram	70	at_least_70	1.2318822320586151e-05	22	1785885
E	ERR15194059	Secale cereale	Lo7	gc_histogram	20	20	0.0	0	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	22	22	1.0924245817379383e-06	5	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	24	24	2.1848491634758765e-07	1	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	26	26	3.932728494256578e-06	18	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	28	28	1.6386368726069075e-05	75	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	30	30	7.778063021974121e-05	356	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	32	32	0.0009567454486860864	4379	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	34	34	0.008834874562347403	40437	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	36	36	0.018878189197013312	86405	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	38	38	0.015095559840287527	69092	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	40	40	0.07574609867871247	346688	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	42	42	0.21009225525592776	961587	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	44	44	0.26047247363160164	1192176	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	46	46	0.2014843865216655	922189	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	48	48	0.10607508234150285	485503	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	50	50	0.04670333571846034	213760	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	52	52	0.027281774534490575	124868	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	54	54	0.018664729433741718	85428	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	56	56	0.007609829636386478	34830	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	58	58	0.0016974093151044085	7769	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	60	60	0.0002595600806209341	1188	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	62	62	3.845334527717543e-05	176	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	64	64	8.30242682120833e-06	38	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	66	66	1.5293944144331136e-06	7	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	68	68	0.0	0	4576975
E	ERR15194059	Secale cereale	Lo7	gc_histogram	70	at_least_70	0.0	0	4576975
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	20	20	1.4e-05	21	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	22	22	2.666666666666667e-06	4	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	24	24	1.2666666666666667e-05	19	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	26	26	2.2e-05	33	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	28	28	5.2e-05	78	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	30	30	0.0004966666666666666	745	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	32	32	0.0009526666666666667	1429	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	34	34	0.00468	7020	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	36	36	0.010840666666666667	16261	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	38	38	0.026076	39114	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	40	40	0.08538666666666667	128080	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	42	42	0.17136066666666666	257041	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	44	44	0.23220266666666667	348304	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	46	46	0.21100666666666668	316510	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	48	48	0.13	195000	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	50	50	0.06460666666666667	96910	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	52	52	0.03050133333333333	45752	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	54	54	0.015356666666666666	23035	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	56	56	0.010624666666666666	15937	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	58	58	0.003376	5064	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	60	60	0.0012853333333333334	1928	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	62	62	0.0006573333333333333	986	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	64	64	0.000448	672	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	66	66	3.4666666666666665e-05	52	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	68	68	3.3333333333333333e-06	5	1500000
E	SRR28200549	Triticum aestivum	Chinese Spring	gc_histogram	70	at_least_70	0.0	0	1500000
E	SRR15447419	Zea mays	Mo17	gc_histogram	20	20	0.0	0	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	22	22	0.0	0	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	24	24	0.0	0	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	26	26	2.4529644074864474e-06	1	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	28	28	0.0	0	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	30	30	9.075968307699856e-05	37	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	32	32	0.0030416758652831947	1240	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	34	34	0.014680991978806388	5985	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	36	36	0.02798341796060539	11408	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	38	38	0.0269139254789413	10972	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	40	40	0.08496087521770058	34636	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	42	42	0.22619520690754777	92213	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	44	44	0.2255402654107489	91946	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	46	46	0.1288174258591508	52515	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	48	48	0.08086197169279073	32965	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	50	50	0.057737876223416	23538	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	52	52	0.04057203129982584	16540	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	54	54	0.027632644050334828	11265	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	56	56	0.0199818480633846	8146	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	58	58	0.019535408541222068	7964	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	60	60	0.0110407927980965	4501	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	62	62	0.004071920916427503	1660	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	64	64	0.0003262442661956975	133	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	66	66	4.905928814972895e-06	2	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	68	68	2.4529644074864474e-06	1	407670
E	SRR15447419	Zea mays	Mo17	gc_histogram	70	at_least_70	4.905928814972895e-06	2	407670
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	0	0	0.0	0	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	5	5	0.0	0	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	10	10	0.0	0	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	15	15	0.0	0	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	20	20	0.16002608405146568	149449	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	25	25	0.19632531823399407	183349	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	30	30	0.2775842056571125	259237	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	35	35	0.27279356336411453	254763	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	40	40	0.07504946975277973	70089	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	45	45	0.010476451541057754	9784	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	50	50	0.0027850828350665592	2601	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	55	55	0.001265654713974884	1182	933904
F	ERR6210723	Arabidopsis thaliana	Col-0N	quality_histogram	60	at_least_60	0.003694169850434306	3450	933904
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	0	0	0.0	0	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	5	5	0.0	0	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	10	10	0.0	0	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	15	15	0.00013227378638800988	130	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	20	20	0.17991473428231297	176822	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	25	25	0.19910257323389058	195680	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	30	30	0.21646096397065556	212740	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	35	35	0.2115393616263571	207903	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	40	40	0.13021031532035693	127972	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	45	45	0.037888299874848645	37237	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	50	50	0.012571097160183555	12355	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	55	55	0.005639950753451837	5543	982810
F	ERR8666127	Arabidopsis thaliana	Col-0R	quality_histogram	60	at_least_60	0.006540429991554827	6428	982810
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	0	0	0.0	0	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	5	5	0.0	0	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	10	10	0.0	0	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	15	15	0.0	0	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	20	20	0.2708283089736457	226842	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	25	25	0.3308149849687077	277086	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	30	30	0.26243275317400244	219810	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	35	35	0.10869451017567151	91041	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	40	40	0.021874768680469826	18322	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	45	45	0.0035709765922544074	2991	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	50	50	0.0009622892455222508	806	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	55	55	0.00030922197839983	259	837586
F	ERR8666125	Arabidopsis thaliana	Ey15-2R	quality_histogram	60	at_least_60	0.0005121862113263593	429	837586
F	ERR10422581	Avena sativa	Victoria	quality_histogram	0	0	0.0	0	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	5	5	0.0	0	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	10	10	0.0	0	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	15	15	0.0	0	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	20	20	0.2650219380719569	105704	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	25	25	0.3442647611884167	137310	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	30	30	0.2788968283815971	111238	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	35	35	0.09976181521875392	39790	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	40	40	0.010808574652124859	4311	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	45	45	0.000852450796038611	340	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	50	50	0.00015043249341857841	60	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	55	55	5.515858092014542e-05	22	398850
F	ERR10422581	Avena sativa	Victoria	quality_histogram	60	at_least_60	0.000188040616773223	75	398850
F	SRR28726931	Glycine soja	YSD56	quality_histogram	0	0	0.0	0	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	5	5	0.0	0	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	10	10	0.007034926660927769	18412	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	15	15	0.19221947503980358	503082	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	20	20	0.2782651256463425	728283	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	25	25	0.25234838246739777	660453	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	30	30	0.19014628841900225	497656	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	35	35	0.07963275634860865	208417	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	40	40	0.00035304541791751344	924	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	45	45	0.0	0	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	50	50	0.0	0	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	55	55	0.0	0	2617227
F	SRR28726931	Glycine soja	YSD56	quality_histogram	60	at_least_60	0.0	0	2617227
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	0	0	0.0	0	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	5	5	0.0	0	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	10	10	0.0	0	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	15	15	0.0	0	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	20	20	0.2745586321415946	246197	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	25	25	0.3814426436459868	342040	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	30	30	0.2718118971652758	243734	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	35	35	0.058473225746374764	52433	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	40	40	0.005015049609624613	4497	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	45	45	0.0016270752458177253	1459	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	50	50	0.0010761669720453083	965	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	55	55	0.000792906442615766	711	896701
F	ERR4659246	Hordeum vulgare	Morex	quality_histogram	60	at_least_60	0.005202403030664625	4665	896701
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	0	0	0.0	0	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	5	5	0.0	0	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	10	10	0.0	0	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	15	15	0.0	0	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	20	20	0.2204677232856539	393730	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	25	25	0.2370147013945467	423281	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	30	30	0.23793917301505976	424932	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	35	35	0.18655176565120374	333160	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	40	40	0.08319628643501681	148579	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	45	45	0.01981314586325547	35384	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	50	50	0.00641698653608715	11460	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	55	55	0.0028333291337348148	5060	1785885
F	SRR25241090	Oryza sativa	Nipponbare	quality_histogram	60	at_least_60	0.005766888685441672	10299	1785885
F	ERR15194059	Secale cereale	Lo7	quality_histogram	0	0	0.0	0	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	5	5	0.0	0	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	10	10	0.000614598069685764	2813	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	15	15	0.07944024164431748	363596	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	20	20	0.17240338870105254	789086	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	25	25	0.19876468628297073	909741	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	30	30	0.26209516110531517	1199603	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	35	35	0.2865501777921007	1311533	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	40	40	0.00013174640455759535	603	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	45	45	0.0	0	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	50	50	0.0	0	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	55	55	0.0	0	4576975
F	ERR15194059	Secale cereale	Lo7	quality_histogram	60	at_least_60	0.0	0	4576975
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	0	0	0.0	0	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	5	5	0.0	0	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	10	10	0.0	0	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	15	15	0.0	0	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	20	20	0.175394	263091	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	25	25	0.188524	282786	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	30	30	0.216468	324702	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	35	35	0.23476866666666665	352153	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	40	40	0.136132	204198	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	45	45	0.033628	50442	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	50	50	0.009522	14283	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	55	55	0.0034473333333333335	5171	1500000
F	SRR28200549	Triticum aestivum	Chinese Spring	quality_histogram	60	at_least_60	0.002116	3174	1500000
F	SRR15447419	Zea mays	Mo17	quality_histogram	0	0	0.0	0	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	5	5	0.0	0	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	10	10	0.0	0	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	15	15	0.0	0	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	20	20	0.3423013712071038	139546	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	25	25	0.31784286310005644	129575	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	30	30	0.22560404248534355	91972	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	35	35	0.0901538008683494	36753	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	40	40	0.01938823067677288	7904	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	45	45	0.003071111438173032	1252	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	50	50	0.0008364608629528786	341	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	55	55	0.0003360561238256433	137	407670
F	SRR15447419	Zea mays	Mo17	quality_histogram	60	at_least_60	0.000466063237422425	190	407670
