family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	100.0000	5.0002	19.9990	1219.9401	0.0000	18.9991	19.9990	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	89.0000	5.0002	17.7991	1085.7466	7.0000	14.9993	19.1991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	186.0000	5.0002	37.1982	2269.0885	1.0000	35.5983	37.3982	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	14.0000	5.0002	2.7999	170.7916	1.0000	1.9999	2.7999	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	114.0000	5.0002	22.7989	1390.7317	1.0000	21.7989	22.9989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	54.0000	5.0002	10.7995	658.7676	3.0000	9.7995	11.7994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	400.0000	5.0002	79.9961	4879.7602	1.0000	78.9961	80.1961	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	301.0000	5.0002	60.1970	3672.0196	14.0000	55.1973	67.9967	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	334.0000	5.0002	66.7967	4074.5998	0.0000	65.9968	66.7967	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	318.0000	5.0002	63.5969	3879.4094	25.0000	57.1972	71.1965	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	157.0000	5.0002	31.3985	1915.3059	1.0000	30.9985	31.5984	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	321.0000	5.0002	64.1968	3916.0076	18.0000	58.3971	69.1966	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	643.0000	5.0002	128.5937	7844.2145	1.0000	127.7937	128.7937	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	460.0000	5.0002	91.9955	5611.7242	18.0000	87.3957	99.9951	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
