scenario	dataset_id	seed	split	tool	repetition	total_bases	exit_code	runtime_seconds	peak_rss_mib	timed_out	status	error	truth_array_count	predicted_array_count	matched_array_count	array_recall	array_precision	array_f1	read_detection_recall	read_detection_precision	negative_read_count	false_positive_read_count	negative_read_call_rate	matched_period_mae_bp	matched_boundary_mae_bp	warning	array_recall_ci_low	array_recall_ci_high	array_precision_ci_low	array_precision_ci_high	negative_read_call_rate_ci_low	negative_read_call_rate_ci_high	truth_family_count	recovered_family_count	sequence_family_recall	family_criterion	prediction_sha256	catalog_sha256
clean_171	clean_171_s1101	1101	development	ultra	1	50000	0	4.522955916123465	421.265625	False	ok		7	7	7	1.0	1.0	1.0	1.0	1.0	3	0	0.0	1.0	11.785714285714286	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.6456695649333126	1.0	0.6456695649333126	1.0	0.0	0.5614970317550454	3	0	0.0	equal_length_circular_ungapped_identity_ge_0.9	efcd00a8b43e516cdc019fd04c82c74bdd631e6da228c759e1f2649346c5e816	74087581294e12ec87661fb601eb96bd9608f1a87f18d9c8852e5b0612e854e6
indel_4pct	indel_4pct_s1101	1101	development	ultra	1	50003	0	4.713964415946975	421.390625	False	ok		7	13	3	0.42857142857142855	0.23076923076923078	0.3	1.0	1.0	3	0	0.0	0.3333333333333333	220.16666666666666	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.15821985525146975	0.7495416354723428	0.08179528718498569	0.5025637594672749	0.0	0.5614970317550454	3	0	0.0	equal_length_circular_ungapped_identity_ge_0.9	2763ff8f0cee14c92ea75e8b022708c9169da63d67a40efcb606a3572974c616	0ffe1350de53725ba2bb282b653a0bc3001e4ad06b4f90e65a5fbb3a83a55d88
