material	tool	prediction_unit	source_rows	nonempty_consensus_rows	distinct_canonical_consensus_count	length_compatible_consensus_count	selected_query_count	recovered_query_count	selected_query_recall	homologous_consensus_fraction	threshold	warning
Nipponbare	tandemx	family_catalog	5903	5903	5903	73	1	1	1.0	0.0136986301369863	0.9	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
Nipponbare	tandemx_candidates	family_catalog	8353	8353	7074	91	1	1	1.0	0.054945054945054944	0.9	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
Nipponbare	tidehunter	array_consensus	10249	10249	8554	133	1	1	1.0	0.045112781954887216	0.9	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
Nipponbare	trf	array_consensus	10760	10760	9454	102	1	1	1.0	0.08823529411764706	0.9	posthoc_source_query_recovery_not_donor_presence_or_complete_family_recall;homologous_consensus_fraction_not_precision;prediction_units_differ
