length_bp	read_count
1144	1
4143	1
6915	1
8065	1
8102	1
8230	1
8374	1
8419	1
8434	1
8516	1
8701	1
8778	1
8843	1
8955	1
9156	1
9173	1
9255	1
9351	1
9601	1
9718	1
9834	1
10214	1
10665	1
10741	1
10798	1
11848	1
12159	1
12265	1
12294	1
12406	1
12446	1
12596	1
12607	1
12625	3
12708	1
12725	1
12729	1
12739	1
12798	1
12853	1
12857	1
12893	1
12894	1
12896	1
12941	1
12949	1
12956	1
12979	1
12995	1
13019	1
13070	1
13092	1
13093	1
13099	1
13109	1
13122	1
13147	1
13169	1
13170	1
13202	1
13225	1
13233	1
13257	1
13294	1
13302	1
13306	1
13324	1
13337	1
13342	1
13345	1
13346	1
13355	1
13371	1
13373	1
13384	1
13391	1
13392	1
13399	1
13401	1
13403	1
13411	1
13413	1
13448	1
13457	1
13469	1
13490	1
13497	1
13500	2
13504	1
13505	1
13518	2
13527	1
13533	1
13534	1
13548	1
13551	2
13555	1
13563	1
13569	1
13574	1
13588	1
13589	1
13593	1
13602	1
13613	1
13617	1
13619	1
13625	1
13632	1
13640	1
13662	1
13663	1
13669	1
13671	1
13673	1
13675	1
13683	1
13701	1
13706	1
13712	1
13720	1
13727	2
13734	1
13735	1
13736	1
13739	1
13749	1
13757	1
13760	1
13762	1
13786	1
13794	1
13798	1
13805	3
13811	1
13812	1
13815	1
13818	1
13821	1
13823	1
13827	1
13832	1
13842	1
13852	1
13853	1
13867	1
13872	1
13877	1
13882	1
13887	1
13893	1
13895	2
13897	2
13900	1
13902	1
13903	1
13905	1
13907	1
13913	1
13918	1
13921	1
13930	2
13931	1
13933	1
13934	1
13945	1
13962	1
13970	1
13973	1
13978	1
13988	1
13998	1
14002	1
14005	1
14007	1
14009	1
14013	1
14018	1
14024	1
14028	1
14037	1
14040	1
14041	1
14052	1
14055	1
14059	1
14060	1
14061	1
14063	1
14066	1
14069	1
14100	1
14104	1
14106	1
14114	1
14115	1
14127	1
14132	2
14133	1
14135	1
14139	1
14144	1
14150	1
14151	1
14152	1
14160	1
14163	1
14166	1
14167	1
14169	2
14186	1
14191	1
14192	1
14196	1
14201	1
14208	1
14210	2
14211	1
14217	1
14221	2
14222	1
14224	1
14229	1
14230	1
14233	2
14236	1
14240	1
14241	2
14244	1
14245	1
14246	1
14247	1
14251	1
14252	1
14256	1
14257	1
14259	1
14260	1
14262	1
14263	1
14265	2
14266	1
14270	2
14272	1
14273	1
14274	1
14275	1
14276	1
14281	2
14284	1
14285	1
14288	1
14293	1
14294	2
14295	2
14297	1
14307	1
14314	1
14315	1
14318	2
14323	1
14325	1
14326	1
14327	1
14329	1
14330	2
14335	1
14338	1
14343	2
14347	1
14352	1
14354	2
14355	2
14360	2
14361	1
14370	1
14375	1
14378	1
14380	1
14383	1
14389	2
14391	1
14398	2
14401	1
14407	1
14410	1
14412	1
14416	1
14419	1
14421	2
14426	2
14429	1
14432	2
14433	1
14436	1
14438	1
14441	1
14448	2
14452	1
14454	1
14455	1
14457	1
14458	1
14460	1
14465	1
14471	1
14474	1
14475	1
14478	1
14485	1
14488	2
14491	2
14495	1
14497	1
14500	1
14502	1
14505	1
14506	2
14507	3
14509	2
14510	1
14511	1
14513	1
14514	1
14515	1
14516	1
14518	2
14519	1
14522	1
14524	1
14526	2
14528	1
14531	1
14535	1
14537	1
14539	1
14541	2
14542	2
14544	1
14546	1
14547	1
14548	1
14552	2
14553	1
14554	1
14555	2
14556	1
14558	3
14559	2
14560	1
14564	1
14566	2
14570	1
14573	2
14577	1
14578	1
14581	1
14583	1
14585	1
14588	2
14589	1
14590	1
14596	1
14597	1
14598	1
14601	1
14605	1
14606	2
14607	1
14608	2
14613	1
14615	1
14618	3
14619	1
14621	1
14622	1
14623	1
14628	2
14629	2
14632	1
14634	3
14637	1
14640	1
14641	1
14642	3
14646	1
14649	1
14650	1
14651	1
14657	3
14661	1
14670	2
14672	1
14673	1
14674	1
14677	1
14679	2
14681	2
14687	3
14690	1
14691	2
14693	1
14696	1
14700	1
14701	2
14702	1
14703	1
14706	2
14710	1
14712	1
14714	2
14716	1
14721	1
14722	1
14723	2
14724	1
14727	1
14730	1
14734	1
14735	1
14737	1
14738	1
14740	2
14742	1
14743	1
14748	2
14752	1
14753	1
14759	1
14762	1
14764	1
14767	1
14771	1
14773	2
14774	1
14775	1
14779	1
14780	2
14782	2
14783	1
14784	2
14787	1
14789	1
14790	1
14792	3
14793	1
14794	1
14796	1
14797	1
14798	2
14800	1
14801	3
14802	2
14803	2
14805	2
14807	1
14814	1
14815	2
14820	1
14821	2
14822	1
14827	2
14830	1
14831	1
14833	2
14835	1
14842	3
14844	1
14845	1
14846	3
14847	2
14848	1
14849	1
14850	2
14851	1
14853	1
