family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	47196	47198.0	4.237647258242224e-05	2.0
truth_f2	43092	43085.0	0.00016244314489928524	0
truth_f3	53352	53362.0	0.00018743439796071375	10.0
