dataset	minimum_count	status	workflow_wall_seconds	external_stage_wall_seconds	maximum_external_stage_peak_rss_mib	memory_method	input_sha256	total_input_bases	k	threads_parameter	temporary_and_output_bytes_after_run	warning	truth_array_count	predicted_array_count	matched_array_count	array_recall	array_precision	array_f1	read_detection_recall	read_detection_precision	negative_read_count	false_positive_read_count	negative_read_call_rate	matched_period_mae_bp	matched_boundary_mae_bp	base_union_recall	base_union_precision	base_union_f1	predicted_union_bp	truth_union_bp	duplicated_prediction_bp	duplicate_bp_fraction	array_recall_ci_low	array_recall_ci_high	array_precision_ci_low	array_precision_ci_high	negative_read_call_rate_ci_low	negative_read_call_rate_ci_high	cyclic_monomer_recall	distinct_consensus_count	homologous_consensus_fraction	unmatched_distinct_consensus_count	mean_best_cyclic_edit_similarity	native_catalogue_size	native_motif_lengths	truth_arrays_sha256	truth_reads_sha256
clean_171_s1101	100	ok	1.9233983331359923	1.9135621231980622	51.359375	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	7820f95674140bd99b71986ee0a5f863ac12c8f2ae9ad2ca304e872f843ce375	500000	151	1	1538259	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	50.32142857142857	0.9511347813979393	0.9998097287170593	0.9748650490390207	136647	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	b3ecd48f1f804c172fbe4bdf6c543cd062a76d38bd7da150fc68df019b3bc1cc	1d60c7d1502c73bd3c0bb4b6b97bad883fd310bdad460783195c99fa35de970f
clean_171_s1101	20	ok	1.9519747090525925	1.9441677897702903	48.25	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	7820f95674140bd99b71986ee0a5f863ac12c8f2ae9ad2ca304e872f843ce375	500000	151	1	1538249	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	50.32142857142857	0.9511347813979393	0.9998097287170593	0.9748650490390207	136647	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	b3ecd48f1f804c172fbe4bdf6c543cd062a76d38bd7da150fc68df019b3bc1cc	1d60c7d1502c73bd3c0bb4b6b97bad883fd310bdad460783195c99fa35de970f
indel_01pct_s1101	100	ok	1.961136082885787	1.9479117093142122	48.109375	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	ce95e06c650c7e00449c04a560a0dd1e306f6f10f820693fcb27b4b6aad2c66a	500006	151	1	1540991	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	54.57142857142857	0.9468972334767415	0.9999117841652576	0.9726826756675582	136030	143646	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	c64bb79b3ebe747e41218ebebc640a073c6d9fff903fcfd393dff9f2f86b7733	9ffb978087b4cbeacc132131ab4ad20997866ef45c521d1a0ce90a8ff4428557
indel_01pct_s1101	20	ok	1.9463294998276979	1.9374287931714207	49.828125	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	ce95e06c650c7e00449c04a560a0dd1e306f6f10f820693fcb27b4b6aad2c66a	500006	151	1	1540981	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	54.57142857142857	0.9468972334767415	0.9999117841652576	0.9726826756675582	136030	143646	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	c64bb79b3ebe747e41218ebebc640a073c6d9fff903fcfd393dff9f2f86b7733	9ffb978087b4cbeacc132131ab4ad20997866ef45c521d1a0ce90a8ff4428557
