family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f024	171	171	231.0000	20.0009	11.5495	1974.9628	33.0000	8.9496	14.0994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f025	171	171	1026.0000	20.0009	51.2977	8771.9127	1.0000	50.5478	51.3977	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f026	171	171	1101.0000	20.0009	55.0476	9413.1344	49.0000	51.5477	61.4473	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f027	171	171	1859.0000	20.0009	92.9459	15893.7482	2.0000	91.9459	93.2459	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f028	171	171	1145.0000	20.0009	57.2475	9789.3178	44.0000	51.4477	61.0973	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f029	171	171	1873.0000	20.0009	93.6459	16013.4429	1.0000	92.7459	93.7459	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f030	171	171	1137.0000	20.0009	56.8475	9720.9208	36.0000	53.1977	60.2473	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f031	171	171	4539.0000	20.0009	226.9400	38806.7365	3.0000	226.3900	227.1400	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f032	171	167	2674.0000	20.0009	133.6941	22861.6905	91.0000	125.9044	141.6337	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f033	171	171	4622.0000	20.0009	231.0898	39516.3552	1.0000	230.0898	231.1898	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f034	171	171	2280.0000	20.0009	113.9950	19493.1393	50.0000	109.2452	119.2447	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f035	171	171	4007.0000	20.0009	200.3412	34258.3373	2.0000	199.5912	200.5911	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f036	171	171	2597.0000	20.0009	129.8443	22203.3696	89.0000	120.3947	136.8940	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f037	421	421	463.0000	20.0009	23.1490	9745.7197	2.0000	22.9990	23.3490	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f038	421	421	250.0000	20.0009	12.4994	5262.2676	32.0000	10.4495	15.2493	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f039	421	421	418.0000	20.0009	20.8991	8798.5115	1.0000	20.6991	20.9491	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f040	421	421	213.0000	20.0009	10.6495	4483.4520	27.0000	7.6497	12.5494	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f041	421	421	432.0000	20.0009	21.5990	9093.1985	3.0000	21.3991	21.9990	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f042	421	421	251.0000	20.0009	12.5494	5283.3167	28.0000	10.0996	15.9493	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f043	421	421	2066.0000	20.0009	103.2954	43487.3798	2.0000	103.0455	103.4454	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f044	421	421	1173.0000	20.0009	58.6474	24690.5598	54.0000	53.3976	63.8972	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f045	421	421	1538.0000	20.0009	76.8966	32373.4705	3.0000	76.6466	77.1466	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f046	421	421	1011.0000	20.0009	50.5478	21280.6104	58.0000	45.4980	55.4476	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f047	421	418	1808.0000	20.0009	90.3960	38056.7196	2.0000	89.8460	90.5960	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f048	421	421	925.0000	20.0009	46.2480	19470.3903	55.0000	41.4982	51.6477	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f049	421	421	4467.0000	20.0009	223.3401	94026.1983	4.0000	222.9402	223.6401	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f050	421	421	3024.0000	20.0009	151.1933	63652.3894	107.0000	136.4940	159.9429	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f051	421	421	4017.0000	20.0009	200.8411	84554.1165	4.0000	200.4911	201.2911	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f052	421	421	2398.0000	20.0009	119.8947	50475.6712	75.0000	112.8950	126.3444	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f053	421	421	3891.0000	20.0009	194.5414	81901.9336	3.0000	194.2414	194.8414	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f054	421	421	2481.0000	20.0009	124.0445	52222.7441	98.0000	116.6948	133.2941	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
megabase_171	171	171	95250.0000	20.0009	4762.2897	814351.5423	420.0000	4734.6909	4814.8374	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
