family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	60.0000	1.0007	59.9571	3657.3857	0.0000	56.9593	59.9571	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	0.0000	1.0007	0.0000	0.0000	0.0000	0.0000	0.0000	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	107.0000	1.0007	106.9236	6522.3378	0.0000	101.9271	106.9236	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	0.0000	1.0007	0.0000	0.0000	0.0000	0.0000	0.0000	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	20.0000	1.0007	19.9857	1219.1286	0.0000	18.9864	19.9857	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	0.0000	1.0007	0.0000	0.0000	0.0000	0.0000	0.0000	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	68.0000	1.0007	67.9514	4145.0371	0.0000	67.9514	68.9507	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	64.0000	1.0007	63.9543	3901.2114	3.0000	59.9571	73.9471	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	58.0000	1.0007	57.9586	3535.4728	0.0000	56.9593	57.9586	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	117.0000	1.0007	116.9164	7131.9021	9.0000	104.9250	129.9071	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	87.0000	1.0007	86.9379	5303.2093	0.0000	85.9386	86.9379	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	41.0000	1.0007	40.9707	2499.2136	2.0000	37.9729	43.9686	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	102.0000	1.0007	101.9271	6217.5557	1.0000	100.9279	102.9264	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	0.0000	1.0007	0.0000	0.0000	0.0000	0.0000	0.0000	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	53.0000	1.0007	52.9621	3230.6907	0.0000	52.9621	53.9614	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	75.0000	1.0007	74.9464	4571.7321	2.0000	69.9500	76.9450	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
