family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	24480	24493.0	0.0005310457516339869	13.0
truth_f2	38880	38899.0	0.0004886831275720165	19.0
truth_f3	37440	37454.0	0.00037393162393162396	14.0
