family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	110.0000	5.0001	21.9994	1341.9615	0.0000	21.1994	21.9994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	42.0000	5.0001	8.3998	512.3853	3.0000	7.1998	8.9997	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	88.0000	5.0001	17.5995	1073.5692	1.0000	16.7995	17.7995	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	35.0000	5.0001	6.9998	426.9878	1.0000	6.5998	7.5998	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	132.0000	5.0001	26.3992	1610.3538	0.0000	24.9993	26.3992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	85.0000	5.0001	16.9995	1036.9703	7.0000	14.3996	19.3994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	339.0000	5.0001	67.7981	4135.6814	1.0000	66.7981	67.9980	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	350.0000	5.0001	69.9980	4269.8775	16.0000	65.1981	74.5979	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	602.0000	5.0001	120.3965	7344.1894	1.0000	118.9966	120.5965	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	277.0000	5.0001	55.3984	3379.3031	20.0000	50.7985	65.7981	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	356.0000	5.0001	71.1980	4343.0754	1.0000	70.3980	71.3980	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	194.0000	5.0001	38.7989	2366.7321	9.0000	36.3990	41.5988	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	958.0000	5.0001	191.5945	11687.2648	1.0000	191.3945	192.3945	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	996.0000	5.0001	199.1943	12150.8515	30.0000	181.9948	208.9940	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	1186.0000	5.0001	237.1932	14468.7850	1.0000	235.9932	237.5932	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	502.0000	5.0001	100.3971	6124.2244	17.0000	95.3973	109.7969	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	785.0000	5.0001	156.9955	9576.7253	0.0000	156.1955	156.9955	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	560.0000	5.0001	111.9968	6831.8041	20.0000	103.9970	117.3966	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f019	171	171	40.0000	5.0001	7.9998	1367.9608	0.0000	7.5998	7.9998	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f020	171	171	83.0000	5.0001	16.5995	2838.5186	7.0000	13.7996	19.3994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f021	171	171	126.0000	5.0001	25.1993	4309.0764	0.0000	23.9993	25.1993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f022	171	171	69.0000	5.0001	13.7996	2359.7323	6.0000	11.5997	16.1995	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f023	171	171	102.0000	5.0001	20.3994	3488.3000	0.0000	19.1994	20.3994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f024	171	171	135.0000	5.0001	26.9992	4616.8676	13.0000	19.9994	33.7990	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f025	171	171	456.0000	5.0001	91.1974	15594.7527	1.0000	90.1974	91.3974	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f026	171	171	405.0000	5.0001	80.9977	13850.6028	21.0000	70.9980	85.9975	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f027	171	171	352.0000	5.0001	70.3980	12038.0547	1.0000	69.7980	70.7980	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f028	171	171	291.0000	5.0001	58.1983	9951.9146	19.0000	51.5985	63.5982	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f029	171	171	500.0000	5.0001	99.9971	17099.5096	1.0000	99.1972	100.1971	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f030	171	171	256.0000	5.0001	51.1985	8754.9489	14.0000	44.7987	57.3984	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f031	171	171	879.0000	5.0001	175.7950	30060.9379	1.0000	174.7950	176.1949	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f032	171	171	819.0000	5.0001	163.7953	28008.9967	27.0000	151.9956	178.1949	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f033	171	171	1080.0000	5.0001	215.9938	36934.9407	1.0000	214.7938	216.1938	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f034	171	171	866.0000	5.0001	173.1950	29616.3506	37.0000	161.9954	188.1946	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f035	171	171	1271.0000	5.0001	254.1927	43466.9534	1.0000	252.9927	254.3927	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f036	171	171	360.0000	5.0001	71.9979	12311.6469	8.0000	68.9980	75.3978	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f037	421	421	134.0000	5.0001	26.7992	11282.4764	1.0000	26.7992	26.9992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
