family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	32837	32844.0	0.00021317416329140907	7.0
truth_f2	41040	41057.0	0.0004142300194931774	17.0
truth_f3	69766	69790.0	0.0003440071094802626	24.0
