family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	40320	40334.0	0.00034722222222222224	14.0
truth_f2	33120	33132.0	0.00036231884057971015	12.0
truth_f3	27360	27376.0	0.0005847953216374269	16.0
