family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	103.0000	5.0002	20.5991	1256.5430	1.0000	19.9991	20.7991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	39.0000	5.0002	7.7996	475.7784	4.0000	6.5997	8.7996	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	81.0000	5.0002	16.1993	988.1552	2.0000	15.7993	16.7992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	32.0000	5.0002	6.3997	390.3823	1.0000	6.1997	6.9997	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	121.0000	5.0002	24.1989	1476.1331	3.0000	23.5989	25.1989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	78.0000	5.0002	15.5993	951.5569	10.0000	13.3994	18.9991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	320.0000	5.0002	63.9971	3903.8230	2.0000	62.7972	64.3971	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	329.0000	5.0002	65.7970	4013.6180	15.0000	61.9972	70.1968	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	564.0000	5.0002	112.7949	6880.4880	4.0000	110.9950	113.5948	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	261.0000	5.0002	52.1976	3184.0556	20.0000	47.3979	60.7972	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	339.0000	5.0002	67.7969	4135.6125	3.0000	66.3970	68.3969	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	179.0000	5.0002	35.7984	2183.7010	10.0000	33.5985	39.1982	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	902.0000	5.0002	180.3918	11003.9011	5.0000	178.5919	182.3917	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	944.0000	5.0002	188.7914	11516.2779	29.0000	173.1921	196.9911	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	1122.0000	5.0002	224.3898	13687.7794	9.0000	220.5900	226.5897	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	471.0000	5.0002	94.1957	5745.9395	14.0000	89.7959	101.7954	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	739.0000	5.0002	147.7933	9015.3912	4.0000	146.5934	148.9932	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	530.0000	5.0002	105.9952	6465.7068	19.0000	98.3955	111.3949	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f019	171	171	37.0000	5.0002	7.3997	1265.3426	1.0000	6.7997	7.7996	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f020	171	171	78.0000	5.0002	15.5993	2667.4791	6.0000	13.1994	17.9992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f021	171	171	119.0000	5.0002	23.7989	4069.6155	2.0000	22.5990	24.1989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f022	171	171	67.0000	5.0002	13.3994	2291.2961	6.0000	10.9995	15.5993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f023	171	171	95.0000	5.0002	18.9991	3248.8527	1.0000	18.1992	19.3991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f024	171	171	126.0000	5.0002	25.1989	4309.0046	15.0000	18.1992	31.5986	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f025	171	171	431.0000	5.0002	86.1961	14739.5317	2.0000	85.1961	86.9961	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f026	171	171	381.0000	5.0002	76.1965	13029.6092	21.0000	66.3970	82.1963	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f027	171	171	332.0000	5.0002	66.3970	11353.8852	3.0000	65.3970	67.3969	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
