seed	unit_substitution_rate	array_fragments	fragment_gap_bp	coverage	substitution_rate	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	assembly_predicted_bp	period	estimated_haploid_depth	method	read_estimated_copies	read_estimated_bp	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome	fit_status	decision_threshold
5401	0.01	1	500	1	0.001	0	f3	0.0	True	0.0	421	1.0045	multik_loglinear	193.6500804985415	81526.68388988597	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.01	1	f1	1.0	False	1221.0	61	1.0045	single_k21	0.0	0.0	NA	assembly_only	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	1	f1	1.0	False	1221.0	61	1.0045	multik_loglinear	NA	NA	NA	unavailable	NA	NA	zero_support_at_one_or_more_k_not_absence	0.6
5401	0.01	1	500	1	0.01	1	f2	1.0	False	13656.0	171	1.0045	single_k21	43.802	7490.142	1.8231964093604633	possible_overexpansion	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	1	f2	1.0	False	13656.0	171	1.0045	multik_loglinear	67.11207482413458	11476.164794927014	1.1899445715555228	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.01	1	f3	1.0	False	84095.0	421	1.0045	single_k21	129.415	54483.715	1.543488728696272	possible_overexpansion	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	1	f3	1.0	False	84095.0	421	1.0045	multik_loglinear	193.96697690782722	81660.09727819526	1.0298175339359399	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.01	0.75	f1	0.75	False	916.0	61	1.0045	single_k21	0.0	0.0	NA	assembly_only	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0.75	f1	0.75	False	916.0	61	1.0045	multik_loglinear	NA	NA	NA	unavailable	NA	NA	zero_support_at_one_or_more_k_not_absence	0.6
5401	0.01	1	500	1	0.01	0.75	f2	0.75	False	10238.0	171	1.0045	single_k21	43.802	7490.142	1.3668632717510563	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0.75	f2	0.75	False	10238.0	171	1.0045	multik_loglinear	67.11207482413458	11476.164794927014	0.8921098801688228	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.01	0.75	f3	0.75	False	63045.0	421	1.0045	single_k21	129.415	54483.715	1.1571347511820735	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0.75	f3	0.75	False	63045.0	421	1.0045	multik_loglinear	193.96697690782722	81660.09727819526	0.7720416960222526	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.01	0.5	f1	0.5	True	611.0	61	1.0045	single_k21	0.0	0.0	NA	assembly_only	False	FN	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0.5	f1	0.5	True	611.0	61	1.0045	multik_loglinear	NA	NA	NA	unavailable	NA	NA	zero_support_at_one_or_more_k_not_absence	0.6
5401	0.01	1	500	1	0.01	0.5	f2	0.5	True	0.0	171	1.0045	single_k21	43.802	7490.142	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0.5	f2	0.5	True	0.0	171	1.0045	multik_loglinear	67.11207482413458	11476.164794927014	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.01	0.5	f3	0.5	True	41995.0	421	1.0045	single_k21	129.415	54483.715	0.7707807736678749	consistent	False	FN	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0.5	f3	0.5	True	41995.0	421	1.0045	multik_loglinear	193.96697690782722	81660.09727819526	0.5142658581085653	possible_collapse	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.01	0.25	f1	0.25	True	306.0	61	1.0045	single_k21	0.0	0.0	NA	assembly_only	False	FN	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0.25	f1	0.25	True	306.0	61	1.0045	multik_loglinear	NA	NA	NA	unavailable	NA	NA	zero_support_at_one_or_more_k_not_absence	0.6
5401	0.01	1	500	1	0.01	0.25	f2	0.25	True	0.0	171	1.0045	single_k21	43.802	7490.142	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0.25	f2	0.25	True	0.0	171	1.0045	multik_loglinear	67.11207482413458	11476.164794927014	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.01	0.25	f3	0.25	True	20883.0	421	1.0045	single_k21	129.415	54483.715	0.3832888414455586	possible_collapse	True	TP	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0.25	f3	0.25	True	20883.0	421	1.0045	multik_loglinear	193.96697690782722	81660.09727819526	0.2557307754466286	possible_collapse	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.01	0	f1	0.0	True	0.0	61	1.0045	single_k21	0.0	0.0	NA	low_confidence	False	FN	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0	f1	0.0	True	0.0	61	1.0045	multik_loglinear	NA	NA	NA	unavailable	NA	NA	zero_support_at_one_or_more_k_not_absence	0.6
5401	0.01	1	500	1	0.01	0	f2	0.0	True	0.0	171	1.0045	single_k21	43.802	7490.142	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0	f2	0.0	True	0.0	171	1.0045	multik_loglinear	67.11207482413458	11476.164794927014	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	1	0.01	0	f3	0.0	True	0.0	421	1.0045	single_k21	129.415	54483.715	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	1	0.01	0	f3	0.0	True	0.0	421	1.0045	multik_loglinear	193.96697690782722	81660.09727819526	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	1	f1	1.0	False	1221.0	61	4.9975	single_k21	5.2026	317.3586	3.847382739903692	possible_overexpansion	False	TN	single_k_baseline	0.6
