seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	coverage	substitution_rate	read_length	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome
5501	0.01	1	500	iid_base	0.9	1	0.001	5000	0.5	f3	0.5	True	0.7332	consistent	False	FN
5501	0.01	1	500	iid_base	0.9	1	0.001	5000	0.25	f1	0.25	True	0.1527	possible_collapse	True	TP
5501	0.01	1	500	iid_base	0.9	1	0.001	5000	0.25	f2	0.25	True	0.2421	possible_collapse	True	TP
5501	0.01	1	500	iid_base	0.9	1	0.001	5000	0.25	f3	0.25	True	0.3665	possible_collapse	True	TP
5501	0.01	1	500	iid_base	0.9	1	0.001	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5501	0.01	1	500	iid_base	0.9	1	0.001	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5501	0.01	1	500	iid_base	0.9	1	0.001	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	1	f1	1.0	False	0.7181	consistent	False	TN
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	1	f2	1.0	False	1.1475	consistent	False	TN
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	1	f3	1.0	False	1.7938	possible_overexpansion	False	TN
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	0.75	f1	0.75	False	0.5387	possible_collapse	True	FP
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	0.75	f2	0.75	False	0.861	consistent	False	TN
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	0.75	f3	0.75	False	1.3451	consistent	False	TN
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	0.5	f1	0.5	True	0.357	possible_collapse	True	TP
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	0.5	f2	0.5	True	0.574	possible_collapse	True	TP
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	0.5	f3	0.5	True	0.8969	consistent	False	FN
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	0.25	f1	0.25	True	0.18	possible_collapse	True	TP
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	0.25	f2	0.25	True	0.287	possible_collapse	True	TP
5501	0.01	1	500	iid_base	0.9	1	0.01	5000	0.25	f3	0.25	True	0.4483	possible_collapse	True	TP
