seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	coverage	substitution_rate	read_length	family_id	truth_copies	estimate	signed_relative_error	absolute_relative_error	interval_low	interval_high	interval_contains_truth	interval_relative_width	sampling_oracle_copy_estimate	oracle_relative_error	estimator_minus_sampling_oracle	interval_kind
5501	0.01	3	500	iid_base	0.9	1	0.01	5000	f3	200	103.071	-0.484645	0.484645	94.987	113.176	False	0.09094500000000004	158.43727909738718	-0.20781360451306413	-0.2768313954869359	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	5	0	5000	f1	20	6.8034	-0.65983	0.65983	5.2026	6.8034	False	0.08003999999999997	8.003960396039604	-0.5998019801980198	-0.060028019801980206	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	5	0	5000	f2	80	60.63	-0.24212499999999998	0.24212499999999998	57.8286	65.4324	False	0.0950475	75.14361415088877	-0.06070482311389043	-0.18142017688610954	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	5	0	5000	f3	200	154.2763	-0.22861850000000003	0.22861850000000003	148.0733	161.68	False	0.0680335000000001	192.83175607346956	-0.03584121963265218	-0.19277728036734787	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	5	0.001	5000	f1	20	6.6033	-0.669835	0.669835	4.8024	6.8034	False	0.10005000000000001	8.003960396039604	-0.5998019801980198	-0.0700330198019802	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	5	0.001	5000	f2	80	59.0292	-0.26213499999999995	0.26213499999999995	56.628	64.0317	False	0.09254625000000001	75.14361415088877	-0.06070482311389043	-0.20143017688610954	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	5	0.001	5000	f3	200	151.2749	-0.2436255	0.2436255	144.6716	158.4784	False	0.0690339999999999	192.83175607346956	-0.03584121963265218	-0.2077842803673478	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	5	0.01	5000	f1	20	5.4027	-0.729865	0.729865	4.2021	6.2031	False	0.10005000000000001	8.003960396039604	-0.5998019801980198	-0.13006301980198018	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	5	0.01	5000	f2	80	48.2239	-0.39720125	0.39720125	45.4225	52.626	False	0.09004374999999998	75.14361415088877	-0.06070482311389043	-0.3364964268861096	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	5	0.01	5000	f3	200	126.0624	-0.369688	0.369688	119.259	132.2654	False	0.06503199999999999	192.83175607346956	-0.03584121963265218	-0.33384678036734783	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	20	0	5000	f1	20	14.3571	-0.282145	0.282145	10.9054	14.5072	False	0.18008999999999994	17.093703944164908	-0.14531480279175463	-0.13683019720824535	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	20	0	5000	f2	80	70.735	-0.11581250000000001	0.11581250000000001	67.4334	76.888	False	0.1181825	87.77091482832493	0.09713643535406166	-0.21294893535406167	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	20	0	5000	f3	200	162.8806	-0.18559700000000007	0.18559700000000007	157.2778	170.6344	False	0.06678299999999993	202.83920186496084	0.014196009324804209	-0.19979300932480426	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	20	0.001	5000	f1	20	14.057	-0.29714999999999997	0.29714999999999997	10.5552	14.2571	False	0.185095	17.093703944164908	-0.14531480279175463	-0.15183519720824537	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	20	0.001	5000	f2	80	69.4344	-0.13207000000000005	0.13207000000000005	66.2828	75.6875	False	0.11755875000000007	87.77091482832493	0.09713643535406166	-0.2292064353540617	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	20	0.001	5000	f3	200	159.679	-0.20160499999999998	0.20160499999999998	153.8761	167.0326	False	0.06578249999999997	202.83920186496084	0.014196009324804209	-0.2158010093248042	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	20	0.01	5000	f1	20	11.6057	-0.41971499999999995	0.41971499999999995	8.9044	12.056	False	0.15757999999999991	17.093703944164908	-0.14531480279175463	-0.2744001972082454	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	20	0.01	5000	f2	80	57.4284	-0.282145	0.282145	54.1768	61.6805	False	0.09379625000000003	87.77091482832493	0.09713643535406166	-0.3792814353540616	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.01	3	500	iid_base	0.9	20	0.01	5000	f3	200	131.9653	-0.3401734999999999	0.3401734999999999	127.2129	138.3184	False	0.05552749999999996	202.83920186496084	0.014196009324804209	-0.35436950932480415	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	1	0	5000	f1	20	19.91	-0.004499999999999993	0.004499999999999993	11.946	25.883	True	0.69685	39.82	0.991	-0.9955	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	1	0	5000	f2	80	55.748	-0.30315000000000003	0.30315000000000003	40.8155	67.694	False	0.33598125	105.29595614035087	0.31619945175438585	-0.6193494517543858	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	1	0	5000	f3	200	91.586	-0.54207	0.54207	79.64	101.541	False	0.10950499999999998	172.63767102137766	-0.1368116448931117	-0.4052583551068883	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	1	0.001	5000	f1	20	19.91	-0.004499999999999993	0.004499999999999993	11.946	24.8875	True	0.647075	39.82	0.991	-0.9955	diagnostic_kmer_10_90_spread_not_sampling_CI
