family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	44.0000	5.0003	8.7995	536.7665	3.0000	7.9995	9.7994	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	65.0000	5.0003	12.9992	792.9505	11.0000	9.5994	15.7990	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	71.0000	5.0003	14.1991	866.1459	2.0000	12.5992	14.5991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	58.0000	5.0003	11.5993	707.5558	5.0000	9.9994	12.7992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	64.0000	5.0003	12.7992	780.7512	4.0000	11.7993	13.5992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	25.0000	5.0003	4.9997	304.9810	3.0000	4.3997	6.5996	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	329.0000	5.0003	65.7959	4013.5493	5.0000	64.3960	67.9958	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	305.0000	5.0003	60.9962	3720.7676	13.0000	55.9965	65.3959	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	0.0000	5.0003	0.0000	0.0000	0.0000	0.0000	0.0000	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	187.0000	5.0003	37.3977	2281.2575	14.0000	32.5980	42.1974	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	316.0000	5.0003	63.1961	3854.9592	6.0000	58.5963	64.7960	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	243.0000	5.0003	48.5970	2964.4148	13.0000	42.5973	51.9968	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	675.0000	5.0003	134.9916	8234.4857	9.0000	132.7917	140.9912	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	726.0000	5.0003	145.1909	8856.6468	22.0000	139.1913	154.9903	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	954.0000	5.0003	190.7881	11638.0731	15.0000	186.1884	196.1877	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	328.0000	5.0003	65.5959	4001.3501	8.0000	61.7961	68.1957	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	860.0000	5.0003	171.9893	10491.3447	8.0000	169.5894	175.5890	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	275.0000	5.0003	54.9966	3354.7905	10.0000	48.1970	59.3963	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f019	171	171	107.0000	5.0003	21.3987	3659.1714	3.0000	19.3988	22.1986	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f020	171	171	64.0000	5.0003	12.7992	2188.6633	8.0000	9.3994	15.3990	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f021	171	171	96.0000	5.0003	19.1988	3282.9949	3.0000	17.7989	20.1987	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f022	171	171	51.0000	5.0003	10.1994	1744.0911	5.0000	7.9995	11.5993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f023	171	171	67.0000	5.0003	13.3992	2291.2569	3.0000	12.1992	14.9991	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f024	171	171	45.0000	5.0003	8.9994	1538.9039	7.0000	6.1996	11.1993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f025	171	171	183.0000	5.0003	36.5977	6258.2091	5.0000	34.7978	38.9976	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f026	171	171	230.0000	5.0003	45.9971	7865.5087	13.0000	41.9974	51.9968	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f027	171	171	296.0000	5.0003	59.1963	10122.5677	8.0000	56.1965	61.9961	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f028	171	171	171.0000	5.0003	34.1979	5847.8347	10.0000	29.9981	37.1977	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f029	171	171	82.0000	5.0003	16.3990	2804.2248	4.0000	14.7991	17.7989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f030	171	171	228.0000	5.0003	45.5972	7797.1130	9.0000	42.5973	49.3969	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f031	171	171	528.0000	5.0003	105.5934	18056.4722	7.0000	103.3935	108.9932	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f032	171	167	575.0000	5.0003	114.9928	19663.7718	34.0000	106.7133	126.5921	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f033	171	171	630.0000	5.0003	125.9921	21544.6543	11.0000	120.7925	129.5919	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f034	171	171	405.0000	5.0003	80.9949	13850.1349	11.0000	77.1952	86.3946	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f035	171	171	607.0000	5.0003	121.3924	20758.1034	9.0000	117.5927	125.3922	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f036	171	171	487.0000	5.0003	97.3939	16654.3598	21.0000	84.9947	103.1936	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f037	421	421	78.0000	5.0003	15.5990	6567.1898	4.0000	14.3991	16.9989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f038	421	421	30.0000	5.0003	5.9996	2525.8422	4.0000	4.1997	7.5995	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f039	421	421	32.0000	5.0003	6.3996	2694.2317	2.0000	5.5997	6.9996	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f040	421	421	22.0000	5.0003	4.3997	1852.2843	3.0000	2.9998	5.3997	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f041	421	421	106.0000	5.0003	21.1987	8924.6426	5.0000	19.3988	22.7986	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f042	421	421	26.0000	5.0003	5.1997	2189.0633	4.0000	3.9998	7.3995	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
