family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	41040	41057.0	0.0004142300194931774	17.0
truth_f2	47196	47203.0	0.00014831765403847783	7.0
truth_f3	55404	55421.0	0.0003068370514764277	17.0
