family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	61.0000	5.0005	12.1988	744.1288	1.0000	11.5989	12.7988	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	88.0000	5.0005	17.5983	1073.4972	14.0000	12.7988	20.9980	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	93.0000	5.0005	18.5982	1134.4914	1.0000	18.1983	18.9982	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	75.0000	5.0005	14.9986	914.9124	7.0000	12.9988	17.1984	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	86.0000	5.0005	17.1984	1049.0996	2.0000	16.5984	17.7983	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	34.0000	5.0005	6.7993	414.7603	3.0000	5.9994	8.3992	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	478.0000	5.0005	95.5908	5831.0417	5.0000	93.9910	96.9907	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	427.0000	5.0005	85.3918	5208.9013	10.0000	82.9921	93.1911	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	0.0000	5.0005	0.0000	0.0000	0.0000	0.0000	0.0000	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	253.0000	5.0005	50.5952	3086.3045	12.0000	46.5955	56.1946	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	437.0000	5.0005	87.3916	5330.8896	3.0000	86.1917	88.3915	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	345.0000	5.0005	68.9934	4208.5971	28.0000	61.5941	75.1928	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	962.0000	5.0005	192.3816	11735.2765	5.0000	190.3818	193.7814	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	1014.0000	5.0005	202.7806	12369.6157	23.0000	196.9811	218.3791	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	1359.0000	5.0005	271.7740	16578.2128	5.0000	270.1741	274.3737	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	459.0000	5.0005	91.7912	5599.2639	11.0000	87.5916	95.3909	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	1196.0000	5.0005	239.1771	14589.8032	3.0000	237.7772	240.3770	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	385.0000	5.0005	76.9926	4696.5504	11.0000	73.1930	80.9922	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f019	171	171	146.0000	5.0005	29.1972	4992.7220	1.0000	28.1973	29.5972	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f020	171	171	89.0000	5.0005	17.7983	3043.5086	11.0000	12.7988	20.9980	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f021	171	171	138.0000	5.0005	27.5974	4719.1482	1.0000	26.5975	28.1973	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
