family_id	family_length_bp	best_known_id	best_known_length_bp	shorter_length_bp	best_orientation	edit_distance	glocal_edit_identity	length_ratio	integer_multiple	multiple_relative_error	exclusion_state	interpretation_boundary
TXF000708	785	56_gi|3717820881969-2129#rDNA/45S_rDNA/5.8S	161	161	reverse	71	0.559006	4.875776	5	0.025478	no_match_in_limited_library	no-match is limited to the fixed input library; not proof of novelty
