family_id	family_length_bp	best_known_id	best_known_length_bp	shorter_length_bp	best_orientation	edit_distance	glocal_edit_identity	length_ratio	integer_multiple	multiple_relative_error	exclusion_state	interpretation_boundary
TXF000708	785	SBRS1_Chen2015	92	92	reverse	38	0.586957	8.532609	9	0.054777	no_match_in_limited_library	no-match is limited to the fixed input library; not proof of novelty
