family_id	family_length_bp	best_known_id	best_known_length_bp	shorter_length_bp	best_orientation	edit_distance	glocal_edit_identity	length_ratio	integer_multiple	multiple_relative_error	exclusion_state	interpretation_boundary
TXF000708	785	DR003523003.2	72	72	forward	22	0.694444	10.902778	11	0.008917	no_match_in_limited_library	no-match is limited to the fixed input library; not proof of novelty
