family_id	monomer_length_bp	support_read_count	support_span_bp	mean_identity	confidence	low_complexity_flag	gc_fraction	shannon_entropy_bits	normalized_base_entropy	max_homopolymer_bp	best_short_period_bp	best_short_period_match_fraction	zlib_ratio	hierarchy_degree	redundancy_degree	known_exclusion_state	best_known_id	best_known_identity	array_count	merged_array_count	total_array_bp	selected_seqid	selected_start0	selected_end0	selected_span_bp	selected_span_monomer_ratio	selected_array_score	selected_distance_to_nearest_end_bp	selected_overlaps_primary_centromere	selected_overlaps_quartet_centromere	selected_overlaps_any_centromere_definition	selected_gene_overlap_count	nearest_upstream_gene_id	nearest_upstream_gene_distance_bp	nearest_downstream_gene_id	nearest_downstream_gene_distance_bp	passes_confidence_gate	passes_complexity_gate	passes_relation_gate	passes_known_library_gate	passes_read_span_gate	passes_array_span_gate	passes_centromere_exclusion_gate	passes_terminal_exclusion_gate	passes_gene_overlap_gate	shortlist_pass	candidate_state	interpretation_boundary	additional_library_name	additional_best_known_id	additional_best_known_identity	additional_exclusion_state	refined_candidate_state
TXF000708	785	8	94397	0.9933	high	false	0.3376	1.910311	0.955156	8	43	0.362534	0.331210	0	0	no_match_in_limited_library	AB536708.1	0.561644	1	1	124029	CP154579.1	13966881	14090910	124029	157.998726	982.000000	13966881	false	false	false	0	SoyYSD56_chr13G04070	906	SoyYSD56_chr13G04080	947	true	true	true	true	true	true	true	true	true	true	preliminary_previously_unreported_candidate	post hoc triage; limited known library; depth and orthogonal validation pending; not a novelty claim	TideCluster_rDNA_library_sha256_a887357d	56_gi|3717820881969-2129#rDNA/45S_rDNA/5.8S	0.559006	no_match_in_limited_library	retained_preliminary_candidate
