family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	41040	38385.0	0.06469298245614036	0
truth_f2	47196	43896.0	0.0699211797609967	0
truth_f3	55404	52659.0	0.049545159194282	0
