scenario	dataset_id	tool	seed	split	successful_runs	attempted_runs	deterministic	median_runtime_seconds	median_peak_rss_mib	array_recall	array_precision	array_f1	read_detection_recall	read_detection_precision	negative_read_call_rate	sequence_family_recall	matched_period_mae_bp	matched_boundary_mae_bp	cyclic_monomer_recall	homologous_consensus_fraction	mean_best_cyclic_edit_similarity	base_union_recall	base_union_precision	base_union_f1	duplicate_bp_fraction
low_complexity_control	low_complexity_control_s3101	tandemx	3101	heldout	3	3	True	0.13801129115745425	25.03125	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
low_complexity_control	low_complexity_control_s3101	tidehunter	3101	heldout	3	3	True	0.5159666249528527	19.265625	NA	0.0	0.0	NA	0.0	1.0	NA	NA	NA	NA	0.0	NA	NA	0.0	0.0	0.0001999600079984003
low_complexity_control	low_complexity_control_s3101	trf	3101	heldout	0	3	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
low_complexity_control	low_complexity_control_s3102	tandemx	3102	heldout	3	3	True	0.144744458142668	25.34375	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
low_complexity_control	low_complexity_control_s3102	tidehunter	3102	heldout	3	3	True	0.5673073749057949	24.515625	NA	0.0	0.0	NA	0.0	1.0	NA	NA	NA	NA	0.0	NA	NA	0.0	0.0	0.0001999600079984003
low_complexity_control	low_complexity_control_s3102	trf	3102	heldout	0	3	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
low_complexity_control	low_complexity_control_s3103	tandemx	3103	heldout	3	3	True	0.13842887501232326	25.328125	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
low_complexity_control	low_complexity_control_s3103	tidehunter	3103	heldout	3	3	True	0.4904183750040829	20.859375	NA	0.0	0.0	NA	0.0	1.0	NA	NA	NA	NA	0.0	NA	NA	0.0	0.0	0.0001999600079984003
low_complexity_control	low_complexity_control_s3103	trf	3103	heldout	0	3	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
related_families	related_families_s3101	tandemx	3101	heldout	3	3	True	1.0917352500837296	29.25	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.2785714285714285	1.0	1.0	1.0	1.0	0.9987553800262831	0.9993773025022699	0.0
related_families	related_families_s3101	tidehunter	3101	heldout	3	3	True	0.2723152081016451	63.0625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	3.242857142857143	1.0	1.0	1.0	0.9998259537733222	0.9970217433561968	0.9984218795622976	0.0
related_families	related_families_s3101	trf	3101	heldout	3	3	True	0.9961006671655923	39.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.32142857142857145	1.0	1.0	1.0	1.0	0.9996868149076104	0.9998433829287392	0.0
