family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	38988	38984.0	0.00010259567046270647	0
truth_f2	43092	43095.0	6.961849067112225e-05	3.0
truth_f3	61560	61553.0	0.00011371020142949967	0
