method	status	workflow_wall_seconds	native_stage_wall_seconds	cpu_user_seconds	cpu_system_seconds	peak_rss_mib	throughput_bp_per_second	memory_method	peak_temporary_disk	truth_union_bp	predicted_union_bp	true_positive_bp	base_union_recall	base_union_precision	negative_read_predicted_bp	unassigned_native_bp	MARE	abundance_excess_bp	unassigned_abundance_bp	zero_truth_family_count	zero_truth_family_ids	family_recovery	family_recovery_state	matched_truth_families	truth_families	potential_truth_catalogue_families	native_catalogue_count	negative_read_total_bp	negative_read_attribution_fraction	condition	seed	input_sha256	retained_output_bytes	ambiguous_native_bp	shared_discovery_plus_mapping_wall_seconds	shared_discovery_plus_mapping_peak_rss_mib	shared_discovery_plus_mapping_cpu_seconds
tandemx	ok	1.509124374948442	1.5006781241390854	1.363039	0.039004	31.75	331317.95384133403	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	130872	100800	1.0	0.7702182284980744	29847	29847	0.013681168500962551	0	11170.0	0		1.0	assessed	3	3	3	66	150000	0.19898	shared_fragment	2026091001	4c3550785f2b18bbe28c7a6e133562aa4b20696d5d5d7ec9d3aff781956993d8	923780	NA	NA	NA	NA
srf_k151	ok	2.036533874925226	2.0279181671794504	1.5692760000000001	0.07606399999999999	51.109375	245515.189389304	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	94690	94679	0.9392757936507936	0.9998838314499947	0	0	0.06061978996404054	0	0.0	0		1.0	assessed	3	3	3	3	150000	0.0	shared_fragment	2026091001	4c3550785f2b18bbe28c7a6e133562aa4b20696d5d5d7ec9d3aff781956993d8	1682399	NA	NA	NA	NA
srf_k101	ok	1.9553136250469834	1.9481537512037903	1.4792600000000002	0.07441600000000001	45.796875	255713.4536348284	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	97076	96388	0.9562301587301587	0.9929127693765709	682	0	0.03752323138764787	0	0.0	0		1.0	assessed	3	3	3	3	150000	0.004546666666666667	shared_fragment	2026091001	4c3550785f2b18bbe28c7a6e133562aa4b20696d5d5d7ec9d3aff781956993d8	5599472	NA	NA	NA	NA
competitive_mapping	ok	27.313001499976963	27.255163834197447	26.748251	0.09983199999999999	102.609375	18306.30002346764	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	111808	100800	1.0	0.9015455065827133	10966	10966	0.00043144546147978643	42.0	10493.0	0		NA	N/A_shared_TandemX_catalogue	3	3	3	66	150000	0.07310666666666667	shared_fragment	2026091001	4c3550785f2b18bbe28c7a6e133562aa4b20696d5d5d7ec9d3aff781956993d8	5461483	473	28.64640341605991	102.609375	28.114124
tandemx	ok	1.717398458858952	1.708538708044216	1.5776879999999998	0.040027999999999994	32.0625	291138.0276492169	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	136694	100800	1.0	0.7374134929111739	35717	35717	0.011656704467161985	0	12132.0	0		1.0	assessed	3	3	3	82	150000	0.23811333333333334	shared_fragment	2026091002	c8fd4d96fd84e0869209148c5f57bcfd266c3663e0afcbecbfb30f5661c680e6	728513	NA	NA	NA	NA
srf_k151	ok	2.0620829579420388	2.053793250815943	1.5529210000000002	0.07640199999999998	51.125	242473.27105549653	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	94628	94617	0.9386607142857143	0.9998837553366868	0	0	0.06135054528300715	0	0.0	0		1.0	assessed	3	3	3	3	150000	0.0	shared_fragment	2026091002	c8fd4d96fd84e0869209148c5f57bcfd266c3663e0afcbecbfb30f5661c680e6	1684898	NA	NA	NA	NA
srf_k101	ok	1.9781273750122637	1.9683100425172597	1.4823299999999997	0.079178	48.453125	252764.3094757233	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	95561	95556	0.9479761904761905	0.9999476773997761	0	0	0.053582221508419764	0	0.0	0		1.0	assessed	3	3	3	3	150000	0.0	shared_fragment	2026091002	c8fd4d96fd84e0869209148c5f57bcfd266c3663e0afcbecbfb30f5661c680e6	5599149	NA	NA	NA	NA
competitive_mapping	ok	6.24318700004369	6.179034834029153	6.032749	0.019892	16.1875	80087.30156513027	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	120351	100800	1.0	0.837550165765137	19505	19505	0.0004645535010458757	46.0	19505.0	0		NA	N/A_shared_TandemX_catalogue	3	3	3	82	150000	0.13003333333333333	shared_fragment	2026091002	c8fd4d96fd84e0869209148c5f57bcfd266c3663e0afcbecbfb30f5661c680e6	4332025	0	7.772944458061829	31.875	7.528237999999999
tandemx	ok	1.555772416992113	1.5461111248005182	1.372992	0.043136	30.8125	321383.7670208128	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	128095	100800	1.0	0.7869159608103361	27096	26843	0.014501699767400249	0	8282.0	0		1.0	assessed	3	3	3	66	150000	0.18064	shared_fragment	2026091003	fc7d644c9fad18fecf2766a3ab0709a55344ac15abdca81c0e07093036e4149f	553051	NA	NA	NA	NA
srf_k151	ok	2.085382208926603	2.0746332921553403	1.5589539999999997	0.07960299999999998	53.5	239764.20143018392	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	95317	95305	0.9454861111111111	0.9998741043045837	0	0	0.054410915041450465	0	0.0	0		1.0	assessed	3	3	3	3	150000	0.0	shared_fragment	2026091003	fc7d644c9fad18fecf2766a3ab0709a55344ac15abdca81c0e07093036e4149f	1687456	NA	NA	NA	NA
srf_k101	ok	1.9691570000723004	1.9608870414085686	1.4921639999999998	0.07565200000000001	47.609375	253915.76191316475	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	95904	95884	0.9512301587301587	0.9997914581247914	0	0	0.0485412752728574	0	0.0	0		1.0	assessed	3	3	3	3	150000	0.0	shared_fragment	2026091003	fc7d644c9fad18fecf2766a3ab0709a55344ac15abdca81c0e07093036e4149f	5598870	NA	NA	NA	NA
competitive_mapping	ok	25.851231375010684	25.791874750051647	25.380172	0.080997	112.734375	19341.438430794802	max_direct_child_wait4_RSS_sequential_stages_controller_excluded	not_measured	100800	103868	100800	1.0	0.9704625101089844	3026	3026	0.0004139455478022306	42.0	3026.0	0		NA	N/A_shared_TandemX_catalogue	3	3	3	66	150000	0.020173333333333335	shared_fragment	2026091003	fc7d644c9fad18fecf2766a3ab0709a55344ac15abdca81c0e07093036e4149f	6746887	0	27.16837854194455	112.734375	26.708944000000002
