family_id	monomer_length	diagnostic_kmer_count	median_kmer_depth	haploid_depth	estimated_copy_number	estimated_bp	depth_mad	copy_number_interval_low	copy_number_interval_high	confidence	warning
f001	61	61	341.0000	20.0013	17.0489	1039.9822	3.0000	16.0989	17.2489	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f002	61	61	198.0000	20.0013	9.8994	603.8606	15.0000	8.5494	10.7993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f003	61	61	215.0000	20.0013	10.7493	655.7072	4.0000	10.1493	10.9993	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f004	61	61	227.0000	20.0013	11.3493	692.3048	5.0000	10.5993	12.1492	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f005	61	61	435.0000	20.0013	21.7486	1326.6634	7.0000	20.9986	22.2985	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f006	61	61	193.0000	20.0013	9.6494	588.6116	22.0000	8.1995	11.6492	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f007	61	61	1440.0000	20.0013	71.9953	4391.7135	6.0000	70.5954	72.4953	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f008	61	61	1030.0000	20.0013	51.4966	3141.2951	54.0000	47.2969	54.8464	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f009	61	61	1541.0000	20.0013	77.0450	4699.7434	5.0000	76.2450	77.3950	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f010	61	61	1205.0000	20.0013	60.2461	3675.0102	74.0000	55.7964	72.1453	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f011	61	61	1621.0000	20.0013	81.0447	4943.7275	13.0000	79.5948	81.8447	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f012	61	61	885.0000	20.0013	44.2471	2699.0739	39.0000	41.4973	47.4469	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f013	61	61	3651.0000	20.0013	182.5381	11134.8236	16.0000	181.4882	184.0380	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f014	61	61	3008.0000	20.0013	150.3902	9173.8015	100.0000	136.2911	157.5397	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f015	61	61	3550.0000	20.0013	177.4884	10826.7937	16.0000	176.0885	178.4384	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f016	61	61	2453.0000	20.0013	122.6420	7481.1619	77.0000	117.0924	133.6913	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f017	61	61	4582.0000	20.0013	229.0851	13974.1883	21.0000	227.2352	230.5850	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f018	61	61	2340.0000	20.0013	116.9924	7136.5344	66.0000	111.5427	121.8920	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f019	171	171	208.0000	20.0013	10.3993	1778.2840	3.0000	10.1493	10.6493	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f020	171	171	201.0000	20.0013	10.0493	1718.4379	18.0000	8.2995	11.7492	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f021	171	171	391.0000	20.0013	19.5487	3342.8319	3.0000	18.8988	19.9487	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f022	171	171	294.0000	20.0013	14.6990	2513.5360	22.0000	12.2492	16.7989	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f023	171	171	385.0000	20.0013	19.2487	3291.5353	6.0000	18.5988	19.5987	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f024	171	171	282.0000	20.0013	14.0991	2410.9427	32.0000	10.7493	17.7988	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f025	171	171	1723.0000	20.0013	86.1444	14730.6890	7.0000	85.2944	86.6943	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f026	171	171	1087.0000	20.0013	54.3465	9293.2437	57.0000	46.8969	58.6962	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f027	171	171	1047.0000	20.0013	52.3466	8951.2660	6.0000	51.8466	52.8965	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f028	171	171	1070.0000	20.0013	53.4965	9147.9032	53.0000	47.6969	57.1963	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f029	171	171	1225.0000	20.0013	61.2460	10473.0667	6.0000	60.1961	61.6960	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
f030	171	171	991.0000	20.0013	49.5468	8472.4973	62.0000	42.7972	55.4464	medium	haploid_depth_estimated_from_total_read_bases_and_genome_size;genome_background_uniqueness_not_verified
