family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	40320	39780.0	0.013392857142857142	0
truth_f2	33120	32640.0	0.014492753623188406	0
truth_f3	27360	27000.0	0.013157894736842105	0
