panel	statistic	x	y	method	coverage	error	divergence	n	seed	status	family_id	condition_id
F	absolute_error_vs_source_oracle_percent	0.00024312109366797507	0.1343506996898114	NA	NA	NA	0	NA	6302	NA	f021	condition_007
F	absolute_error_vs_source_oracle_percent	2.195024853467349e-06	0.03382364841865382	NA	NA	NA	0	NA	6302	NA	f023	condition_007
F	absolute_error_vs_source_oracle_percent	9.702538512185947e-05	0.06270104351923322	NA	NA	NA	0	NA	6302	NA	f025	condition_007
F	absolute_error_vs_source_oracle_percent	6.178921186934198e-05	0.024712234546475642	NA	NA	NA	0	NA	6302	NA	f027	condition_007
F	absolute_error_vs_source_oracle_percent	4.5139238632639286e-07	0.016917938303890878	NA	NA	NA	0	NA	6302	NA	f029	condition_007
F	absolute_error_vs_source_oracle_percent	4.489071231793067e-05	0.02026782692817619	NA	NA	NA	0	NA	6302	NA	f031	condition_007
F	absolute_error_vs_source_oracle_percent	2.2346316348009765e-05	0.011678225116355634	NA	NA	NA	0	NA	6302	NA	f033	condition_007
F	absolute_error_vs_source_oracle_percent	1.227821443215509e-05	0.007767484841338046	NA	NA	NA	0	NA	6302	NA	f035	condition_007
F	absolute_error_vs_source_oracle_percent	0.0009124553532632142	0.4785906374247339	NA	NA	NA	0	NA	6302	NA	f037	condition_007
F	absolute_error_vs_source_oracle_percent	0.00043596573075973654	0.18345991934364037	NA	NA	NA	0	NA	6302	NA	f039	condition_007
F	absolute_error_vs_source_oracle_percent	5.087884317535492e-05	0.026741654636976978	NA	NA	NA	0	NA	6302	NA	f041	condition_007
F	absolute_error_vs_source_oracle_percent	0.00012023443177065578	0.0513981908444805	NA	NA	NA	0	NA	6302	NA	f043	condition_007
F	absolute_error_vs_source_oracle_percent	0.00010699612367691207	0.04148169956623704	NA	NA	NA	0	NA	6302	NA	f045	condition_007
F	absolute_error_vs_source_oracle_percent	0.00025443870842616653	0.05519482796717767	NA	NA	NA	0	NA	6302	NA	f047	condition_007
F	absolute_error_vs_source_oracle_percent	5.017211501907274e-05	0.021501996040981908	NA	NA	NA	0	NA	6302	NA	f049	condition_007
F	absolute_error_vs_source_oracle_percent	2.1001964576201286e-05	0.010959029750054583	NA	NA	NA	0	NA	6302	NA	f051	condition_007
F	absolute_error_vs_source_oracle_percent	6.717749920147136e-06	0.0038791826286512787	NA	NA	NA	0	NA	6302	NA	f053	condition_007
F	absolute_error_vs_source_oracle_percent	0.0002177911991744358	0.40453691855844903	NA	NA	NA	0	NA	6302	NA	f001	condition_008
F	absolute_error_vs_source_oracle_percent	0.0013373241829815613	0.5628537688102675	NA	NA	NA	0	NA	6302	NA	f003	condition_008
F	absolute_error_vs_source_oracle_percent	0.0001370803528019937	0.5325028525072995	NA	NA	NA	0	NA	6302	NA	f005	condition_008
F	absolute_error_vs_source_oracle_percent	2.595244197620139e-05	0.27967568462605286	NA	NA	NA	0	NA	6302	NA	f007	condition_008
F	absolute_error_vs_source_oracle_percent	7.460809961587489e-05	0.27330878540448467	NA	NA	NA	0	NA	6302	NA	f009	condition_008
F	absolute_error_vs_source_oracle_percent	1.8586040670828807e-05	0.34930830242954514	NA	NA	NA	0	NA	6302	NA	f011	condition_008
F	absolute_error_vs_source_oracle_percent	4.621609190864906e-05	0.2699137969505472	NA	NA	NA	0	NA	6302	NA	f013	condition_008
F	absolute_error_vs_source_oracle_percent	3.2430111866599276e-05	0.21828680002511192	NA	NA	NA	0	NA	6302	NA	f015	condition_008
F	absolute_error_vs_source_oracle_percent	3.0707344731553676e-05	0.2728346077955166	NA	NA	NA	0	NA	6302	NA	f017	condition_008
F	absolute_error_vs_source_oracle_percent	0.0006724299587341498	0.23835244911076361	NA	NA	NA	0	NA	6302	NA	f019	condition_008
F	absolute_error_vs_source_oracle_percent	0.0002619645910190982	0.4418119932830677	NA	NA	NA	0	NA	6302	NA	f021	condition_008
F	absolute_error_vs_source_oracle_percent	0.0001333200248289923	0.35590997385636314	NA	NA	NA	0	NA	6302	NA	f023	condition_008
F	absolute_error_vs_source_oracle_percent	7.411781951764673e-05	0.38617590167826066	NA	NA	NA	0	NA	6302	NA	f025	condition_008
F	absolute_error_vs_source_oracle_percent	0.00014499066333699406	0.18264524993939268	NA	NA	NA	0	NA	6302	NA	f027	condition_008
F	absolute_error_vs_source_oracle_percent	5.08354522042731e-06	0.2429214183355377	NA	NA	NA	0	NA	6302	NA	f029	condition_008
F	absolute_error_vs_source_oracle_percent	2.885933866586532e-05	0.3124232114452212	NA	NA	NA	0	NA	6302	NA	f031	condition_008
F	absolute_error_vs_source_oracle_percent	3.21555493690423e-05	0.26740680356905955	NA	NA	NA	0	NA	6302	NA	f033	condition_008
F	absolute_error_vs_source_oracle_percent	1.9246283283064214e-05	0.28801065407947135	NA	NA	NA	0	NA	6302	NA	f035	condition_008
F	absolute_error_vs_source_oracle_percent	0.0009159140432441759	0.8831870603276569	NA	NA	NA	0	NA	6302	NA	f037	condition_008
F	absolute_error_vs_source_oracle_percent	0.00048246425419162797	0.4272399698889729	NA	NA	NA	0	NA	6302	NA	f039	condition_008
F	absolute_error_vs_source_oracle_percent	9.233635195024514e-05	0.16620562287815055	NA	NA	NA	0	NA	6302	NA	f041	condition_008
F	absolute_error_vs_source_oracle_percent	0.0001277068885755378	0.2699882206719195	NA	NA	NA	0	NA	6302	NA	f043	condition_008
F	absolute_error_vs_source_oracle_percent	7.897936969600283e-05	0.2777967085516764	NA	NA	NA	0	NA	6302	NA	f045	condition_008
F	absolute_error_vs_source_oracle_percent	0.0002972926399821829	0.1878105685054532	NA	NA	NA	0	NA	6302	NA	f047	condition_008
F	absolute_error_vs_source_oracle_percent	7.111650263919023e-05	0.2623739406409271	NA	NA	NA	0	NA	6302	NA	f049	condition_008
F	absolute_error_vs_source_oracle_percent	3.3126073043412974e-05	0.239618445356939	NA	NA	NA	0	NA	6302	NA	f051	condition_008
F	absolute_error_vs_source_oracle_percent	2.2377873660828218e-05	0.2575121384116983	NA	NA	NA	0	NA	6302	NA	f053	condition_008
F	absolute_error_vs_source_oracle_percent	0.0009557551157399202	1.282426488421251	NA	NA	NA	0	NA	6302	NA	f001	condition_009
F	absolute_error_vs_source_oracle_percent	0.0015625331161545075	0.35497479703677115	NA	NA	NA	0	NA	6302	NA	f003	condition_009
F	absolute_error_vs_source_oracle_percent	0.0008047596922103328	0.7004627566784549	NA	NA	NA	0	NA	6302	NA	f005	condition_009
F	absolute_error_vs_source_oracle_percent	0.0004076596298288604	0.9218856541203557	NA	NA	NA	0	NA	6302	NA	f007	condition_009
F	absolute_error_vs_source_oracle_percent	0.00035860297737411173	0.9090505605148991	NA	NA	NA	0	NA	6302	NA	f009	condition_009
F	absolute_error_vs_source_oracle_percent	0.0006646495498437432	1.7163754293925848	NA	NA	NA	0	NA	6302	NA	f011	condition_009
F	absolute_error_vs_source_oracle_percent	0.00028262502379605703	1.381192006290206	NA	NA	NA	0	NA	6302	NA	f013	condition_009
F	absolute_error_vs_source_oracle_percent	0.00034157306562659917	0.9862907605198075	NA	NA	NA	0	NA	6302	NA	f015	condition_009
F	absolute_error_vs_source_oracle_percent	0.0003513349287864176	1.5537711310956155	NA	NA	NA	0	NA	6302	NA	f017	condition_009
F	absolute_error_vs_source_oracle_percent	0.00032580172151908116	1.1927799444490805	NA	NA	NA	0	NA	6302	NA	f019	condition_009
F	absolute_error_vs_source_oracle_percent	0.0005426901630132264	1.0368912646999284	NA	NA	NA	0	NA	6302	NA	f021	condition_009
F	absolute_error_vs_source_oracle_percent	0.0003215966606775478	1.7239298817047377	NA	NA	NA	0	NA	6302	NA	f023	condition_009
F	absolute_error_vs_source_oracle_percent	8.232695975918247e-05	1.5330903117887473	NA	NA	NA	0	NA	6302	NA	f025	condition_009
F	absolute_error_vs_source_oracle_percent	0.0001655154039219564	1.193470973789461	NA	NA	NA	0	NA	6302	NA	f027	condition_009
F	absolute_error_vs_source_oracle_percent	0.0006248314401882671	1.5986820347650266	NA	NA	NA	0	NA	6302	NA	f029	condition_009
F	absolute_error_vs_source_oracle_percent	6.113310220401402e-05	1.1335343088932888	NA	NA	NA	0	NA	6302	NA	f031	condition_009
F	absolute_error_vs_source_oracle_percent	8.216322591647618e-05	1.197812054539952	NA	NA	NA	0	NA	6302	NA	f033	condition_009
F	absolute_error_vs_source_oracle_percent	0.0001092663867378052	1.5776716131062045	NA	NA	NA	0	NA	6302	NA	f035	condition_009
F	absolute_error_vs_source_oracle_percent	0.0010555307144957116	2.484240223452705	NA	NA	NA	0	NA	6302	NA	f037	condition_009
F	absolute_error_vs_source_oracle_percent	0.000603429479144324	1.9571395116663484	NA	NA	NA	0	NA	6302	NA	f039	condition_009
F	absolute_error_vs_source_oracle_percent	0.001390068774108577	0.40444123724006076	NA	NA	NA	0	NA	6302	NA	f041	condition_009
F	absolute_error_vs_source_oracle_percent	0.00047080337738941713	1.0938526724165243	NA	NA	NA	0	NA	6302	NA	f043	condition_009
F	absolute_error_vs_source_oracle_percent	9.853584404195814e-06	1.2536126265423775	NA	NA	NA	0	NA	6302	NA	f045	condition_009
F	absolute_error_vs_source_oracle_percent	0.00040730064605914995	0.6950852147278042	NA	NA	NA	0	NA	6302	NA	f047	condition_009
F	absolute_error_vs_source_oracle_percent	7.509419439938325e-05	1.259207835885249	NA	NA	NA	0	NA	6302	NA	f049	condition_009
F	absolute_error_vs_source_oracle_percent	5.247822932091806e-05	1.1929122111666999	NA	NA	NA	0	NA	6302	NA	f051	condition_009
F	absolute_error_vs_source_oracle_percent	0.00015457021749515354	1.4043371903446769	NA	NA	NA	0	NA	6302	NA	f053	condition_009
F	absolute_error_vs_source_oracle_percent	1.5581868365460022e-05	0.19965804481307362	NA	NA	NA	0	NA	6303	NA	f001	condition_007
F	absolute_error_vs_source_oracle_percent	0.00033482798110519296	0.2945931283026937	NA	NA	NA	0	NA	6303	NA	f003	condition_007
F	absolute_error_vs_source_oracle_percent	1.5472735027603768e-05	0.10939353613984791	NA	NA	NA	0	NA	6303	NA	f005	condition_007
F	absolute_error_vs_source_oracle_percent	1.1785590233893278e-06	0.02780770275293776	NA	NA	NA	0	NA	6303	NA	f007	condition_007
F	absolute_error_vs_source_oracle_percent	1.2911839384977322e-06	0.013317364611094009	NA	NA	NA	0	NA	6303	NA	f009	condition_007
F	absolute_error_vs_source_oracle_percent	1.5497405891906624e-06	0.024953978062072227	NA	NA	NA	0	NA	6303	NA	f011	condition_007
F	absolute_error_vs_source_oracle_percent	3.061718488264493e-07	0.00706510802281457	NA	NA	NA	0	NA	6303	NA	f013	condition_007
F	absolute_error_vs_source_oracle_percent	3.301860763807842e-05	0.037174448956363904	NA	NA	NA	0	NA	6303	NA	f015	condition_007
F	absolute_error_vs_source_oracle_percent	4.908388517499418e-05	0.04854961284704018	NA	NA	NA	0	NA	6303	NA	f017	condition_007
F	absolute_error_vs_source_oracle_percent	0.00032443869706447626	0.18190647451234554	NA	NA	NA	0	NA	6303	NA	f019	condition_007
F	absolute_error_vs_source_oracle_percent	0.0009797002854802072	0.58082201390107	NA	NA	NA	0	NA	6303	NA	f021	condition_007
F	absolute_error_vs_source_oracle_percent	0.00011437221078436366	0.09223232518655422	NA	NA	NA	0	NA	6303	NA	f023	condition_007
F	absolute_error_vs_source_oracle_percent	0.00029215218747702344	0.0825280795388661	NA	NA	NA	0	NA	6303	NA	f025	condition_007
F	absolute_error_vs_source_oracle_percent	3.346043676012906e-05	0.030574746841143252	NA	NA	NA	0	NA	6303	NA	f027	condition_007
F	absolute_error_vs_source_oracle_percent	4.1670215147591744e-05	0.027604563722025684	NA	NA	NA	0	NA	6303	NA	f029	condition_007
F	absolute_error_vs_source_oracle_percent	3.345155269807165e-05	0.034676478179093806	NA	NA	NA	0	NA	6303	NA	f031	condition_007
F	absolute_error_vs_source_oracle_percent	2.1876852458976555e-05	0.013958833304130279	NA	NA	NA	0	NA	6303	NA	f033	condition_007
F	absolute_error_vs_source_oracle_percent	1.4313796155716722e-05	0.008661474459771057	NA	NA	NA	0	NA	6303	NA	f035	condition_007
F	absolute_error_vs_source_oracle_percent	0.00042635365121628573	0.2265805711067692	NA	NA	NA	0	NA	6303	NA	f037	condition_007
F	absolute_error_vs_source_oracle_percent	0.00020389752478444656	0.10327250417317302	NA	NA	NA	0	NA	6303	NA	f039	condition_007
F	absolute_error_vs_source_oracle_percent	0.00012389852340437876	0.0675397783667897	NA	NA	NA	0	NA	6303	NA	f041	condition_007
F	absolute_error_vs_source_oracle_percent	4.526429252032268e-05	0.027433845349253968	NA	NA	NA	0	NA	6303	NA	f043	condition_007
F	absolute_error_vs_source_oracle_percent	5.230269193751938e-05	0.023974507990001115	NA	NA	NA	0	NA	6303	NA	f045	condition_007
F	absolute_error_vs_source_oracle_percent	2.0136548133502913e-05	0.006685621455346792	NA	NA	NA	0	NA	6303	NA	f047	condition_007
F	absolute_error_vs_source_oracle_percent	3.1005797302149506e-05	0.01697123239991072	NA	NA	NA	0	NA	6303	NA	f049	condition_007
F	absolute_error_vs_source_oracle_percent	2.1651207692105132e-05	0.011508796840317359	NA	NA	NA	0	NA	6303	NA	f051	condition_007
F	absolute_error_vs_source_oracle_percent	1.8711945180248173e-05	0.010307438121600399	NA	NA	NA	0	NA	6303	NA	f053	condition_007
F	absolute_error_vs_source_oracle_percent	9.416386674379607e-05	0.5138182832753735	NA	NA	NA	0	NA	6303	NA	f001	condition_008
F	absolute_error_vs_source_oracle_percent	0.0004153407098789752	0.6654894951488899	NA	NA	NA	0	NA	6303	NA	f003	condition_008
F	absolute_error_vs_source_oracle_percent	0.00023376599797320097	0.6289120837242024	NA	NA	NA	0	NA	6303	NA	f005	condition_008
F	absolute_error_vs_source_oracle_percent	1.3708325765304785e-05	0.34481616753621935	NA	NA	NA	0	NA	6303	NA	f007	condition_008
F	absolute_error_vs_source_oracle_percent	0.00017105018309367115	0.1753863128460953	NA	NA	NA	0	NA	6303	NA	f009	condition_008
F	absolute_error_vs_source_oracle_percent	8.063044542629128e-05	0.08022317216830999	NA	NA	NA	0	NA	6303	NA	f011	condition_008
F	absolute_error_vs_source_oracle_percent	7.558628748850771e-05	0.2878444924090644	NA	NA	NA	0	NA	6303	NA	f013	condition_008
F	absolute_error_vs_source_oracle_percent	6.958348151636651e-05	0.2535644426370567	NA	NA	NA	0	NA	6303	NA	f015	condition_008
F	absolute_error_vs_source_oracle_percent	9.008056506365492e-05	0.32607558132801273	NA	NA	NA	0	NA	6303	NA	f017	condition_008
F	absolute_error_vs_source_oracle_percent	0.00039755037259468773	0.4722123069255346	NA	NA	NA	0	NA	6303	NA	f019	condition_008
F	absolute_error_vs_source_oracle_percent	0.0009844892297967006	0.8045352304763044	NA	NA	NA	0	NA	6303	NA	f021	condition_008
F	absolute_error_vs_source_oracle_percent	0.00019770966607308982	0.2855313346814725	NA	NA	NA	0	NA	6303	NA	f023	condition_008
F	absolute_error_vs_source_oracle_percent	0.00035594583037076855	0.24510431871529018	NA	NA	NA	0	NA	6303	NA	f025	condition_008
F	absolute_error_vs_source_oracle_percent	3.988822081789356e-05	0.4183579537794202	NA	NA	NA	0	NA	6303	NA	f027	condition_008
F	absolute_error_vs_source_oracle_percent	6.824248599299199e-05	0.27696066557291843	NA	NA	NA	0	NA	6303	NA	f029	condition_008
F	absolute_error_vs_source_oracle_percent	1.2240582270950373e-05	0.322025337465206	NA	NA	NA	0	NA	6303	NA	f031	condition_008
F	absolute_error_vs_source_oracle_percent	1.8491173036316866e-05	0.2955917093614602	NA	NA	NA	0	NA	6303	NA	f033	condition_008
F	absolute_error_vs_source_oracle_percent	3.288911129052663e-05	0.3407470698643209	NA	NA	NA	0	NA	6303	NA	f035	condition_008
F	absolute_error_vs_source_oracle_percent	0.0004680007456380614	0.5088492066389172	NA	NA	NA	0	NA	6303	NA	f037	condition_008
F	absolute_error_vs_source_oracle_percent	0.00025745412268878	0.3619672920690675	NA	NA	NA	0	NA	6303	NA	f039	condition_008
F	absolute_error_vs_source_oracle_percent	0.000142010577516255	0.317810482614167	NA	NA	NA	0	NA	6303	NA	f041	condition_008
F	absolute_error_vs_source_oracle_percent	1.9497864690160016e-05	0.3796886161019941	NA	NA	NA	0	NA	6303	NA	f043	condition_008
F	absolute_error_vs_source_oracle_percent	4.338901251779714e-05	0.30119795862578513	NA	NA	NA	0	NA	6303	NA	f045	condition_008
F	absolute_error_vs_source_oracle_percent	3.5999637787408056e-05	0.28935126753745877	NA	NA	NA	0	NA	6303	NA	f047	condition_008
F	absolute_error_vs_source_oracle_percent	5.173567448864963e-05	0.27531699928010767	NA	NA	NA	0	NA	6303	NA	f049	condition_008
F	absolute_error_vs_source_oracle_percent	4.554561666068879e-05	0.22364427792143712	NA	NA	NA	0	NA	6303	NA	f051	condition_008
F	absolute_error_vs_source_oracle_percent	2.6339707224778963e-05	0.2564020165285683	NA	NA	NA	0	NA	6303	NA	f053	condition_008
F	absolute_error_vs_source_oracle_percent	0.00037637263333401005	0.6485369277964281	NA	NA	NA	0	NA	6303	NA	f001	condition_009
F	absolute_error_vs_source_oracle_percent	0.000318561069520773	1.941581788864788	NA	NA	NA	0	NA	6303	NA	f003	condition_009
F	absolute_error_vs_source_oracle_percent	0.00048452693553791004	1.391774841556881	NA	NA	NA	0	NA	6303	NA	f005	condition_009
F	absolute_error_vs_source_oracle_percent	0.0002790287659510948	1.6789124081957318	NA	NA	NA	0	NA	6303	NA	f007	condition_009
F	absolute_error_vs_source_oracle_percent	0.0010829832113765647	0.4591527125362394	NA	NA	NA	0	NA	6303	NA	f009	condition_009
F	absolute_error_vs_source_oracle_percent	0.00019933788047238332	1.1702961021517488	NA	NA	NA	0	NA	6303	NA	f011	condition_009
F	absolute_error_vs_source_oracle_percent	0.0001648579678202866	1.323854836719093	NA	NA	NA	0	NA	6303	NA	f013	condition_009
F	absolute_error_vs_source_oracle_percent	6.242300714287552e-05	1.331677380703141	NA	NA	NA	0	NA	6303	NA	f015	condition_009
F	absolute_error_vs_source_oracle_percent	0.0002205015015056544	1.5365994914246812	NA	NA	NA	0	NA	6303	NA	f017	condition_009
F	absolute_error_vs_source_oracle_percent	0.000705727070499762	2.113305100455687	NA	NA	NA	0	NA	6303	NA	f019	condition_009
F	absolute_error_vs_source_oracle_percent	0.001551590943923542	2.6554856941453764	NA	NA	NA	0	NA	6303	NA	f021	condition_009
F	absolute_error_vs_source_oracle_percent	0.00039847964692485416	1.9510480257044625	NA	NA	NA	0	NA	6303	NA	f023	condition_009
F	absolute_error_vs_source_oracle_percent	0.00035583742685285635	0.5551901681791538	NA	NA	NA	0	NA	6303	NA	f025	condition_009
F	absolute_error_vs_source_oracle_percent	0.00023089299226153326	1.0121561658295697	NA	NA	NA	0	NA	6303	NA	f027	condition_009
F	absolute_error_vs_source_oracle_percent	0.00021073008102390212	1.455441423825512	NA	NA	NA	0	NA	6303	NA	f029	condition_009
F	absolute_error_vs_source_oracle_percent	0.0002518513692610913	1.2501803928629585	NA	NA	NA	0	NA	6303	NA	f031	condition_009
F	absolute_error_vs_source_oracle_percent	7.321814177768671e-05	1.5087323528960894	NA	NA	NA	0	NA	6303	NA	f033	condition_009
F	absolute_error_vs_source_oracle_percent	7.065549445128827e-05	1.5506002280358473	NA	NA	NA	0	NA	6303	NA	f035	condition_009
F	absolute_error_vs_source_oracle_percent	0.0005010334720039755	2.241744251099238	NA	NA	NA	0	NA	6303	NA	f037	condition_009
F	absolute_error_vs_source_oracle_percent	0.0003236071046493483	1.152093275470456	NA	NA	NA	0	NA	6303	NA	f039	condition_009
F	absolute_error_vs_source_oracle_percent	0.00024181221511865303	1.6266583961701997	NA	NA	NA	0	NA	6303	NA	f041	condition_009
F	absolute_error_vs_source_oracle_percent	6.607282613690924e-05	1.7990334371788386	NA	NA	NA	0	NA	6303	NA	f043	condition_009
F	absolute_error_vs_source_oracle_percent	0.0002343779301305915	1.3179116332702279	NA	NA	NA	0	NA	6303	NA	f045	condition_009
F	absolute_error_vs_source_oracle_percent	0.00021817334970491986	1.6180411015323768	NA	NA	NA	0	NA	6303	NA	f047	condition_009
F	absolute_error_vs_source_oracle_percent	0.00010384143058272954	1.50801755236634	NA	NA	NA	0	NA	6303	NA	f049	condition_009
F	absolute_error_vs_source_oracle_percent	5.9830353520196056e-05	1.2259817407440892	NA	NA	NA	0	NA	6303	NA	f051	condition_009
F	absolute_error_vs_source_oracle_percent	2.0246713914984227e-05	1.3443733438871845	NA	NA	NA	0	NA	6303	NA	f053	condition_009
F	absolute_error_vs_source_oracle_percent	0.00013900434773841952	0.09027910700201573	NA	NA	NA	0.01	NA	6301	NA	megabase_171	condition_007
F	absolute_error_vs_source_oracle_percent	0.0001315071272494639	0.16215188869552244	NA	NA	NA	0.01	NA	6301	NA	megabase_171	condition_008
F	absolute_error_vs_source_oracle_percent	0.0002296672793582477	1.0690076156758095	NA	NA	NA	0.01	NA	6301	NA	megabase_171	condition_009
F	absolute_error_vs_source_oracle_percent	2.4423749881763435e-05	0.05259335369279749	NA	NA	NA	0.01	NA	6302	NA	megabase_171	condition_007
F	absolute_error_vs_source_oracle_percent	1.652994008560782e-05	0.2672695982993143	NA	NA	NA	0.01	NA	6302	NA	megabase_171	condition_008
F	absolute_error_vs_source_oracle_percent	3.195093343899558e-05	1.1816867374120648	NA	NA	NA	0.01	NA	6302	NA	megabase_171	condition_009
F	absolute_error_vs_source_oracle_percent	2.0971631456923046e-05	0.009920487219127002	NA	NA	NA	0.01	NA	6303	NA	megabase_171	condition_007
F	absolute_error_vs_source_oracle_percent	1.888140415828854e-05	0.2764323968853811	NA	NA	NA	0.01	NA	6303	NA	megabase_171	condition_008
F	absolute_error_vs_source_oracle_percent	0.00010260879827794778	1.3109403156294928	NA	NA	NA	0.01	NA	6303	NA	megabase_171	condition_009
F	absolute_error_vs_source_oracle_percent	0.003323836039849537	2.8400736501061807	NA	NA	NA	0.02	NA	6301	NA	f002	condition_007
F	absolute_error_vs_source_oracle_percent	0.008928772136627239	5.876899139931666	NA	NA	NA	0.02	NA	6301	NA	f004	condition_007
F	absolute_error_vs_source_oracle_percent	0.0055387183187433076	1.6894504993988055	NA	NA	NA	0.02	NA	6301	NA	f006	condition_007
F	absolute_error_vs_source_oracle_percent	0.0010117350438485495	2.424716529286357	NA	NA	NA	0.02	NA	6301	NA	f008	condition_007
F	absolute_error_vs_source_oracle_percent	0.0021083913198376436	0.8321673997623158	NA	NA	NA	0.02	NA	6301	NA	f010	condition_007
F	absolute_error_vs_source_oracle_percent	0.002956125400773557	1.4591892073903523	NA	NA	NA	0.02	NA	6301	NA	f012	condition_007
F	absolute_error_vs_source_oracle_percent	0.002365493328485735	0.29555406205980717	NA	NA	NA	0.02	NA	6301	NA	f014	condition_007
F	absolute_error_vs_source_oracle_percent	0.0015815417520321229	0.038242712054014305	NA	NA	NA	0.02	NA	6301	NA	f016	condition_007
F	absolute_error_vs_source_oracle_percent	0.0015028090893546286	0.4224114116240685	NA	NA	NA	0.02	NA	6301	NA	f018	condition_007
F	absolute_error_vs_source_oracle_percent	0.005197558895149279	3.5162623629902967	NA	NA	NA	0.02	NA	6301	NA	f020	condition_007
F	absolute_error_vs_source_oracle_percent	0.00013909863044725412	0.676131505184685	NA	NA	NA	0.02	NA	6301	NA	f022	condition_007
F	absolute_error_vs_source_oracle_percent	0.0008258961486720673	0.9482238325244908	NA	NA	NA	0.02	NA	6301	NA	f024	condition_007
F	absolute_error_vs_source_oracle_percent	0.0014460067487540584	0.7458274740202953	NA	NA	NA	0.02	NA	6301	NA	f026	condition_007
F	absolute_error_vs_source_oracle_percent	0.0014215153537746605	2.040654813826661	NA	NA	NA	0.02	NA	6301	NA	f028	condition_007
F	absolute_error_vs_source_oracle_percent	0.00021823016328537115	1.1926123300896307	NA	NA	NA	0.02	NA	6301	NA	f030	condition_007
F	absolute_error_vs_source_oracle_percent	0.0005629515337850499	1.079128312604496	NA	NA	NA	0.02	NA	6301	NA	f032	condition_007
F	absolute_error_vs_source_oracle_percent	0.00052789671222081	0.7908293148412326	NA	NA	NA	0.02	NA	6301	NA	f034	condition_007
F	absolute_error_vs_source_oracle_percent	0.0008373846266696017	0.0355235462683936	NA	NA	NA	0.02	NA	6301	NA	f036	condition_007
F	absolute_error_vs_source_oracle_percent	0.001236728959486455	1.1243731281908964	NA	NA	NA	0.02	NA	6301	NA	f038	condition_007
F	absolute_error_vs_source_oracle_percent	0.0010455909192825796	0.5765498956944626	NA	NA	NA	0.02	NA	6301	NA	f040	condition_007
F	absolute_error_vs_source_oracle_percent	0.001198583311855017	0.21556397859818335	NA	NA	NA	0.02	NA	6301	NA	f042	condition_007
F	absolute_error_vs_source_oracle_percent	0.00017963007124632835	0.3513166112179711	NA	NA	NA	0.02	NA	6301	NA	f044	condition_007
F	absolute_error_vs_source_oracle_percent	0.0005718770043557919	0.4558483733446828	NA	NA	NA	0.02	NA	6301	NA	f046	condition_007
F	absolute_error_vs_source_oracle_percent	0.0006471964911936023	1.2374923153909911	NA	NA	NA	0.02	NA	6301	NA	f048	condition_007
F	absolute_error_vs_source_oracle_percent	0.0001863479061061657	0.3908014004767324	NA	NA	NA	0.02	NA	6301	NA	f050	condition_007
F	absolute_error_vs_source_oracle_percent	0.00021610551755507634	0.056785028403922404	NA	NA	NA	0.02	NA	6301	NA	f052	condition_007
F	absolute_error_vs_source_oracle_percent	0.0007506949921710637	0.03226726037541994	NA	NA	NA	0.02	NA	6301	NA	f054	condition_007
F	absolute_error_vs_source_oracle_percent	0.003423783968755534	3.3950014988452537	NA	NA	NA	0.02	NA	6301	NA	f002	condition_008
F	absolute_error_vs_source_oracle_percent	0.009666255772043386	6.280413645131758	NA	NA	NA	0.02	NA	6301	NA	f004	condition_008
F	absolute_error_vs_source_oracle_percent	0.005396173017794048	1.925428061464789	NA	NA	NA	0.02	NA	6301	NA	f006	condition_008
F	absolute_error_vs_source_oracle_percent	0.001137273365002578	2.6241819235626984	NA	NA	NA	0.02	NA	6301	NA	f008	condition_008
F	absolute_error_vs_source_oracle_percent	0.0019034792853312998	0.781308370465208	NA	NA	NA	0.02	NA	6301	NA	f010	condition_008
F	absolute_error_vs_source_oracle_percent	0.0028396480110650657	1.6523662496813252	NA	NA	NA	0.02	NA	6301	NA	f012	condition_008
F	absolute_error_vs_source_oracle_percent	0.002051173327513589	0.2985408278188544	NA	NA	NA	0.02	NA	6301	NA	f014	condition_008
F	absolute_error_vs_source_oracle_percent	0.001378070990827207	0.3933179734637946	NA	NA	NA	0.02	NA	6301	NA	f016	condition_008
F	absolute_error_vs_source_oracle_percent	0.0011561072559554963	0.677161952595057	NA	NA	NA	0.02	NA	6301	NA	f018	condition_008
F	absolute_error_vs_source_oracle_percent	0.005492709933825779	3.14382713763651	NA	NA	NA	0.02	NA	6301	NA	f020	condition_008
F	absolute_error_vs_source_oracle_percent	0.00042690533176814593	1.0097671603394254	NA	NA	NA	0.02	NA	6301	NA	f022	condition_008
F	absolute_error_vs_source_oracle_percent	0.000862827794344545	0.6379333591952641	NA	NA	NA	0.02	NA	6301	NA	f024	condition_008
F	absolute_error_vs_source_oracle_percent	0.0012518281671592968	0.7477596377341023	NA	NA	NA	0.02	NA	6301	NA	f026	condition_008
F	absolute_error_vs_source_oracle_percent	0.001352237035267767	2.299378958246283	NA	NA	NA	0.02	NA	6301	NA	f028	condition_008
F	absolute_error_vs_source_oracle_percent	0.00022067275073622827	0.924043089194182	NA	NA	NA	0.02	NA	6301	NA	f030	condition_008
F	absolute_error_vs_source_oracle_percent	0.0004729951877983085	1.2821902672070848	NA	NA	NA	0.02	NA	6301	NA	f032	condition_008
F	absolute_error_vs_source_oracle_percent	0.0005995846898420032	0.6427707579340165	NA	NA	NA	0.02	NA	6301	NA	f034	condition_008
