panel	statistic	x	y	method	coverage	error	divergence	n	seed	status	family_id	condition_id
F	absolute_error_vs_source_oracle_percent	0.000782451259361272	0.1611001031709094	NA	NA	NA	0.02	NA	6301	NA	f036	condition_008
F	absolute_error_vs_source_oracle_percent	0.0010432374039347492	1.8652783030879936	NA	NA	NA	0.02	NA	6301	NA	f038	condition_008
F	absolute_error_vs_source_oracle_percent	0.0008612452950841343	0.661176372928578	NA	NA	NA	0.02	NA	6301	NA	f040	condition_008
F	absolute_error_vs_source_oracle_percent	0.0007668748260223346	0.8514974281391298	NA	NA	NA	0.02	NA	6301	NA	f042	condition_008
F	absolute_error_vs_source_oracle_percent	0.00020324776782820742	0.6780505434167772	NA	NA	NA	0.02	NA	6301	NA	f044	condition_008
F	absolute_error_vs_source_oracle_percent	0.0005604217867652972	0.0667476738270878	NA	NA	NA	0.02	NA	6301	NA	f046	condition_008
F	absolute_error_vs_source_oracle_percent	0.0007777996377319463	1.7015842930823235	NA	NA	NA	0.02	NA	6301	NA	f048	condition_008
F	absolute_error_vs_source_oracle_percent	0.00019598116959662626	0.11126137142119319	NA	NA	NA	0.02	NA	6301	NA	f050	condition_008
F	absolute_error_vs_source_oracle_percent	0.00022141213422377515	0.30683986181517753	NA	NA	NA	0.02	NA	6301	NA	f052	condition_008
F	absolute_error_vs_source_oracle_percent	0.0007169002237268352	0.3184693697100158	NA	NA	NA	0.02	NA	6301	NA	f054	condition_008
F	absolute_error_vs_source_oracle_percent	0.004163170812535477	3.250588145390143	NA	NA	NA	0.02	NA	6301	NA	f002	condition_009
F	absolute_error_vs_source_oracle_percent	0.01109033640649093	7.801320882821772	NA	NA	NA	0.02	NA	6301	NA	f004	condition_009
F	absolute_error_vs_source_oracle_percent	0.005775551860888628	5.047818029332163	NA	NA	NA	0.02	NA	6301	NA	f006	condition_009
F	absolute_error_vs_source_oracle_percent	0.0005983985487578725	3.754523346857521	NA	NA	NA	0.02	NA	6301	NA	f008	condition_009
F	absolute_error_vs_source_oracle_percent	0.0034412342412095676	0.07032447063568092	NA	NA	NA	0.02	NA	6301	NA	f010	condition_009
F	absolute_error_vs_source_oracle_percent	0.003921893636629981	3.6340674240840976	NA	NA	NA	0.02	NA	6301	NA	f012	condition_009
F	absolute_error_vs_source_oracle_percent	0.002218983891301596	1.7370166984680537	NA	NA	NA	0.02	NA	6301	NA	f014	condition_009
F	absolute_error_vs_source_oracle_percent	0.001748678752242605	1.4020046112626545	NA	NA	NA	0.02	NA	6301	NA	f016	condition_009
F	absolute_error_vs_source_oracle_percent	0.0013142740869896974	1.6683233637325685	NA	NA	NA	0.02	NA	6301	NA	f018	condition_009
F	absolute_error_vs_source_oracle_percent	0.004630744002749543	1.2959324586033993	NA	NA	NA	0.02	NA	6301	NA	f020	condition_009
F	absolute_error_vs_source_oracle_percent	0.00013434426220504392	1.5856872075641884	NA	NA	NA	0.02	NA	6301	NA	f022	condition_009
F	absolute_error_vs_source_oracle_percent	0.0010869423123431865	1.196748319090153	NA	NA	NA	0.02	NA	6301	NA	f024	condition_009
F	absolute_error_vs_source_oracle_percent	0.001963469593533773	2.867837149814658	NA	NA	NA	0.02	NA	6301	NA	f026	condition_009
F	absolute_error_vs_source_oracle_percent	0.000961108775767272	3.124455152148764	NA	NA	NA	0.02	NA	6301	NA	f028	condition_009
F	absolute_error_vs_source_oracle_percent	0.00034093700566806273	0.43940440144339726	NA	NA	NA	0.02	NA	6301	NA	f030	condition_009
F	absolute_error_vs_source_oracle_percent	0.0010254889255043587	3.282320194867736	NA	NA	NA	0.02	NA	6301	NA	f032	condition_009
F	absolute_error_vs_source_oracle_percent	0.0006910499884925647	0.20085892752538825	NA	NA	NA	0.02	NA	6301	NA	f034	condition_009
F	absolute_error_vs_source_oracle_percent	0.0009897779689818087	1.6544904272555103	NA	NA	NA	0.02	NA	6301	NA	f036	condition_009
F	absolute_error_vs_source_oracle_percent	0.0009719729798511878	2.841648867085258	NA	NA	NA	0.02	NA	6301	NA	f038	condition_009
F	absolute_error_vs_source_oracle_percent	0.0011784333396760438	0.9424962622445499	NA	NA	NA	0.02	NA	6301	NA	f040	condition_009
F	absolute_error_vs_source_oracle_percent	0.001250676084836977	2.3804587641040165	NA	NA	NA	0.02	NA	6301	NA	f042	condition_009
F	absolute_error_vs_source_oracle_percent	0.00015619760004659256	1.520767865711683	NA	NA	NA	0.02	NA	6301	NA	f044	condition_009
F	absolute_error_vs_source_oracle_percent	0.0003894744989321186	1.4616648045628011	NA	NA	NA	0.02	NA	6301	NA	f046	condition_009
F	absolute_error_vs_source_oracle_percent	0.0005443468699900533	2.7854460918521085	NA	NA	NA	0.02	NA	6301	NA	f048	condition_009
F	absolute_error_vs_source_oracle_percent	6.544795871565867e-05	1.1130056567775597	NA	NA	NA	0.02	NA	6301	NA	f050	condition_009
F	absolute_error_vs_source_oracle_percent	0.00036431021375282757	1.1884993699977286	NA	NA	NA	0.02	NA	6301	NA	f052	condition_009
F	absolute_error_vs_source_oracle_percent	0.0009058861819697395	1.5920183596311404	NA	NA	NA	0.02	NA	6301	NA	f054	condition_009
F	absolute_error_vs_source_oracle_percent	0.001351996910835096	1.6198444058987869	NA	NA	NA	0.02	NA	6302	NA	f002	condition_007
F	absolute_error_vs_source_oracle_percent	0.0050412115808590174	5.561264680717208	NA	NA	NA	0.02	NA	6302	NA	f004	condition_007
F	absolute_error_vs_source_oracle_percent	0.0017440510294859934	1.3396215974777625	NA	NA	NA	0.02	NA	6302	NA	f006	condition_007
F	absolute_error_vs_source_oracle_percent	0.0013073909824427576	0.2742091397278479	NA	NA	NA	0.02	NA	6302	NA	f008	condition_007
F	absolute_error_vs_source_oracle_percent	0.0028042504396544876	2.063353827254044	NA	NA	NA	0.02	NA	6302	NA	f010	condition_007
F	absolute_error_vs_source_oracle_percent	0.0014657912584667976	0.45126752223845656	NA	NA	NA	0.02	NA	6302	NA	f012	condition_007
F	absolute_error_vs_source_oracle_percent	0.0014169299682983416	2.3456596951839828	NA	NA	NA	0.02	NA	6302	NA	f014	condition_007
F	absolute_error_vs_source_oracle_percent	0.0027449361855688137	1.3715327039108303	NA	NA	NA	0.02	NA	6302	NA	f016	condition_007
F	absolute_error_vs_source_oracle_percent	0.0010581902842150548	0.1181088611450889	NA	NA	NA	0.02	NA	6302	NA	f018	condition_007
F	absolute_error_vs_source_oracle_percent	0.004609843643284095	0.29328113855129345	NA	NA	NA	0.02	NA	6302	NA	f020	condition_007
F	absolute_error_vs_source_oracle_percent	0.0037123236054845687	4.107384628010156	NA	NA	NA	0.02	NA	6302	NA	f022	condition_007
F	absolute_error_vs_source_oracle_percent	0.001265878902476758	0.6263140646990273	NA	NA	NA	0.02	NA	6302	NA	f024	condition_007
F	absolute_error_vs_source_oracle_percent	0.00024406401084209328	0.7545256753237517	NA	NA	NA	0.02	NA	6302	NA	f026	condition_007
F	absolute_error_vs_source_oracle_percent	0.0013980971209800463	0.31764122249942517	NA	NA	NA	0.02	NA	6302	NA	f028	condition_007
F	absolute_error_vs_source_oracle_percent	0.0006173180985918347	1.0939278573561317	NA	NA	NA	0.02	NA	6302	NA	f030	condition_007
F	absolute_error_vs_source_oracle_percent	0.000505873601124307	0.439915994145224	NA	NA	NA	0.02	NA	6302	NA	f032	condition_007
F	absolute_error_vs_source_oracle_percent	0.00043877033248251873	0.20046115035066234	NA	NA	NA	0.02	NA	6302	NA	f034	condition_007
F	absolute_error_vs_source_oracle_percent	0.0005854672038563824	0.5402674626392496	NA	NA	NA	0.02	NA	6302	NA	f036	condition_007
F	absolute_error_vs_source_oracle_percent	0.002459401309781506	1.9737954368389765	NA	NA	NA	0.02	NA	6302	NA	f038	condition_007
F	absolute_error_vs_source_oracle_percent	0.00040753972986484754	0.38450041826219916	NA	NA	NA	0.02	NA	6302	NA	f040	condition_007
F	absolute_error_vs_source_oracle_percent	0.001206526654237483	1.361382698389022	NA	NA	NA	0.02	NA	6302	NA	f042	condition_007
F	absolute_error_vs_source_oracle_percent	0.00018174189802211416	0.9302841406252861	NA	NA	NA	0.02	NA	6302	NA	f044	condition_007
F	absolute_error_vs_source_oracle_percent	0.0006391332704752672	1.4007792166199273	NA	NA	NA	0.02	NA	6302	NA	f046	condition_007
F	absolute_error_vs_source_oracle_percent	0.0004890915840592425	0.8707616285129661	NA	NA	NA	0.02	NA	6302	NA	f048	condition_007
F	absolute_error_vs_source_oracle_percent	0.0004919859454129982	0.10499865993733692	NA	NA	NA	0.02	NA	6302	NA	f050	condition_007
F	absolute_error_vs_source_oracle_percent	0.00025153318362647337	0.8228211152668905	NA	NA	NA	0.02	NA	6302	NA	f052	condition_007
F	absolute_error_vs_source_oracle_percent	0.0008099170220594587	0.6723860330131259	NA	NA	NA	0.02	NA	6302	NA	f054	condition_007
F	absolute_error_vs_source_oracle_percent	0.0019903127185759706	1.8648170278505385	NA	NA	NA	0.02	NA	6302	NA	f002	condition_008
F	absolute_error_vs_source_oracle_percent	0.005197921221473112	5.559134581176721	NA	NA	NA	0.02	NA	6302	NA	f004	condition_008
F	absolute_error_vs_source_oracle_percent	0.0014996277787175383	1.0436975565715834	NA	NA	NA	0.02	NA	6302	NA	f006	condition_008
F	absolute_error_vs_source_oracle_percent	0.000922588464609575	0.5589611283336637	NA	NA	NA	0.02	NA	6302	NA	f008	condition_008
F	absolute_error_vs_source_oracle_percent	0.002756325318107322	1.5782522231719478	NA	NA	NA	0.02	NA	6302	NA	f010	condition_008
F	absolute_error_vs_source_oracle_percent	0.0016422313697095348	0.08045611665240315	NA	NA	NA	0.02	NA	6302	NA	f012	condition_008
F	absolute_error_vs_source_oracle_percent	0.001415724520069217	2.07300065173348	NA	NA	NA	0.02	NA	6302	NA	f014	condition_008
F	absolute_error_vs_source_oracle_percent	0.0027517446493038333	2.0165872578253357	NA	NA	NA	0.02	NA	6302	NA	f016	condition_008
F	absolute_error_vs_source_oracle_percent	0.0011769669058846466	0.2381095786341234	NA	NA	NA	0.02	NA	6302	NA	f018	condition_008
F	absolute_error_vs_source_oracle_percent	0.004870237032076008	0.6044090960273962	NA	NA	NA	0.02	NA	6302	NA	f020	condition_008
F	absolute_error_vs_source_oracle_percent	0.003746133903112958	4.08124299405868	NA	NA	NA	0.02	NA	6302	NA	f022	condition_008
F	absolute_error_vs_source_oracle_percent	0.0015114222977312686	0.6985410964014882	NA	NA	NA	0.02	NA	6302	NA	f024	condition_008
F	absolute_error_vs_source_oracle_percent	0.0003198872666084762	0.5349708282696142	NA	NA	NA	0.02	NA	6302	NA	f026	condition_008
F	absolute_error_vs_source_oracle_percent	0.0016559204569405184	0.04856559745684663	NA	NA	NA	0.02	NA	6302	NA	f028	condition_008
F	absolute_error_vs_source_oracle_percent	0.0005339025296023925	0.8447313687026892	NA	NA	NA	0.02	NA	6302	NA	f030	condition_008
F	absolute_error_vs_source_oracle_percent	0.0004953906321282231	0.6917206903099355	NA	NA	NA	0.02	NA	6302	NA	f032	condition_008
F	absolute_error_vs_source_oracle_percent	0.000422570416511614	0.3374449774043171	NA	NA	NA	0.02	NA	6302	NA	f034	condition_008
F	absolute_error_vs_source_oracle_percent	0.0005826626836761273	0.26956004840940295	NA	NA	NA	0.02	NA	6302	NA	f036	condition_008
F	absolute_error_vs_source_oracle_percent	0.002429010004138199	1.9797647421959041	NA	NA	NA	0.02	NA	6302	NA	f038	condition_008
F	absolute_error_vs_source_oracle_percent	0.0005121093114306419	0.4143659092165741	NA	NA	NA	0.02	NA	6302	NA	f040	condition_008
F	absolute_error_vs_source_oracle_percent	0.0012891242568802141	1.4745606295980274	NA	NA	NA	0.02	NA	6302	NA	f042	condition_008
F	absolute_error_vs_source_oracle_percent	0.0001922017052002345	0.6731471719058213	NA	NA	NA	0.02	NA	6302	NA	f044	condition_008
F	absolute_error_vs_source_oracle_percent	0.0005451040990163136	1.5129795661942325	NA	NA	NA	0.02	NA	6302	NA	f046	condition_008
F	absolute_error_vs_source_oracle_percent	0.00045713377951905887	0.5836168848985857	NA	NA	NA	0.02	NA	6302	NA	f048	condition_008
F	absolute_error_vs_source_oracle_percent	0.0005335145925134954	0.42656570905630525	NA	NA	NA	0.02	NA	6302	NA	f050	condition_008
F	absolute_error_vs_source_oracle_percent	0.0003107646930610164	0.5240936660392634	NA	NA	NA	0.02	NA	6302	NA	f052	condition_008
F	absolute_error_vs_source_oracle_percent	0.0007444101033893258	0.9267799682429967	NA	NA	NA	0.02	NA	6302	NA	f054	condition_008
F	absolute_error_vs_source_oracle_percent	0.0017342532452296888	0.9593682766952583	NA	NA	NA	0.02	NA	6302	NA	f002	condition_009
F	absolute_error_vs_source_oracle_percent	0.004838193243946298	4.7208981467878	NA	NA	NA	0.02	NA	6302	NA	f004	condition_009
F	absolute_error_vs_source_oracle_percent	0.003134846653299661	0.8155880668580284	NA	NA	NA	0.02	NA	6302	NA	f006	condition_009
F	absolute_error_vs_source_oracle_percent	0.0005745798788702183	2.6852813742350534	NA	NA	NA	0.02	NA	6302	NA	f008	condition_009
F	absolute_error_vs_source_oracle_percent	0.002466467665656613	0.18728983163679658	NA	NA	NA	0.02	NA	6302	NA	f010	condition_009
F	absolute_error_vs_source_oracle_percent	0.0009061582755064412	0.2030720754696702	NA	NA	NA	0.02	NA	6302	NA	f012	condition_009
F	absolute_error_vs_source_oracle_percent	0.0020743314155294845	0.8105228402077104	NA	NA	NA	0.02	NA	6302	NA	f014	condition_009
F	absolute_error_vs_source_oracle_percent	0.0021675300953243326	2.5022015778097995	NA	NA	NA	0.02	NA	6302	NA	f016	condition_009
F	absolute_error_vs_source_oracle_percent	0.0011020021518715062	1.2251994728520117	NA	NA	NA	0.02	NA	6302	NA	f018	condition_009
F	absolute_error_vs_source_oracle_percent	0.004713940198037281	1.7117914052099614	NA	NA	NA	0.02	NA	6302	NA	f020	condition_009
F	absolute_error_vs_source_oracle_percent	0.0030845812386844917	4.53669682769414	NA	NA	NA	0.02	NA	6302	NA	f022	condition_009
F	absolute_error_vs_source_oracle_percent	0.0027103146207694273	0.745497404104718	NA	NA	NA	0.02	NA	6302	NA	f024	condition_009
F	absolute_error_vs_source_oracle_percent	0.00025023769749576985	0.03095466254883661	NA	NA	NA	0.02	NA	6302	NA	f026	condition_009
F	absolute_error_vs_source_oracle_percent	0.0015258503793311728	1.0137717748910902	NA	NA	NA	0.02	NA	6302	NA	f028	condition_009
F	absolute_error_vs_source_oracle_percent	0.00019710071036249666	0.06615905381911702	NA	NA	NA	0.02	NA	6302	NA	f030	condition_009
F	absolute_error_vs_source_oracle_percent	0.0006631602753706112	1.8048166448850937	NA	NA	NA	0.02	NA	6302	NA	f032	condition_009
F	absolute_error_vs_source_oracle_percent	0.0003439545413717049	1.6466960165754898	NA	NA	NA	0.02	NA	6302	NA	f034	condition_009
F	absolute_error_vs_source_oracle_percent	0.000700742551446143	0.6499832338073759	NA	NA	NA	0.02	NA	6302	NA	f036	condition_009
F	absolute_error_vs_source_oracle_percent	0.0026056456697589603	1.1686063031363503	NA	NA	NA	0.02	NA	6302	NA	f038	condition_009
F	absolute_error_vs_source_oracle_percent	0.00078437435115708	1.796318738675211	NA	NA	NA	0.02	NA	6302	NA	f040	condition_009
F	absolute_error_vs_source_oracle_percent	0.0012980371550606051	2.7438055958366014	NA	NA	NA	0.02	NA	6302	NA	f042	condition_009
F	absolute_error_vs_source_oracle_percent	0.0003830236499027251	0.5300231676476663	NA	NA	NA	0.02	NA	6302	NA	f044	condition_009
F	absolute_error_vs_source_oracle_percent	0.00025542406920631144	2.506747480493683	NA	NA	NA	0.02	NA	6302	NA	f046	condition_009
F	absolute_error_vs_source_oracle_percent	0.0006676177197690869	0.743893700090581	NA	NA	NA	0.02	NA	6302	NA	f048	condition_009
F	absolute_error_vs_source_oracle_percent	0.00043081107871634217	1.3240834399056922	NA	NA	NA	0.02	NA	6302	NA	f050	condition_009
F	absolute_error_vs_source_oracle_percent	0.00027452821692519613	0.33257411818402716	NA	NA	NA	0.02	NA	6302	NA	f052	condition_009
F	absolute_error_vs_source_oracle_percent	0.0010850507308844959	2.049414494978393	NA	NA	NA	0.02	NA	6302	NA	f054	condition_009
F	absolute_error_vs_source_oracle_percent	0.003103011438141845	3.7002132699100265	NA	NA	NA	0.02	NA	6303	NA	f002	condition_007
F	absolute_error_vs_source_oracle_percent	0.0015846345410796547	0.6534482701688482	NA	NA	NA	0.02	NA	6303	NA	f004	condition_007
F	absolute_error_vs_source_oracle_percent	0.0026367797764125234	2.3154585910191905	NA	NA	NA	0.02	NA	6303	NA	f006	condition_007
F	absolute_error_vs_source_oracle_percent	0.0010113746034536852	4.650757341505791	NA	NA	NA	0.02	NA	6303	NA	f008	condition_007
F	absolute_error_vs_source_oracle_percent	0.0015908384237783846	4.049175718298255	NA	NA	NA	0.02	NA	6303	NA	f010	condition_007
F	absolute_error_vs_source_oracle_percent	0.00019619290842842751	1.3050574925628133	NA	NA	NA	0.02	NA	6303	NA	f012	condition_007
F	absolute_error_vs_source_oracle_percent	0.0012011563146143711	2.0961338486001893	NA	NA	NA	0.02	NA	6303	NA	f014	condition_007
F	absolute_error_vs_source_oracle_percent	0.0012774677844562543	1.2000742599045395	NA	NA	NA	0.02	NA	6303	NA	f016	condition_007
F	absolute_error_vs_source_oracle_percent	0.0016203222419639562	0.39550984041888165	NA	NA	NA	0.02	NA	6303	NA	f018	condition_007
F	absolute_error_vs_source_oracle_percent	0.0026549996086548955	0.1396450751744105	NA	NA	NA	0.02	NA	6303	NA	f020	condition_007
F	absolute_error_vs_source_oracle_percent	0.0015228418834485336	2.071381711618576	NA	NA	NA	0.02	NA	6303	NA	f022	condition_007
F	absolute_error_vs_source_oracle_percent	0.00292813011161408	2.147656665176516	NA	NA	NA	0.02	NA	6303	NA	f024	condition_007
F	absolute_error_vs_source_oracle_percent	0.0013452236570923315	0.06726274264485355	NA	NA	NA	0.02	NA	6303	NA	f026	condition_007
F	absolute_error_vs_source_oracle_percent	0.0008721597011870919	1.4174975468637996	NA	NA	NA	0.02	NA	6303	NA	f028	condition_007
F	absolute_error_vs_source_oracle_percent	0.0011499115972723462	0.21174675851744598	NA	NA	NA	0.02	NA	6303	NA	f030	condition_007
F	absolute_error_vs_source_oracle_percent	0.0007035489369837666	1.1516645655679838	NA	NA	NA	0.02	NA	6303	NA	f032	condition_007
F	absolute_error_vs_source_oracle_percent	0.0007387478685449977	0.18079147999624468	NA	NA	NA	0.02	NA	6303	NA	f034	condition_007
F	absolute_error_vs_source_oracle_percent	0.0007708129337782865	0.44920073848953734	NA	NA	NA	0.02	NA	6303	NA	f036	condition_007
F	absolute_error_vs_source_oracle_percent	0.00040789076589164974	1.0259100604708493	NA	NA	NA	0.02	NA	6303	NA	f038	condition_007
F	absolute_error_vs_source_oracle_percent	0.0005242180954541098	0.28758354212170545	NA	NA	NA	0.02	NA	6303	NA	f040	condition_007
F	absolute_error_vs_source_oracle_percent	0.0013235146735699477	2.7953358632123226	NA	NA	NA	0.02	NA	6303	NA	f042	condition_007
F	absolute_error_vs_source_oracle_percent	0.0011805324464232436	0.987482978572025	NA	NA	NA	0.02	NA	6303	NA	f044	condition_007
F	absolute_error_vs_source_oracle_percent	0.0006580924594389304	0.40796064978744445	NA	NA	NA	0.02	NA	6303	NA	f046	condition_007
F	absolute_error_vs_source_oracle_percent	0.0003762550601107417	0.04949236568396742	NA	NA	NA	0.02	NA	6303	NA	f048	condition_007
F	absolute_error_vs_source_oracle_percent	0.00011834568999646855	0.12081565529351224	NA	NA	NA	0.02	NA	6303	NA	f050	condition_007
F	absolute_error_vs_source_oracle_percent	0.0001841802749372734	0.21454887822473268	NA	NA	NA	0.02	NA	6303	NA	f052	condition_007
F	absolute_error_vs_source_oracle_percent	0.0005076300864533811	0.04160931108962984	NA	NA	NA	0.02	NA	6303	NA	f054	condition_007
F	absolute_error_vs_source_oracle_percent	0.0035025570447636545	3.2044546495633597	NA	NA	NA	0.02	NA	6303	NA	f002	condition_008
F	absolute_error_vs_source_oracle_percent	0.0010721267506582643	1.4054651936973706	NA	NA	NA	0.02	NA	6303	NA	f004	condition_008
F	absolute_error_vs_source_oracle_percent	0.0025429571191426525	2.780028769284293	NA	NA	NA	0.02	NA	6303	NA	f006	condition_008
F	absolute_error_vs_source_oracle_percent	0.0009894605687345015	4.203420034430785	NA	NA	NA	0.02	NA	6303	NA	f008	condition_008
F	absolute_error_vs_source_oracle_percent	0.0019184472419574439	4.978798423012396	NA	NA	NA	0.02	NA	6303	NA	f010	condition_008
F	absolute_error_vs_source_oracle_percent	0.00024802427141318306	1.2429374519006053	NA	NA	NA	0.02	NA	6303	NA	f012	condition_008
F	absolute_error_vs_source_oracle_percent	0.0013534981524996326	2.448710490477211	NA	NA	NA	0.02	NA	6303	NA	f014	condition_008
F	absolute_error_vs_source_oracle_percent	0.0012666079122914953	0.7583173629886772	NA	NA	NA	0.02	NA	6303	NA	f016	condition_008
F	absolute_error_vs_source_oracle_percent	0.001818748566013273	0.868637718555263	NA	NA	NA	0.02	NA	6303	NA	f018	condition_008
F	absolute_error_vs_source_oracle_percent	0.002486517533623278	0.19668200535637226	NA	NA	NA	0.02	NA	6303	NA	f020	condition_008
F	absolute_error_vs_source_oracle_percent	0.001848318581563424	2.0442501070205843	NA	NA	NA	0.02	NA	6303	NA	f022	condition_008
F	absolute_error_vs_source_oracle_percent	0.002803393333985049	2.0602865356820743	NA	NA	NA	0.02	NA	6303	NA	f024	condition_008
F	absolute_error_vs_source_oracle_percent	0.001217809087632693	0.36592948723329854	NA	NA	NA	0.02	NA	6303	NA	f026	condition_008
F	absolute_error_vs_source_oracle_percent	0.0005998776272971851	1.3157170787755312	NA	NA	NA	0.02	NA	6303	NA	f028	condition_008
F	absolute_error_vs_source_oracle_percent	0.0011285148522555688	0.08728926857944685	NA	NA	NA	0.02	NA	6303	NA	f030	condition_008
F	absolute_error_vs_source_oracle_percent	0.0007636060325373339	1.1036634828712835	NA	NA	NA	0.02	NA	6303	NA	f032	condition_008
F	absolute_error_vs_source_oracle_percent	0.0008051097179292421	0.42143920602420337	NA	NA	NA	0.02	NA	6303	NA	f034	condition_008
F	absolute_error_vs_source_oracle_percent	0.000788145058895573	0.865311001814419	NA	NA	NA	0.02	NA	6303	NA	f036	condition_008
F	absolute_error_vs_source_oracle_percent	0.0004177966202291161	1.2798381742653397	NA	NA	NA	0.02	NA	6303	NA	f038	condition_008
F	absolute_error_vs_source_oracle_percent	0.0008080231630289703	0.14164646604983844	NA	NA	NA	0.02	NA	6303	NA	f040	condition_008
F	absolute_error_vs_source_oracle_percent	0.0013029660215158057	2.800600761991099	NA	NA	NA	0.02	NA	6303	NA	f042	condition_008
F	absolute_error_vs_source_oracle_percent	0.0011930153277816546	1.3906621795759833	NA	NA	NA	0.02	NA	6303	NA	f044	condition_008
F	absolute_error_vs_source_oracle_percent	0.0006380879766101355	0.5920462002912963	NA	NA	NA	0.02	NA	6303	NA	f046	condition_008
F	absolute_error_vs_source_oracle_percent	0.0003444851182271558	0.2573608906879876	NA	NA	NA	0.02	NA	6303	NA	f048	condition_008
F	absolute_error_vs_source_oracle_percent	6.217833896193792e-05	0.3851675604069129	NA	NA	NA	0.02	NA	6303	NA	f050	condition_008
F	absolute_error_vs_source_oracle_percent	0.0002511720643947335	0.060775850083899734	NA	NA	NA	0.02	NA	6303	NA	f052	condition_008
F	absolute_error_vs_source_oracle_percent	0.0005558393735823897	0.24338313651611543	NA	NA	NA	0.02	NA	6303	NA	f054	condition_008
F	absolute_error_vs_source_oracle_percent	0.005469819157097655	5.0571708353816724	NA	NA	NA	0.02	NA	6303	NA	f002	condition_009
F	absolute_error_vs_source_oracle_percent	0.0019369857329446516	1.5969534074813476	NA	NA	NA	0.02	NA	6303	NA	f004	condition_009
F	absolute_error_vs_source_oracle_percent	0.0019371988933909456	3.7152534913444413	NA	NA	NA	0.02	NA	6303	NA	f006	condition_009
F	absolute_error_vs_source_oracle_percent	0.0013748291106643329	3.162849291637162	NA	NA	NA	0.02	NA	6303	NA	f008	condition_009
F	absolute_error_vs_source_oracle_percent	0.0016906683700683711	4.407387361805277	NA	NA	NA	0.02	NA	6303	NA	f010	condition_009
F	absolute_error_vs_source_oracle_percent	0.0021428794381666005	3.2998696732341593	NA	NA	NA	0.02	NA	6303	NA	f012	condition_009
F	absolute_error_vs_source_oracle_percent	0.0008967430010298205	3.2045776452171424	NA	NA	NA	0.02	NA	6303	NA	f014	condition_009
F	absolute_error_vs_source_oracle_percent	0.0007435787335361432	0.3113579283853056	NA	NA	NA	0.02	NA	6303	NA	f016	condition_009
F	absolute_error_vs_source_oracle_percent	0.00041092013192356447	0.9822212494129589	NA	NA	NA	0.02	NA	6303	NA	f018	condition_009
F	absolute_error_vs_source_oracle_percent	0.003358301149793075	1.9929287578982804	NA	NA	NA	0.02	NA	6303	NA	f020	condition_009
F	absolute_error_vs_source_oracle_percent	0.0017766537480969902	2.1011633375647776	NA	NA	NA	0.02	NA	6303	NA	f022	condition_009
F	absolute_error_vs_source_oracle_percent	0.003242232263745759	3.397103348946225	NA	NA	NA	0.02	NA	6303	NA	f024	condition_009
F	absolute_error_vs_source_oracle_percent	0.0027228234896972126	1.2830067770530995	NA	NA	NA	0.02	NA	6303	NA	f026	condition_009
F	absolute_error_vs_source_oracle_percent	0.0006941909827453685	2.7350074154938397	NA	NA	NA	0.02	NA	6303	NA	f028	condition_009
F	absolute_error_vs_source_oracle_percent	0.0008555378609216291	1.3551095058549834	NA	NA	NA	0.02	NA	6303	NA	f030	condition_009
F	absolute_error_vs_source_oracle_percent	0.0017040810959509933	0.5714346339498064	NA	NA	NA	0.02	NA	6303	NA	f032	condition_009
F	absolute_error_vs_source_oracle_percent	0.0012990579950871162	1.7260898487167398	NA	NA	NA	0.02	NA	6303	NA	f034	condition_009
F	absolute_error_vs_source_oracle_percent	0.0006113078338991773	1.4458687395721483	NA	NA	NA	0.02	NA	6303	NA	f036	condition_009
F	absolute_error_vs_source_oracle_percent	0.0008105718902804426	2.9145884632839802	NA	NA	NA	0.02	NA	6303	NA	f038	condition_009
F	absolute_error_vs_source_oracle_percent	0.0006466666862880999	1.639460400609476	NA	NA	NA	0.02	NA	6303	NA	f040	condition_009
F	absolute_error_vs_source_oracle_percent	0.0007345420151383397	4.043521025386294	NA	NA	NA	0.02	NA	6303	NA	f042	condition_009
F	absolute_error_vs_source_oracle_percent	0.001280083311794744	2.0102671527001092	NA	NA	NA	0.02	NA	6303	NA	f044	condition_009
F	absolute_error_vs_source_oracle_percent	0.00033674165839059356	1.5383181384247813	NA	NA	NA	0.02	NA	6303	NA	f046	condition_009
F	absolute_error_vs_source_oracle_percent	0.0008734342750664759	1.059852777356305	NA	NA	NA	0.02	NA	6303	NA	f048	condition_009
F	absolute_error_vs_source_oracle_percent	0.00019470204001947877	1.6132531811989992	NA	NA	NA	0.02	NA	6303	NA	f050	condition_009
F	absolute_error_vs_source_oracle_percent	0.0004340152772934758	0.9728942159603661	NA	NA	NA	0.02	NA	6303	NA	f052	condition_009
F	absolute_error_vs_source_oracle_percent	0.0007035411324900487	1.4070560051530663	NA	NA	NA	0.02	NA	6303	NA	f054	condition_009
